id,position,position_HC_standard,Ranks,v2.0,status,full_name,intermediate_name,short_name,CARLsim_name,short_name_gaa_201411131347,Diff,compact_name,abbreviation,supertype,type_subtype,explanatory_notes,interneuron_specific_flag,pre_subregion_modifier,subregion,post_subregion_modifier,include_subregion,excit_inhib,axon_dendrite_pattern,format,p,soma_pattern,projection_pattern,EC_layer,pre-modifiers,core,post-modifiers,pre-modifiers_plus_core_plus_post-modifiers,pre-modifiers_plus_core_plus_post-modifiers_alternate,short_name_alternate
6003,6003,6002,1,,active,MEC (e)331111p-DG_1000-CA3_10000-CA2_1000-Sub_111 LII Stellate,MEC (e)331111p (0S0000) LII Stellate,MEC LII Stellate,MEC LII Stellate,MEC LII Stellate,,MEC LII Stellate,MEC LII SC,S061706:Glutamatergic II:LI-II:EC,type,This is a canonical principal cell of the main hippocampal circuit. Most sources indicate medial localization of the morphology. This is the simplest form of the only core name in the cited literature.,0,M,EC,,1,e,331111,000000,p,0S0000,DG_1000-CA3_10000-CA2_1000-Sub_111,LII,,Stellate,,LII Stellate,LII Stellate,EC LII Stellate (e)
6008,6004,6006,4,,active,MEC (e)233111 LII-III Pyramidal-Multiform,MEC (e)233111 (0SS000) LII-III Pyramidal-Multiform,MEC LII-III Pyramidal-Multiform,MEC LII-III Pyramidal-Multiform,MEC LII-III Pyramidal-Multiform,,MEC LII-III PC-Multiform,MEC LII-III PC-MFC,S061706:Glutamatergic II:LI-II:EC,type,This name is a hybrid of the two most frequently cited names.  All sources indicate medial localization of the morphology.,0,M,EC,,1,e,233111,000000,,0SS000,,LII-III,,Pyramidal-Multiform,,LII-III Pyramidal-Multiform,LII-III Pyramidal-Multiform,EC LII-III Pyramidal-Multiform (e)
6082,6005,6000,3,,active,EC (e)333000p-DG_1000-Sub_111 LII-III Pyramidal-Tripolar,EC (e)333000p (0SS000) LII-III Pyramidal-Tripolar,LII-III Pyramidal-Tripolar,EC LII-III Pyramidal-Tripolar,LII-III Pyramidal-Tripolar,,LII-III Pyramidal-Tripolar,LII-III PC-TPC,S061706:Glutamatergic II:LI-II:EC,type,This name is a hybrid of two frequently cited names.,0,,EC,,0,e,333000,000000,p,0SS000,DG_1000-Sub_111,LII-III,,Pyramidal-Tripolar,,LII-III Pyramidal-Tripolar,LII-III Pyramidal-Tripolar,LII-III Pyramidal-Tripolar (e)
6025,6006,6017,5,,active,LEC (e)113330 LIII Multipolar Principal,LEC (e)113330 (00S000) LIII Multipolar Principal,LEC LIII Multipolar Principal,LEC LIII Multipolar Principal,LEC LIII Multipolar Principal,,LEC LIII Multipolar Principal,LEC LIII MPC,S071806:Glutamatergic III:LIII:EC,type,"""Principal"" distinguishes this type from the multipolar interneurons. All sources indicate lateral localization of the morphology.",0,L,EC,,1,e,113330,000000,,00S000,,LIII,,Multipolar,Principal,LIII Multipolar Principal,LIII Multipolar Principal,EC LIII Multipolar Principal (e)
6031,6007,6018,5,,active,MEC (e)003310 LIII Multipolar Principal,MEC (e)003310 (00S000) LIII Multipolar Principal,MEC LIII Multipolar Principal,MEC LIII Multipolar Principal,MEC LIII Multipolar Principal,,MEC LIII Multipolar Principal,MEC LIII MPC,S071806:Glutamatergic III:LIII:EC,type,"""Principal"" distinguishes this type from the multipolar interneurons. All sources indicate medial localization of the morphology.",0,M,EC,,1,e,003310,000000,,00S000,,LIII,,Multipolar,Principal,LIII Multipolar Principal,LIII Multipolar Principal,EC LIII Multipolar Principal (e)
6017,6008,6010,2,,active,EC (e)223111p-CA1_1000-Sub_100 LIII Small Pyramidal,EC (e)223111p (00S000) LIII Small Pyramidal,LIII Small Pyramidal,EC LIII Small Pyramidal,LIII Small Pyramidal,,LIII Small Pyramidal,LIII smPC,S071806:Glutamatergic III:LIII:EC,type,This is a canonical secondary cell of the entorhinal cortex circuitry. This is the simplest form of the core names in the cited literature that distinguishes it from EC (e)223200p LIII Pyramidal.,0,,EC,,0,e,223111,000000,p,00S000,CA1_1000-Sub_100,LIII,Small,Pyramidal,,LIII Small Pyramidal,LIII Pyramidal Small,LIII Pyramidal Small (e)
6007,6009,6005,5,,active,LEC (e)233310 LIII Complex Pyramidal,LEC (e)233310 (00S000) LIII Complex Pyramidal,LEC LIII Complex Pyramidal,LEC LIII Complex Pyramidal,LEC LIII Complex Pyramidal,,LEC LIII Complex Pyramidal,LEC LIII Cmplx PC,S071806:Glutamatergic III:LIII:EC,type,This is the cited name.,0,L,EC,,1,e,233310,000000,,00S000,,LIII,Complex,Pyramidal,,LIII Complex Pyramidal,LIII Pyramidal Complex,EC LIII Pyramidal Complex (e)
6006,6010,6004,5,,active,MEC (e)313300 LIII Complex Pyramidal,MEC (e)313300 (00S000) LIII Complex Pyramidal,MEC LIII Complex Pyramidal,MEC LIII Complex Pyramidal,MEC LIII Complex Pyramidal,,MEC LIII Complex Pyramidal,MEC LIII Cmplx PC,S071806:Glutamatergic III:LIII:EC,type,This is the cited name.,0,M,EC,,1,e,313300,000000,,00S000,,LIII,Complex,Pyramidal,,LIII Complex Pyramidal,LIII Pyramidal Complex,EC LIII Pyramidal Complex (e)
6024,6011,6016,4,,active,MEC (e)133100 LIII Bipolar Complex Pyramidal,MEC (e)133100 (00S000) LIII Bipolar Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,,MEC LIII Bipolar Complex Pyramidal,MEC LIII BP Cmplx PC,S071806:Glutamatergic III:LIII:EC,type,This is the cited name.,0,M,EC,,1,e,133100,000000,,00S000,,LIII,Bipolar Complex,Pyramidal,,LIII Bipolar Complex Pyramidal,LIII Pyramidal Bipolar Complex,EC LIII Pyramidal Bipolar Complex (e)
6092,6012,6009,3,,active,EC (e)223200p-CA1_1000-Sub_100 LIII Pyramidal,EC (e)223200p (00S000) LIII Pyramidal,LIII Pyramidal,EC LIII Pyramidal,LIII Pyramidal,,LIII Pyramidal,LIII PC,S071806:Glutamatergic III:LIII:EC,type,This is the simplest form of the core names in the cited literature that distinguishes it from EC (e)223111p LIII Small Pyramidal.,0,,EC,,0,e,223200,000000,p,00S000,CA1_1000-Sub_100,LIII,,Pyramidal,,LIII Pyramidal,LIII Pyramidal,LIII Pyramidal (e)
6018,6013,6011,4,,active,EC (e)223000 LIII Stellate,EC (e)223000 (00S000) LIII Stellate,LIII Stellate,EC LIII Stellate,LIII Stellate,,LIII Stellate,LIII SC,S071806:Glutamatergic III:LIII:EC,type,This is the simplest form of the only core name in the cited literature.,0,,EC,,0,e,223000,000000,,00S000,,LIII,,Stellate,,LIII Stellate,LIII Stellate,LIII Stellate (e)
6095,6014,6008,3,,active,EC (e)223331 LIII-V Bipolar Pyramidal,EC (e)223331 (00SSS0) LIII-V Bipolar Pyramidal,LIII-V Bipolar Pyramidal,EC LIII-V Bipolar Pyramidal,LIII-V Bipolar Pyramidal,,LIII-V Bipolar Pyramidal,LIII-V PC BP,S071806:Glutamatergic III:LIII:EC,type,This name borrows from one of the unique names in the cited literature.,0,,EC,,0,e,223331,000000,,00SSS0,,LIII-V,Bipolar,Pyramidal,,LIII-V Bipolar Pyramidal,LIII-V Pyramidal Bipolar,LIII-V Pyramidal Bipolar (e)
6085,6015,6013,3,,active,EC (e)220233p-DG_1000 LIV-V Pyramidal-Horizontal,EC (e)220233p (000SS0) LIV-V Pyramidal-Horizontal,LIV-V Pyramidal-Horizontal,EC LIV-V Pyramidal-Horizontal,LIV-V Pyramidal-Horizontal,,LIV-V Pyramidal-Horiz,LIV-V PC-HC,S081906:Glutamatergic Deep:LIV-VI:EC,type,This name is a hybrid of the two most frequently cited names.,0,,EC,,0,e,220233,000000,p,000SS0,DG_1000,LIV-V,,Pyramidal-Horizontal,,LIV-V Pyramidal-Horizontal,LIV-V Pyramidal-Horizontal,LIV-V Pyramidal-Horizontal (e)
6086,6016,6021,3,,active,EC (e)000333p-Sub_111 LIV-VI Deep Multipolar Principal,EC (e)000333p (000SSS) LIV-VI Deep Multipolar Principal,LIV-VI Deep Multipolar Principal,EC LIV-VI Deep Multipolar Principal,LIV-VI Deep Multipolar,1,LIV-VI Deep Multipolar,LIV-VI Deep MPC,S081906:Glutamatergic Deep:LIV-VI:EC,type,"The core name borrows from one of the frequenctly cited name sin the literature. ""Principal"" distinguishes this type from the multipolar interneurons. ""Deep"" describes the containment of both the axons anbd dendrites within the deep layer of EC.",0,,EC,,0,e,000333,000000,p,000SSS,Sub_111,LIV-VI,Deep,Multipolar,Principal,LIV-VI Deep Multipolar Principal,LIV-VI Multipolar Deep Principal,LIV-VI Multipolar Deep Principal (e)
6033,6017,6019,4,,active,MEC (e)001331 LV Multipolar-Pyramidal,MEC (e)001331 (0000S0) LV Multipolar-Pyramidal,MEC LV Multipolar-Pyramidal,MEC LV Multipolar-Pyramidal,MEC LV Multipolar-Pyramidal,,MEC LV Multipolar-PC,MEC LV MPC-PC,S081906:Glutamatergic Deep:LIV-VI:EC,type,This name is a hybrid of the two most frequently cited names. All sources indicate medial localization of the morphology.,0,M,EC,,1,e,001331,000000,,0000S0,,LV,,Multipolar-Pyramidal,,LV Multipolar-Pyramidal,LV Multipolar-Pyramidal,EC LV Multipolar-Pyramidal (e)
6002,6018,6001,4,,active,MEC (e)331131p-DG_1100-Sub_101 LV Pyramidal,MEC (e)331131p (0000S0) LV Pyramidal,MEC LV Pyramidal,MEC LV Pyramidal,MEC LV Pyramidal,,MEC LV Pyramidal,MEC LV PC,S081906:Glutamatergic Deep:LIV-VI:EC,type,This is the simplest form of the only core name in the cited literature. All sources indicate medial localization of the morphology.,0,M,EC,,1,e,331131,000000,p,0000S0,DG_1100-Sub_101,LV,,Pyramidal,,LV Pyramidal,LV Pyramidal,EC LV Pyramidal (e)
6021,6019,6014,2,,active,EC (e)220033 LV Deep Pyramidal,EC (e)220033 (0000S0) LV Deep Pyramidal,LV Deep Pyramidal,EC LV Deep Pyramidal,LV Deep Pyramidal,,LV Deep Pyramidal,LV Deep PC,S081906:Glutamatergic Deep:LIV-VI:EC,type,This is the simplest form of the only core name in the cited literature. The descriptor is borrowed from one of the cited names to distinguish this from other layer V pyramidal cells.,0,,EC,,0,e,220033,000000,,0000S0,,LV,Deep,Pyramidal,,LV Deep Pyramidal,LV Pyramidal Deep,LV Pyramidal Deep (e)
6023,6020,6015,4,,active,MEC (e)213330 LV Superficial Pyramidal,MEC (e)213330 (0000S0) LV Superficial Pyramidal,MEC LV Superficial Pyramidal,MEC LV Superficial Pyramidal,MEC LV Superficial Pyramidal,,MEC LV Superficial PC,MEC LV Sup PC,S081906:Glutamatergic Deep:LIV-VI:EC,type,This is the cited name.,0,M,EC,,1,e,213330,000000,,0000S0,,LV,Superficial,Pyramidal,,LV Superficial Pyramidal,LV Pyramidal Superficial,EC LV Pyramidal Superficial (e)
6052,6021,6022,4,,active,MEC (e)000023 LV-VI Pyramidal-Polymorphic,MEC (e)000023 (0000SS) LV-VI Pyramidal-Polymorphic,MEC LV-VI Pyramidal-Polymorphic,MEC LV-VI Pyramidal-Polymorphic,MEC LV-VI Pyramidal-Polymorphic,,MEC LV-VI PC-Polymorph,MEC LV-VI PC-PMC,S081906:Glutamatergic Deep:LIV-VI:EC,type,This name is a hybrid of the two most frequently cited names. All sources indicate medial localization of the morphology.,0,M,EC,,1,e,000023,000000,,0000SS,,LV-VI,,Pyramidal-Polymorphic,,LV-VI Pyramidal-Polymorphic,LV-VI Pyramidal-Polymorphic,EC LV-VI Pyramidal-Polymorphic (e)
6078,6022,6020,5,,active,LEC (e)001133 LVI Multipolar-Pyramidal,LEC (e)001133 (00000S) LVI Multipolar-Pyramidal,LEC LVI Multipolar-Pyramidal,LEC LVI Multipolar-Pyramidal,LEC LVI Multipolar-Pyramidal,,LEC LVI Multipolar-PC,LEC LVI MPC-PC,S081906:Glutamatergic Deep:LIV-VI:EC,type,This name is a hybrid of the two most frequently cited names. All sources indicate lateral localization of the morphology.,0,L,EC,,1,e,001133,000000,,00000S,,LVI,,Multipolar-Pyramidal,,LVI Multipolar-Pyramidal,LVI Multipolar-Pyramidal,EC LVI Multipolar-Pyramidal (e)
6118,6023,6027,5,1,active,MEC (i)120000 LI-II Polar Interneuron*,MEC (i)120000 (SS0000) LI-II Polar Interneuron,MEC LI-II Polar Interneuron*,MEC LI-II Polar Interneuron,MEC LI-II Polar Interneuron,1,MEC LI-II Polar Interneuron,MEC LI-II PI,S152006:GABAergic:iLIII:EC,type,This name is derived from a description of the way the axons and dendrites project from opposite sides of the soma.,0,M,EC,,1,i,120000,000000,,SS0000,,LI-II,,Polar,Interneuron,LI-II Polar Interneuron,LI-II Polar Interneuron,EC LI-II Polar Interneuron (i)
6048,6024,6030,3,,active,EC (i)030000 LII Axo-axonic,EC (i)030000 (0S0000) LII Axo-axonic,LII Axo-axonic,EC LII Axo-axonic,LII Axo-axonic,,LII Axo-axonic,LII AA,S110906:Perisomatic-targeting:Axo-axonic:EC,type,"The phrase ""chandelier cell"" has fallen out of use. LII distinguishes these cells from axo-axonic cells in other subregions.",0,,EC,,0,i,030000,000000,,0S0000,,LII,,Axo-axonic,,LII Axo-axonic,LII Axo-axonic,LII Axo-axonic (i)
6096,6025,6029,4,,active,MEC (i)031000 LII Basket,MEC (i)031000 (0S0000) LII Basket,MEC LII Basket,MEC LII Basket,MEC LII Basket,,MEC LII Basket,MEC LII BC,S110706:Perisomatic-targeting:Basket:EC,type,This is the cited name.,0,M,EC,,1,i,031000,000000,,0S0000,,LII,,Basket,,LII Basket,LII Basket,EC LII Basket (i)
6053,6026,6026,3,,active,EC (i)230000 LII Basket-Neurogliaform,EC (i)230000 (0S0000) LII Basket-Neurogliaform,LII Basket-Neurogliaform,EC LII Basket-Neurogliaform,LII Basket-Neurogliaform,,LII Basket-Neurogliaform,LII BC-NGF,S110706:Perisomatic-targeting:Basket:EC,type,This name is a hybrid of the two most frequently cited names.,0,,EC,,0,i,230000,000000,,0S0000,,LII,,Basket-Neurogliaform,,LII Basket-Neurogliaform,LII Basket-Neurogliaform,LII Basket-Neurogliaform (i)
6049,6027,6032,4,,active,LEC (i)023000 LIII Multipolar Interneuron,LEC (i)023000 (00S000) LIII Multipolar Interneuron,LEC LIII Multipolar Interneuron,LEC LIII Multipolar Interneuron,LEC LIII Multipolar Interneuron,,LEC LIII Multipolar,LEC LIII MPI,S152006:GABAergic:iLIII:EC,type,"""Interneuron"" distinguishes this type from the multipolar pricipal cells. All sources indicate lateral localization of the morphology.",0,L,EC,,1,i,023000,000000,,00S000,,LIII,,Multipolar,Interneuron,LIII Multipolar Interneuron,LIII Multipolar Interneuron,EC LIII Multipolar Interneuron (i)
6047,6028,6028,4,,active,MEC (i)113220 LIII Multipolar Interneuron,MEC (i)113220 (00S000) LIII Multipolar Interneuron,MEC LIII Multipolar Interneuron,MEC LIII Multipolar Interneuron,MEC LIII Multipolar Interneuron,,MEC LIII Multipolar,MEC LIII MPI,S152006:GABAergic:iLIII:EC,type,"""Interneuron"" distinguishes this type from the multipolar pricipal cells. All sources indicate medial localization of the morphology. Multipolar is a descriptor in the cited literature and has the flavor of the standard EC naming scheme.",0,M,EC,,1,i,113220,000000,,00S000,,LIII,,Multipolar,Interneuron,LIII Multipolar Interneuron,LIII Multipolar Interneuron,EC LIII Multipolar Interneuron (i)
6040,6029,6025,4,,active,MEC (i)233000 LIII Superficial Multipolar Interneuron,MEC (i)233000 (00S000) LIII Superficial Multipolar Interneuron,MEC LIII Superficial Multipolar Interneuron,MEC LIII Superficial Multipolar Interneuron,MEC LIII Superficial MPI,1,MEC LIII Superficial MPI,MEC LIII Sup MPI,S152006:GABAergic:iLIII:EC,type,All sources indicate medial localization of the morphology. Superficial distinguishes these cells from other multipolared interneurons. Multipolar is a descriptor in the cited literature and has the flavor of the standard EC naming scheme.,0,M,EC,,1,i,233000,000000,,00S000,,LIII,Superficial,Multipolar,Interneuron,LIII Superficial Multipolar Interneuron,LIII Multipolar Superficial Interneuron,EC LIII Multipolar Superficial Interneuron (i)
6113,6030,6024,5,1,active,EC (i)332000 LII-III Superficial Polymorphic Interneuron*,EC (i)332000 (0SS000) LII-III Superficial Polymorphic Interneuron,LII-III Superficial Polymorphic Interneuron*,EC LII-III Superficial Polymorphic Interneuron,LII-III Superficial Polymorphic Interneuron,1,LII-III Superficial Polymorphic Interneuron,LII-III SPI,S152006:GABAergic:iLIII:EC,type,This name is derived from a general description of the physical properties of the cells.,0,,EC,,0,i,332000,000000,,0SS000,,LII-III,Superficial,Polymorphic,Interneuron,LII-III Superficial Polymorphic Interneuron,LII-III Polymorphic Superficial Interneuron,LII-III Polymorphic Superficial Interneuron (i)
6087,6031,6031,3,,active,EC (i)023300 LIII Pyramidal-Looking Interneuron,EC (i)023300 (00S000) LIII Pyramidal-Looking Interneuron,LIII Pyramidal-Looking Interneuron,EC LIII Pyramidal-Looking Interneuron,LIII Pyramidal-looking Interneuron,,LIII Pyramidal-Looking,LIII PLI,S152006:GABAergic:iLIII:EC,type,This is the simplest and most descriptive name of the ones in the cited literature.,0,,EC,,0,i,023300,000000,,00S000,,LIII,,Pyramidal-Looking,Interneuron,LIII Pyramidal-Looking Interneuron,LIII Pyramidal-Looking Interneuron,LIII Pyramidal-Looking Interneuron (i)
6038,6032,6023,3,,active,MEC (i)333000 LIII Superficial Trilayered Interneuron,MEC (i)333000 (00S000) LIII Superficial Trilayered Interneuron,MEC LIII Superficial Trilayered Interneuron,MEC LIII Superficial Trilayered Interneuron,MEC LIII Superficial Trilayered Interneuron,,MEC LIII Superficial Trilayer,MEC LIII Sup TLI,S152006:GABAergic:iLIII:EC,type,"All sources indicate medial localization of the morphology. ""Superficial ""distinguishes these cells from other trilayered cells. ""trilayered"" generically describes the multilayered axons and dendrites, since there is no clear cited name.",0,M,EC,,1,i,333000,000000,,00S000,,LIII,Superficial,Trilayered,Interneuron,LIII Superficial Trilayered Interneuron,LIII Trilayered Superficial Interneuron,EC LIII Trilayered Superficial Interneuron (i)
1016,,,10,,on-hold,DG (i)3100p-CA1_3000 IS-1,DG (i)3100p () IS-1,DG IS-1,,DG IS-1,,DG IS-1,DG IS-1,,,,,,DG,,1,i,3100,0000,p,,CA1_3000,,,IS-1,,IS-1,IS-1,DG IS-1 (i)
1017,,,10,,on-hold,DG (i)2313p-CA3_03000-CA1_2000 IS-3 proj,DG (i)2313p () IS-3 proj,DG IS-3 proj,,DG IS-3 proj,,DG IS-3 proj,DG IS-3 proj,,,,,,DG,,1,i,2313,0000,p,,CA3_03000-CA1_2000,,,IS-3 proj,,IS-3 proj,IS-3 proj,DG IS-3 proj (i)
1018,,,10,,on-hold,DG (i)2013 SG IS-3,DG (i)2013 () SG IS-3,DG SG IS-3,,DG SG IS-3,,DG SG IS-3,DG SG IS-3,,,,,,DG,,1,i,2013,0000,,,,,,SG IS-3,,SG IS-3,SG IS-3,DG SG IS-3 (i)
1019,,,10,,on-hold,DG (i)2001 IS-3,DG (i)2001 () IS-3,DG IS-3,,DG IS-3,,DG IS-3,DG IS-3,,,,,,DG,,1,i,2001,0000,,,,,,IS-3,,IS-3,IS-3,DG IS-3 (i)
1020,,,10,,on-hold,DG (i)0003 H IS-3,DG (i)0003 () H IS-3,DG H IS-3,,DG H IS-3,,DG H IS-3,DG H IS-3,,,,,,DG,,1,i,0003,0000,,,,,,H IS-3,,H IS-3,H IS-3,DG H IS-3 (i)
1032,,,10,,on-hold,DG (e)0123p-CA3_02222 MC proj,DG (e)0123p () MC proj,DG MC proj,,DG MC proj,,DG MC proj,DG MC proj,,,,,,DG,,1,e,0123,0000,p,,CA3_02222,,,MC proj,,MC proj,MC proj,DG MC proj (e)
1034,,,10,,on-hold,DG (i)1220 OML,DG (i)1220 () OML,DG OML,,DG OML,,DG OML,DG OML,,,,,,DG,,1,i,1220,0000,,,,,,OML,,OML,OML,DG OML (i)
1044,,,10,,on-hold,DG (e)0003 BPE-GC,DG (e)0003 () BPE-GC,DG BPE-GC,,DG BPE-GC,,DG BPE-GC,DG BPE-GC,,,,,,DG,,1,e,0003,0000,,,,,,BPE-GC,,BPE-GC,BPE-GC,DG BPE-GC (e)
1051,,,10,,on-hold,DG (e)2203 new GC,DG (e)2203 () new GC,DG new GC,,DG new GC,,DG new GC,DG new GC,,,,,,DG,,1,e,2203,0000,,,,,,new GC,,new GC,new GC,DG new GC (e)
1052,,,10,,on-hold,DG (e)1113 mossy,DG (e)1113 () mossy,DG mossy,,DG mossy,,DG mossy,DG mossy,,,,,,DG,,1,e,1113,0000,,,,,,mossy,,mossy,mossy,DG mossy (e)
1053,,,10,,on-hold,DG (e)1102p-CA3_01111 new hilar ectopic GC,DG (e)1102p () new hilar ectopic GC,DG new hilar ectopic GC,,DG new hilar ectopic GC,,DG new hilar ectopic GC,DG new hilar ectopic GC,,,,,,DG,,1,e,1102,0000,p,,CA3_01111,,,new hilar ectopic GC,,new hilar ectopic GC,new hilar ectopic GC,DG new hilar ectopic GC (e)
1054,,,10,,on-hold,DG (e)0223 MC,DG (e)0223 () MC,DG MC,,DG MC,,DG MC,DG MC,,,,,,DG,,1,e,0223,0000,,,,,,MC,,MC,MC,DG MC (e)
1055,,,10,,on-hold,DG (i)3333 everywhere cell,DG (i)3333 () everywhere cell,DG everywhere cell,,DG everywhere cell,,DG everywhere cell,DG everywhere cell,,,,,,DG,,1,i,3333,0000,,,,,,everywhere cell,,everywhere cell,everywhere cell,DG everywhere cell (i)
1060,,,10,,on-hold,DG (i)2303 non-FS interneuron,DG (i)2303 () non-FS interneuron,DG non-FS interneuron,,DG non-FS interneuron,,DG non-FS interneuron,DG non-FS interneuron,,,,,,DG,,1,i,2303,0000,,,,,,non-FS interneuron,,non-FS interneuron,non-FS interneuron,DG non-FS interneuron (i)
1061,,,10,,on-hold,DG (i)2232 DG G-target Axo-axonic,DG (i)2232 () DG G-target Axo-axonic,DG DG G-target Axo-axonic,,DG DG G-target Axo-axonic,,DG DG G-target Axo-axonic,DG DG G-target Axo-axonic,,,,,,DG,,1,i,2232,0000,,,,,,DG G-target Axo-axonic,,DG G-target Axo-axonic,DG G-target Axo-axonic,DG DG G-target Axo-axonic (i)
1065,,,10,,on-hold,DG (i)0232 perisoma-inhibiting interneuron,DG (i)0232 () perisoma-inhibiting interneuron,DG perisoma-inhibiting interneuron,,DG perisoma-inhibiting interneuron,,DG perisoma-inhibiting interneuron,DG perisoma-inhibiting interneuron,,,,,,DG,,1,i,0232,0000,,,,,,perisoma-inhibiting interneuron,,perisoma-inhibiting interneuron,perisoma-inhibiting interneuron,DG perisoma-inhibiting interneuron (i)
1066,,,10,,on-hold,DG (i)0030p-CA3_00010 atypical basket,DG (i)0030p () atypical basket,DG atypical basket,,DG atypical basket,,DG atypical basket,DG atypical basket,,,,,,DG,,1,i,0030,0000,p,,CA3_00010,,,atypical basket,,atypical basket,atypical basket,DG atypical basket (i)
1067,,,10,,on-hold,DG (i)0003 chandelier,DG (i)0003 () chandelier,DG chandelier,,DG chandelier,,DG chandelier,DG chandelier,,,,,,DG,,1,i,0003,0000,,,,,,chandelier,,chandelier,chandelier,DG chandelier (i)
1077,,,10,,on-hold,DG (e)2201p-CA3_00100 Semilunar Granule,DG (e)2201p () Semilunar Granule,DG Semilunar Granule,,DG Semilunar Granule,,DG Semilunar Granule,DG Semilunar Granule,,,,,,DG,,1,e,2201,0000,p,,CA3_00100,,,Semilunar Granule,,Semilunar Granule,Semilunar Granule,DG Semilunar Granule (e)
1079,,,10,,on-hold,DG (e)2001p-CA3_00110 dGC,DG (e)2001p () dGC,DG dGC,,DG dGC,,DG dGC,DG dGC,,,,,,DG,,1,e,2001,0000,p,,CA3_00110,,,dGC,,dGC,dGC,DG dGC (e)
1081,,,10,,on-hold,DG (i)3002p-CA3_00020-Sub_100 SPI,DG (i)3002p () SPI,DG SPI,,DG SPI,,DG SPI,DG SPI,,,,,,DG,,1,i,3002,0000,p,,CA3_00020-Sub_100,,,SPI,,SPI,SPI,DG SPI (i)
1083,,,10,,on-hold,DG (i)0332 IML,DG (i)0332 () IML,DG IML,,DG IML,,DG IML,DG IML,,,,,,DG,,1,i,0332,0000,,,,,,IML,,IML,IML,DG IML (i)
1085,,,10,,on-hold,DG (i)1123p-CA3_11000-CA2_1000-CA1_1000-Sub_110 SHI Proj,DG (i)1123p () SHI Proj,DG SHI Proj,,DG SHI Proj,,DG SHI Proj,DG SHI Proj,,,,,,DG,,1,i,1123,0000,p,,CA3_11000-CA2_1000-CA1_1000-Sub_110,,,SHI Proj,,SHI Proj,SHI Proj,DG SHI Proj (i)
1087,,,10,,on-hold,DG (i)1112p-CA3_01111 SSI,DG (i)1112p () SSI,DG SSI,,DG SSI,,DG SSI,DG SSI,,,,,,DG,,1,i,1112,0000,p,,CA3_01111,,,SSI,,SSI,SSI,DG SSI (i)
1088,,,10,,on-hold,DG (i)1323p-CA1_1000 IML proj,DG (i)1323p () IML proj,DG IML proj,,DG IML proj,,DG IML proj,DG IML proj,,,,,,DG,,1,i,1323,0000,p,,CA1_1000,,,IML proj,,IML proj,IML proj,DG IML proj (i)
1089,,,10,,on-hold,DG (i)1102p-CA1_1000-Sub_100 SHI Proj,DG (i)1102p () SHI Proj,DG SHI Proj,,DG SHI Proj,,DG SHI Proj,DG SHI Proj,,,,,,DG,,1,i,1102,0000,p,,CA1_1000-Sub_100,,,SHI Proj,,SHI Proj,SHI Proj,DG SHI Proj (i)
1092,,,10,,on-hold,DG (e)0013 mossy,DG (e)0013 () mossy,DG mossy,,DG mossy,,DG mossy,DG mossy,,,,,,DG,,1,e,0013,0000,,,,,,mossy,,mossy,mossy,DG mossy (e)
1098,,,10,,on-hold,DG (i)3000 Interneuron Specific MOPP,DG (i)3000 (S000) Interneuron Specific MOPP,DG Interneuron Specific MOPP,DG Interneuron Specific MOPP,DG IS MOPP,1,DG Interneuron Specific MOPP,DG IS MOPP,S091201:Interneuron Specific:IS:DG,type,"This is a new name derived from the interneuron specificity and the morphological paterning that stands for ""MOlecular layer Perforant Path-associated.""",,,DG,,1,i,3000,0000,,S000,,,Interneuron Specific,MOPP,,Interneuron Specific MOPP,MOPP Interneuron Specific,DG MOPP Interneuron Specific (i)
2002,,,10,,on-hold,CA3 (e)22011 SO RGC,CA3 (e)22011 () SO RGC,CA3 SO RGC,,CA3 SO RGC,,CA3 SO RGC,CA3 SO RGC,,,,,,CA3,,1,e,22011,00000,,,,,,SO RGC,,SO RGC,SO RGC,CA3 SO RGC (e)
2024,,,10,,on-hold,CA3 (i)23333 TriC rad,CA3 (i)23333 () TriC rad,CA3 TriC rad,,CA3 TriC rad,,CA3 TriC rad,CA3 TriC rad,,,,,,CA3,,1,i,23333,00000,,,,,,TriC rad,,TriC rad,TriC rad,CA3 TriC rad (i)
2025,,,10,,on-hold,CA3 (i)03333p-CA1_0110-Sub_010 DP,CA3 (i)03333p () DP,CA3 DP,,CA3 DP,,CA3 DP,CA3 DP,,,,,,CA3,,1,i,03333,00000,p,,CA1_0110-Sub_010,,,DP,,DP,DP,CA3 DP (i)
2031,,,10,,on-hold,CA3 (i)03000p-DG_2001 SM IS-3,CA3 (i)03000p () SM IS-3,CA3 SM IS-3,,CA3 SM IS-3,,CA3 SM IS-3,CA3 SM IS-3,,,,,,CA3,,1,i,03000,00000,p,,DG_2001,,,SM IS-3,,SM IS-3,SM IS-3,CA3 SM IS-3 (i)
2033,,,10,,on-hold,CA3 (i)30000 SLM,CA3 (i)30000 () SLM,CA3 SLM,,CA3 SLM,,CA3 SLM,CA3 SLM,,,,,,CA3,,1,i,30000,00000,,,,,,SLM,,SLM,SLM,CA3 SLM (i)
