reference_id,Reference ID,Unique ID,Location in reference,FTQ ID,Material Used,Phase parameter,Phase parameter ID,Authors,Title,Journal,Year,PMID,pmid_isbn_page
"""4000101582810708""",4000101582810708,4000,"p1237, Fig7B (TF51B)",10708,"""Figure 7. Distinct firing patterns of identified iCA1 interneurons during theta oscillations. ... (B) Mean phase angles of individual interneurons during theta oscillations (same color code as in A).""",theta,101,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4000101582810709""",4000101582810709,4000,"p1237, Fig7B (TF24A)",10709,"""Figure 7. Distinct firing patterns of identified iCA1 interneurons during theta oscillations. ... (B) Mean phase angles of individual interneurons during theta oscillations (same color code as in A).""",theta,101,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4000101582810710""",4000101582810710,4000,"p1237, Fig7B (O33a)",10710,"""Figure 7. Distinct firing patterns of identified iCA1 interneurons during theta oscillations. ... (B) Mean phase angles of individual interneurons during theta oscillations (same color code as in A).""",theta,101,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4000101582810711""",4000101582810711,4000,"p1237, Fig7B (TF7B1)",10711,"""Figure 7. Distinct firing patterns of identified iCA1 interneurons during theta oscillations. ... (B) Mean phase angles of individual interneurons during theta oscillations (same color code as in A).""",theta,101,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4000101582810712""",4000101582810712,4000,"p1237, Fig7B (TF43b)",10712,"""Figure 7. Distinct firing patterns of identified iCA1 interneurons during theta oscillations. ... (B) Mean phase angles of individual interneurons during theta oscillations (same color code as in A).""",theta,101,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4036116582810602""",4036116582810602,4036,"p1236, Fig6B (SWR)",10602,"""Figure 6. Distinct firing patterns of identified iCA1 interneurons during SWR. ... (B) Firing rates of individual interneurons (colored crosses) during SWR events and mean rate for each cell type (bars).""",firing rate SWR,116,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4036101582810702""",4036101582810702,4036,"p1237, Fig7B (TF35c)",10702,"""Figure 7. Distinct firing patterns of identified iCA1 interneurons during theta oscillations. ... (B) Mean phase angles of individual interneurons during theta oscillations (same color code as in A).""",theta,101,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4036101582810704""",4036101582810704,4036,"p1237, Fig7B (TF31a)",10704,"""Figure 7. Distinct firing patterns of identified iCA1 interneurons during theta oscillations. ... (B) Mean phase angles of individual interneurons during theta oscillations (same color code as in A).""",theta,101,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4069116582810602""",4069116582810602,4069,"p1236, Fig6B (FR SWR)",10602,"""Figure 6. Distinct firing patterns of identified iCA1 interneurons during SWR. ... (B) Firing rates of individual interneurons (colored crosses) during SWR events and mean rate for each cell type (bars).""",firing rate SWR,116,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4069101582810702""",4069101582810702,4069,"p1237, Fig7B (TF16b)",10702,"""Figure 7. Distinct firing patterns of identified iCA1 interneurons during theta oscillations. ... (B) Mean phase angles of individual interneurons during theta oscillations (same color code as in A).""",theta,101,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4069101582810704""",4069101582810704,4069,"p1237, Fig7B (TF26a)",10704,"""Figure 7. Distinct firing patterns of identified iCA1 interneurons during theta oscillations. ... (B) Mean phase angles of individual interneurons during theta oscillations (same color code as in A).""",theta,101,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4069101582810706""",4069101582810706,4069,"p1237, Fig7B (O22b)",10706,"""Figure 7. Distinct firing patterns of identified iCA1 interneurons during theta oscillations. ... (B) Mean phase angles of individual interneurons during theta oscillations (same color code as in A).""",theta,101,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4069101582810707""",4069101582810707,4069,"p1237, Fig7B (SL15b)",10707,"""Figure 7. Distinct firing patterns of identified iCA1 interneurons during theta oscillations. ... (B) Mean phase angles of individual interneurons during theta oscillations (same color code as in A).""",theta,101,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4069101582810708""",4069101582810708,4069,"p1237, Fig7B (TF12b)",10708,"""Figure 7. Distinct firing patterns of identified iCA1 interneurons during theta oscillations. ... (B) Mean phase angles of individual interneurons during theta oscillations (same color code as in A).""",theta,101,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4069101582810705""",4069101582810705,4069,"p1237, Fig7B (O33b)",10705,"""Figure 7. Distinct firing patterns of identified iCA1 interneurons during theta oscillations. ... (B) Mean phase angles of individual interneurons during theta oscillations (same color code as in A).""",theta,101,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4078101582810702""",4078101582810702,4078,"p1237, Fig7B (O43b)",10702,"""Figure 7. Distinct firing patterns of identified iCA1 interneurons during theta oscillations. ... (B) Mean phase angles of individual interneurons during theta oscillations (same color code as in A).""",theta,101,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4078101582810704""",4078101582810704,4078,"p1237, Fig7B (TF40b)",10704,"""Figure 7. Distinct firing patterns of identified iCA1 interneurons during theta oscillations. ... (B) Mean phase angles of individual interneurons during theta oscillations (same color code as in A).""",theta,101,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4078101582810705""",4078101582810705,4078,"p1237, Fig7B (S03)",10705,"""Figure 7. Distinct firing patterns of identified iCA1 interneurons during theta oscillations. ... (B) Mean phase angles of individual interneurons during theta oscillations (same color code as in A).""",theta,101,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4078101582810706""",4078101582810706,4078,"p1237, Fig7B (TF29a)",10706,"""Figure 7. Distinct firing patterns of identified iCA1 interneurons during theta oscillations. ... (B) Mean phase angles of individual interneurons during theta oscillations (same color code as in A).""",theta,101,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4078116582810602""",4078116582810602,4078,"p1236, Fig6B (SWR)",10602,"""Figure 6. Distinct firing patterns of identified iCA1 interneurons during SWR. ... (B) Firing rates of individual interneurons (colored crosses) during SWR events and mean rate for each cell type (bars).""",firing rate SWR,116,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4078101582810707""",4078101582810707,4078,"p1237, Fig7B (TF15a)",10707,"""Figure 7. Distinct firing patterns of identified iCA1 interneurons during theta oscillations. ... (B) Mean phase angles of individual interneurons during theta oscillations (same color code as in A).""",theta,101,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4078101582810708""",4078101582810708,4078,"p1237, Fig7B (O54a)",10708,"""Figure 7. Distinct firing patterns of identified iCA1 interneurons during theta oscillations. ... (B) Mean phase angles of individual interneurons during theta oscillations (same color code as in A).""",theta,101,"Thomas Forro, Ornella Valenti, Balint Lasztoczi, Thomas Klausberger",Temporal Organization of GABAergic Interneurons in the Intermediate CA1 Hippocampus During Network Oscillations,Cerebral Cortex,2015,24275828,1228
"""4078109093310104""",4078109093310104,4078,"pE2727, Fig1D (run/stop ratio)",10104,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",run/stop ratio,109,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078109093310111""",4078109093310111,4078,"pE2727, Fig1D (run/stop ratio)",10111,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",run/stop ratio,109,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078115093310116""",4078115093310116,4078,"pE2727, Fig1D (run)",10116,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",firing rate run,115,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078115093310117""",4078115093310117,4078,"pE2727, Fig1D (run)",10117,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",firing rate run,115,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078115093310118""",4078115093310118,4078,"pE2727, Fig1D (run)",10118,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",firing rate run,115,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078115093310119""",4078115093310119,4078,"pE2727, Fig1D (run)",10119,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",firing rate run,115,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078111093310120""",4078111093310120,4078,"pE2727, Fig1D (rest)",10120,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",firing rate rest,111,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078111093310121""",4078111093310121,4078,"pE2727, Fig1D (rest)",10121,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",firing rate rest,111,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078109093310107""",4078109093310107,4078,"pE2727, Fig1D (run/stop ratio)",10107,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",run/stop ratio,109,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078109093310112""",4078109093310112,4078,"pE2727, Fig1D (run/stop ratio)",10112,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",run/stop ratio,109,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078111093310122""",4078111093310122,4078,"pE2727, Fig1D (rest)",10122,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",firing rate rest,111,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078111093310123""",4078111093310123,4078,"pE2727, Fig1D (rest)",10123,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",firing rate rest,111,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078111093310124""",4078111093310124,4078,"pE2727, Fig1D (rest)",10124,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",firing rate rest,111,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078111093310125""",4078111093310125,4078,"pE2727, Fig1D (rest)",10125,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",firing rate rest,111,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078109093310108""",4078109093310108,4078,"pE2727, Fig1D (run/stop ratio)",10108,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",run/stop ratio,109,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078115093310113""",4078115093310113,4078,"pE2727, Fig1D (run)",10113,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",firing rate run,115,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078111093310126""",4078111093310126,4078,"pE2727, Fig1D (rest)",10126,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",firing rate rest,111,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078109093310109""",4078109093310109,4078,"pE2727, Fig1D (run/stop ratio)",10109,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",run/stop ratio,109,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078115093310114""",4078115093310114,4078,"pE2727, Fig1D (run)",10114,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",firing rate run,115,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078109093310110""",4078109093310110,4078,"pE2727, Fig1D (run/stop ratio)",10110,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",run/stop ratio,109,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078115093310115""",4078115093310115,4078,"pE2727, Fig1D (run)",10115,"""Fig. 1. Entrainment of PVBCs [parvalbumin-positive basket cells] <% 4078 %> during theta oscillations in anesthesia-free mice. ... (D) Firing frequency of PVBCs during resting and running periods. All cells increased their discharge rate during running.""",firing rate run,115,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078101093330000""",4078101093330000,4078,"pE2727, right top (theta)",30000,"""In addition, the PVBCs [parvalbumin-positive basket cells] <% 4078 %> discharged preferentially during the late descending phase of the theta waves (307 +/- 22[deg]; note that 0[deg] and 360[deg] correspond to the trough and 180[deg] to the peak of the LFP) (Fig. 1B).""",theta,101,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078105093330000""",4078105093330000,4078,"pE2728, left bot (gamma)",30000,"""The PVBCs [parvalbumin-positive basket cells] <% 4078 %> preferentially discharged close to the midpoint of the rising phase of the gamma waves (107 +/- 17[deg]) (Fig. 3B).""",gamma,105,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078106093330000""",4078106093330000,4078,"pE2728, right mid (epsilon)",30000,"""The peak of modulation was in the early ascending phase of the epsilon waves (62 +/- 19[deg]) (Fig. 4B), with a high degree of phase locking (r = 0.39 +/- 0.08).""",epsilon,106,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078107093330000""",4078107093330000,4078,"pE2729, left mid (ripple)",30000,"""In addition, the discharges of PVBCs [parvalbumin-positive basket cells] showed strong phase locking (r = 0.58 +/- 0.1) to the early ascending phase of the ripple waves (40 +/- 16[deg]) (Fig. 5E).""",ripple,107,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4078108093330000""",4078108093330000,4078,"pE2729, left mid (SPW ratio)",30000,"""PVBCs [parvalbumin-positive basket cells] <% 4078 %> (n = 7) discharged robustly during ripple oscillations, with their firing rates increasing from 8.2 +/- 5.6 Hz to 75 +/- 17 Hz during ripple episodes (Fig. 4 A and B).""",SWR ratio,108,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4146101093310202""",4146101093310202,4146,"pE2727, Fig2B (theta)",10202,"""Fig. 2. Entrainment of OLM cells <% 4146 %> during theta rhythm. ... (B) Firing probability as a function of theta phase (gray bars: average; colored traces represent individual cells).""",theta,101,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4146101093310207""",4146101093310207,4146,"pE2727, Fig2B (theta)",10207,"""Fig. 2. Entrainment of OLM cells <% 4146 %> during theta rhythm. ... (B) Firing probability as a function of theta phase (gray bars: average; colored traces represent individual cells).""",theta,101,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4146101093310208""",4146101093310208,4146,"pE2727, Fig2B (theta)",10208,"""Fig. 2. Entrainment of OLM cells <% 4146 %> during theta rhythm. ... (B) Firing probability as a function of theta phase (gray bars: average; colored traces represent individual cells).""",theta,101,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4146101093310210""",4146101093310210,4146,"pE2727, Fig2B (theta)",10210,"""Fig. 2. Entrainment of OLM cells <% 4146 %> during theta rhythm. ... (B) Firing probability as a function of theta phase (gray bars: average; colored traces represent individual cells).""",theta,101,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4146105093330000""",4146105093330000,4146,"pE2728, left bot (gamma)",30000,"""The preferred phase of firing of the significantly modulated OLM cells <% 4146 %> was 143 +/- 12[deg].""",gamma,105,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4146106093330000""",4146106093330000,4146,"pE2728, right bot (epsilon)",30000,"""The peak of epsilon-related phase preference of OLM cell <% 4146 %> discharges was significantly delayed with respect to the phase preference of the PVBC firing (136 +/- 15[deg] vs. 62 +/- 19[deg]; P < 0.001; Watson-Williams test).""",epsilon,106,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4146108093330000""",4146108093330000,4146,"pE2729, left mid (SWR ratio)",30000,"""However, the mean firing rate of OLM cells <% 4146 %> also increased during ripples, from 10.4 +/- 5.4 Hz during interripple nonrunning periods to 25.4 +/- 7 Hz during the ripples.""",SWR ratio,108,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4146111093330000""",4146111093330000,4146,"pE2729, left mid (FR interripple)",30000,"""However, the mean firing rate of OLM cells <% 4146 %> also increased during ripples, from 10.4 +/- 5.4 Hz during interripple nonrunning periods to 25.4 +/- 7 Hz during the ripples.""",firing rate interripple,111,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4146116093330000""",4146116093330000,4146,"pE2729, left mid (FR ripple)",30000,"""However, the mean firing rate of OLM cells <% 4146 %> also increased during ripples, from 10.4 +/- 5.4 Hz during interripple nonrunning periods to 25.4 +/- 7 Hz during the ripples.""",firing rate SWR,116,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4146101093310211""",4146101093310211,4146,"pE2727, Fig2B (theta)",10211,"""Fig. 2. Entrainment of OLM cells <% 4146 %> during theta rhythm. ... (B) Firing probability as a function of theta phase (gray bars: average; colored traces represent individual cells).""",theta,101,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4146109093310204""",4146109093310204,4146,"pE2727, Fig2D (run/stop ratio)",10204,"""Fig. 2. Entrainment of OLM cells <% 4146 %> during theta rhythm. ... (D) Firing frequency of OLM cells during resting and running periods.""",run/stop ratio,109,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4146109093310207""",4146109093310207,4146,"pE2727, Fig2D (run/stop ratio)",10207,"""Fig. 2. Entrainment of OLM cells <% 4146 %> during theta rhythm. ... (D) Firing frequency of OLM cells during resting and running periods.""",run/stop ratio,109,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4146109093310208""",4146109093310208,4146,"pE2727, Fig2D (run/stop ratio)",10208,"""Fig. 2. Entrainment of OLM cells <% 4146 %> during theta rhythm. ... (D) Firing frequency of OLM cells during resting and running periods.""",run/stop ratio,109,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4146115093310204""",4146115093310204,4146,"pE2727, Fig2D (run)",10204,"""Fig. 2. Entrainment of OLM cells <% 4146 %> during theta rhythm. ... (D) Firing frequency of OLM cells during resting and running periods.""",firing rate run,115,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4146115093310207""",4146115093310207,4146,"pE2727, Fig2D (run)",10207,"""Fig. 2. Entrainment of OLM cells <% 4146 %> during theta rhythm. ... (D) Firing frequency of OLM cells during resting and running periods.""",firing rate run,115,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
"""4146115093310208""",4146115093310208,4146,"pE2727, Fig2D (run)",10208,"""Fig. 2. Entrainment of OLM cells <% 4146 %> during theta rhythm. ... (D) Firing frequency of OLM cells during resting and running periods.""",firing rate run,115,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,2726
