RefID,,,Quote,Location,,,,,PMID/ISBN,UID,,Figure,HcoRefID
3100253,,,"Golgi-electron microscopic preparations revealed details about the basket cell {DG DG (i)2232 (00S0) Basket} axons, showing that they have an extensive arborization concentrated mostly in the granule cell layer [of the dentate gyrus], and to a lesser extent at the border with the molecular layer. The axon terminals of basket cells contain numerous mitochondria and a sparse number of pleomorphic synaptic vesicles. These terminals were shown to form symmetric synapses, most commonly with the somata and proximal apical dendrites of granule cells (Ribak and Seress, 1983).",p159,,,,,17765717,DG BC?GC,,,1005035
3100254,,,"But regardless of the dendritic patterns, the axons are concentrated in the granule cell layer, where each basket cell forms synaptic contacts with the cell bodies of multiple granule cells (Han et al., 1993).",p221,,,,,17765721,DG BC?GC,,,1005023
3100255,,,"In addition, basket cells form synaptic contacts with other GABA [gamma amino butyric acid] neurons, including other basket cells (Freund and Buzsaki, 1996).",p221,,,,,17765721,DG BC?DG BC,,,1005025
3100256,,,"Simultaneous recordings showed that immediately after the onset of spontaneous bursts in CA3 pyramidal cells, hilar mossy cells and GABAergic interneurons also demonstrated bursts (Scharfman, 1994a, c).",p632,,,,,17765742,CA3c Pyr?Mossy,,,1002427
3100257,,,"Some of the first physiological evidence that CA3 axons innervated the dentate gyrus came from studies in hippocampal slices, which showed that a stimulating electrode placed in the hilus could activate an antidromic population spike, recorded extracellularly in the CA3 pyramidal cell layer.Subsequent studies identified what cell types in the dentate gyrus could be influenced by the CA3 projection. Several approaches established that hilar neurons could be activated readily, but granule cells could not.First, fimbria stimulation was used to activate CA3 pyramidal cells instead of the hilus, because antidromic action potentials are easily elicited in CA3 neurons by stimulation at this site, with no evidence for direct activation of hilar neurons and granule cells. Direct activation would be expected because hilar cells that project commissurally have an axon that descends into stratum oriens of CA3b, presumably on its way to the fimbria, but in our slices, we have found that it is severed before reaching the fimbria. Direct activation of granule cells would only be possible if current spread entered stratum lucidum, which recordings show does not occur after fimbria stimulation using the methods we have employed.Extracellular recordings showed that such fimbria stimulation led to antidromic and orthodromic activation of CA3 b and c pyramidal cells, followed by an extracellular negative wave in the granule cell layer and inner molecular layer that reversed polarity in the middle molecular layer (Fig. 2). Due to the negative resting potential of granule cells, the negative potential could reflect an EPSP or depolarized IPSP, and it was shown subsequently by intracellular recording that it was a depolarized GABAA receptor-mediated IPSP (Fig. 3; Scharfman, 1994a, Scharfman, 1994b and Scharfman, 1994c).This fimbria stimulation site activated hilar mossy cells and hilar GABAergic neurons disynaptically, and was sensitive to the AMPA receptor antagonist CNQX but not the muscarinic antagonist atropine (Scharfman, 1993a). At a longer latency, the granule cell IPSP began. These data suggesting that fimbria activation of CA3 pyramidal cells led to hilar neuron activation, presumably by hilar collaterals of CA3 pyramidal cells. Comparing the latency to the response of CA3 pyramidal cells and hilar cells supported this hypothesis, because CA3 pyramidal cells were activated at short latency and hilar cells approximately 2 ms later. The same stimulus evoked a long latency IPSP in granule cells, consistent with a CA3-hilar neuron-granule cell pathway. In the presence of bicuculline, a GABAA receptor antagonist, fimbria stimulation evoked EPSPs in granule cells, and did so with a similar latency as the IPSPs, suggesting a CA3-mossy cell-granule cell pathway is normally masked by the activation of GABAergic interneurons by CA3 hilar collaterals (Fig. 3). Additional studies revealed that the GABAergic neurons may not only involve those in the hilus, but also the “basket cells” of the granule cell layer (Scharfman, 1994a and Scharfman, 1994c; Kneisler and Dingledine, 1995).",p630,,,,,17765742,CA3c Pyramidal (+)03223p?DG Granule (+)2201p,,,2000038
3100258,,,"Some of the first physiological evidence that CA3 axons innervated the dentate gyrus came from studies in hippocampal slices, which showed that a stimulating electrode placed in the hilus could activate an antidromic population spike, recorded extracellularly in the CA3 pyramidal cell layer.Subsequent studies identified what cell types in the dentate gyrus could be influenced by the CA3 projection. Several approaches established that hilar neurons could be activated readily, but granule cells could not.First, fimbria stimulation was used to activate CA3 pyramidal cells instead of the hilus, because antidromic action potentials are easily elicited in CA3 neurons by stimulation at this site, with no evidence for direct activation of hilar neurons and granule cells. Direct activation would be expected because hilar cells that project commissurally have an axon that descends into stratum oriens of CA3b, presumably on its way to the fimbria, but in our slices, we have found that it is severed before reaching the fimbria. Direct activation of granule cells would only be possible if current spread entered stratum lucidum, which recordings show does not occur after fimbria stimulation using the methods we have employed.Extracellular recordings showed that such fimbria stimulation led to antidromic and orthodromic activation of CA3 b and c pyramidal cells, followed by an extracellular negative wave in the granule cell layer and inner molecular layer that reversed polarity in the middle molecular layer (Fig. 2). Due to the negative resting potential of granule cells, the negative potential could reflect an EPSP or depolarized IPSP, and it was shown subsequently by intracellular recording that it was a depolarized GABAA receptor-mediated IPSP (Fig. 3; Scharfman, 1994a, Scharfman, 1994b and Scharfman, 1994c).This fimbria stimulation site activated hilar mossy cells and hilar GABAergic neurons disynaptically, and was sensitive to the AMPA receptor antagonist CNQX but not the muscarinic antagonist atropine (Scharfman, 1993a). At a longer latency, the granule cell IPSP began. These data suggesting that fimbria activation of CA3 pyramidal cells led to hilar neuron activation, presumably by hilar collaterals of CA3 pyramidal cells. Comparing the latency to the response of CA3 pyramidal cells and hilar cells supported this hypothesis, because CA3 pyramidal cells were activated at short latency and hilar cells approximately 2 ms later. The same stimulus evoked a long latency IPSP in granule cells, consistent with a CA3-hilar neuron-granule cell pathway. In the presence of bicuculline, a GABAA receptor antagonist, fimbria stimulation evoked EPSPs in granule cells, and did so with a similar latency as the IPSPs, suggesting a CA3-mossy cell-granule cell pathway is normally masked by the activation of GABAergic interneurons by CA3 hilar collaterals (Fig. 3). Additional studies revealed that the GABAergic neurons may not only involve those in the hilus, but also the “basket cells” of the granule cell layer (Scharfman, 1994a and Scharfman, 1994c; Kneisler and Dingledine, 1995).",p630,,,,,17765742,CA3c Pyramidal (+)03223p?DG Mossy,,,2000038
3100259,,,"Li et al. (1994) also noted that CA3 pyramidal cell axons entered the granule cell layer and collateralized in the inner molecular layer, and this was predominantly a characteristic of ventral CA3c pyramidal cells. These axons exhibited numerous varicosities, suggesting that they innervated dentate gyrus granule cells, and possibly other cell types. Therefore, the CA3c population of ventral hippocampus appears to be a subset of CA3 pyramidal cells with the highest potential for dentate gyrus interactions.These studies were the first to define hilar collateralization of CA3 neurons unequivocally. However, one caveat was that the sample sizes were small, and it remains unclear exactly how representative the data were of the entire CA3 population. It also is unclear whether the data from adult rat might vary across age and species. Due to the labor-intensive nature of the experiments, these questions remain unanswered.",p629,,,,,17765742,CA3c Pyramidal (+)03223p?DG Granule (+)2201p,,,2000039
3100260,,,"Physiological evidence for a CA3 backprojection mediated by hilar neurons. (A) A schematic illustrates the backprojection supported by physiological evidence collected to date. It shows that CA3 pyramidal cells innervate GABAergic and glutamatergic mossy cells of the hilus, which in turn innervate granule cells. (B) Recordings illustrate the physiological correlates of the schematic in A. Intracellular recordings from granule cells in response to fimbria stimulation in an adult male rat slice illustrate an evoked IPSP that reverses at ?70 mV, indicated a GABAA receptor-mediated IPSP is primarily evoked under normal conditions. After the GABAA receptor antagonist bicuculline was bath-applied, the evoked response was an EPSP followed by an IPSP that reversed at approximately ?80 mV, suggesting an EPSP followed by a GABAB receptor-mediated IPSP is normally masked by GABAA receptor-mediated inhibition. From Scharfman (1994a). Reprinted with permission from the Society for Neuroscience.",p632,,,,,17765742,CA3c Pyramidal (+)03223p?DG Mossy,,,2000041
3100261,,,"In summary, there is strong evidence from studies in hippocampal slices that the CA3 backprojection innervates hilar neurons, both mossy cells and GABAergic neurons. Currently there is no physiological evidence that CA3 directly innervates the granule cells of the dentate gyrus, but absence of evidence is not a proof of absence.At the present time, the evidence suggests that the granule cells, even if they receive a direct projection from CA3 neurons, are primarily inhibited by the backprojection, not activated. However, once they are relieved of GABAA receptor-mediated inhibition, a strong excitatory circuit is unmasked. The excitatory circuit appears to be primarily derived from the mossy cell projection to the inner molecular layer.",p632-633,,,,,17765742,CA3c Pyramidal (+)03223p?DG Mossy,,,2000042
3100262,,,"In summary, there is strong evidence from studies in hippocampal slices that the CA3 backprojection innervates hilar neurons, both mossy cells and GABAergic neurons. Currently there is no physiological evidence that CA3 directly innervates the granule cells of the dentate gyrus, but absence of evidence is not a proof of absence.At the present time, the evidence suggests that the granule cells, even if they receive a direct projection from CA3 neurons, are primarily inhibited by the backprojection, not activated. However, once they are relieved of GABAA receptor-mediated inhibition, a strong excitatory circuit is unmasked. The excitatory circuit appears to be primarily derived from the mossy cell projection to the inner molecular layer.",p632-633,,,,,17765742,CA3c Pyramidal (+)03223p?DG Granule Cells,,,2000042
3100263,,,"Approximately 1% of the 11,000 synapses made by a single basket cell axon in the GC [granule cell] layer are onto other BCs [basket cells] (Sik et al., 1997) with 3-7 synapses per postsynaptic cell (Bartos et al., 2001). Consequently, each BC in the dentate gyrus contacts approximately 35 other BCs.",p644,,,,,17765743,DG BC?DG BC,,,1005037
3100264,,,"Inhibitory unitary synaptic connections between interneurons of the stratum oriens (SO) and stratum lacunosum moleculare (SLM). (A) Light microscopic reconstruction (x 100) of a biocytin-labelled O-LM neuron (soma and dendrites in black, axon in blue) and a postsynaptic neurogliaform cell (soma and dendrites in red, and axon in blue) in acute slice. Note that the axonal arbour of the O-LM remains segregated within the SLM where it overlaps extensively with the dendritic and axonal arborization of the neurogliaform cell; PYR, stratum pyramidale. (B) Scheme of the hippocampus depicting the location of the presynaptic (black) and postsynaptic (red) recorded neurons. (C) Electrophysiology of the cell pair illustrated in (A). The upper trace shows an action current elicited in the O-LM cell (black) and the lower trace illustrates the resulting unitary inhibitory postsynaptic currents (uIPSCs) in the neurogliaform cell (average in red, 30 individual sweeps in grey). (D) The uIPSCs were entirely mediated by GABA A receptors. Time course of the reversible effect of 1.2 µm 2-(3-carboxypropyl)-3-amino-6-methoxyphenyl-pyridazinium bromide (SR 95531) on the amplitude of the uIPSC. (E) Summary of the properties of the uIPSCs in the paired recording experiments performed in acute slices and slice cultures. All comparisons between acute slices and slice cultures were statistically insigni?cant (P &gt; 0.05 ANOVA). (F) Frequency histograms of the occurrence of different types of postsynaptic recorded interneurons. Presynaptic cells in the paired recording experiments were O-LM (black bars), O-Bi (grey bar) or not determined (white bars). (G) Summary of the properties of the uIPSCs pooled from paired recording experiments performed in acute slices and slice cultures for each postsynaptic cell type. All comparisons amongst cell types were statistically insigni?cant (P &gt; 0.05 ANOVA). Abbreviations in (F) and (G): PP, perforant path-associated interneuron; Sch, Schaffer collateral-associated interneuron; NG, neurogliaform cell; B, basket cell; n.d., not determined.",Fig. 2,,,,,18184315,CA1 O-LM (-)1002?CA1 NG 3000,,,1007194
3100265,,,"Inhibitory unitary synaptic connections between interneurons of the stratum oriens (SO) and stratum lacunosum moleculare (SLM). (A) Light microscopic reconstruction (x 100) of a biocytin-labelled O-LM neuron (soma and dendrites in black, axon in blue) and a postsynaptic neurogliaform cell (soma and dendrites in red, and axon in blue) in acute slice. Note that the axonal arbour of the O-LM remains segregated within the SLM where it overlaps extensively with the dendritic and axonal arborization of the neurogliaform cell; PYR, stratum pyramidale. (B) Scheme of the hippocampus depicting the location of the presynaptic (black) and postsynaptic (red) recorded neurons. (C) Electrophysiology of the cell pair illustrated in (A). The upper trace shows an action current elicited in the O-LM cell (black) and the lower trace illustrates the resulting unitary inhibitory postsynaptic currents (uIPSCs) in the neurogliaform cell (average in red, 30 individual sweeps in grey). (D) The uIPSCs were entirely mediated by GABA A receptors. Time course of the reversible effect of 1.2 µm 2-(3-carboxypropyl)-3-amino-6-methoxyphenyl-pyridazinium bromide (SR 95531) on the amplitude of the uIPSC. (E) Summary of the properties of the uIPSCs in the paired recording experiments performed in acute slices and slice cultures. All comparisons between acute slices and slice cultures were statistically insigni?cant (P &gt; 0.05 ANOVA). (F) Frequency histograms of the occurrence of different types of postsynaptic recorded interneurons. Presynaptic cells in the paired recording experiments were O-LM (black bars), O-Bi (grey bar) or not determined (white bars). (G) Summary of the properties of the uIPSCs pooled from paired recording experiments performed in acute slices and slice cultures for each postsynaptic cell type. All comparisons amongst cell types were statistically insigni?cant (P &gt; 0.05 ANOVA). Abbreviations in (F) and (G): PP, perforant path-associated interneuron; Sch, Schaffer collateral-associated interneuron; NG, neurogliaform cell; B, basket cell; n.d., not determined.",Fig. 2,,,,,18184315,CA1 O-LM (-)1002?CA1 Perforant Path-Assoc (-)3200p,,,1007194
3100266,,,"Inhibitory unitary synaptic connections between interneurons of the stratum oriens (SO) and stratum lacunosum moleculare (SLM). (A) Light microscopic reconstruction (x 100) of a biocytin-labelled O-LM neuron (soma and dendrites in black, axon in blue) and a postsynaptic neurogliaform cell (soma and dendrites in red, and axon in blue) in acute slice. Note that the axonal arbour of the O-LM remains segregated within the SLM where it overlaps extensively with the dendritic and axonal arborization of the neurogliaform cell; PYR, stratum pyramidale. (B) Scheme of the hippocampus depicting the location of the presynaptic (black) and postsynaptic (red) recorded neurons. (C) Electrophysiology of the cell pair illustrated in (A). The upper trace shows an action current elicited in the O-LM cell (black) and the lower trace illustrates the resulting unitary inhibitory postsynaptic currents (uIPSCs) in the neurogliaform cell (average in red, 30 individual sweeps in grey). (D) The uIPSCs were entirely mediated by GABA A receptors. Time course of the reversible effect of 1.2 µm 2-(3-carboxypropyl)-3-amino-6-methoxyphenyl-pyridazinium bromide (SR 95531) on the amplitude of the uIPSC. (E) Summary of the properties of the uIPSCs in the paired recording experiments performed in acute slices and slice cultures. All comparisons between acute slices and slice cultures were statistically insigni?cant (P &gt; 0.05 ANOVA). (F) Frequency histograms of the occurrence of different types of postsynaptic recorded interneurons. Presynaptic cells in the paired recording experiments were O-LM (black bars), O-Bi (grey bar) or not determined (white bars). (G) Summary of the properties of the uIPSCs pooled from paired recording experiments performed in acute slices and slice cultures for each postsynaptic cell type. All comparisons amongst cell types were statistically insigni?cant (P &gt; 0.05 ANOVA). Abbreviations in (F) and (G): PP, perforant path-associated interneuron; Sch, Schaffer collateral-associated interneuron; NG, neurogliaform cell; B, basket cell; n.d., not determined.",Fig. 2,,,,,18184315,CA1 O-LM (-)1002?CA1 Schaffer Collateral-Assoc (-)2311,,,1007194
3100267,,,"Inhibitory unitary synaptic connections between interneurons of the stratum oriens (SO) and stratum lacunosum moleculare (SLM). (A) Light microscopic reconstruction (x 100) of a biocytin-labelled O-LM neuron (soma and dendrites in black, axon in blue) and a postsynaptic neurogliaform cell (soma and dendrites in red, and axon in blue) in acute slice. Note that the axonal arbour of the O-LM remains segregated within the SLM where it overlaps extensively with the dendritic and axonal arborization of the neurogliaform cell; PYR, stratum pyramidale. (B) Scheme of the hippocampus depicting the location of the presynaptic (black) and postsynaptic (red) recorded neurons. (C) Electrophysiology of the cell pair illustrated in (A). The upper trace shows an action current elicited in the O-LM cell (black) and the lower trace illustrates the resulting unitary inhibitory postsynaptic currents (uIPSCs) in the neurogliaform cell (average in red, 30 individual sweeps in grey). (D) The uIPSCs were entirely mediated by GABA A receptors. Time course of the reversible effect of 1.2 µm 2-(3-carboxypropyl)-3-amino-6-methoxyphenyl-pyridazinium bromide (SR 95531) on the amplitude of the uIPSC. (E) Summary of the properties of the uIPSCs in the paired recording experiments performed in acute slices and slice cultures. All comparisons between acute slices and slice cultures were statistically insigni?cant (P &gt; 0.05 ANOVA). (F) Frequency histograms of the occurrence of different types of postsynaptic recorded interneurons. Presynaptic cells in the paired recording experiments were O-LM (black bars), O-Bi (grey bar) or not determined (white bars). (G) Summary of the properties of the uIPSCs pooled from paired recording experiments performed in acute slices and slice cultures for each postsynaptic cell type. All comparisons amongst cell types were statistically insigni?cant (P &gt; 0.05 ANOVA). Abbreviations in (F) and (G): PP, perforant path-associated interneuron; Sch, Schaffer collateral-associated interneuron; NG, neurogliaform cell; B, basket cell; n.d., not determined.",Fig. 2,,,,,18184315,CA1 O-LM (-)1002?CA1 Basket (-)2232,,,1007194
3100268,,,"Postsynaptic GABA[gamma amino butyric acid](A) and GABA(B) receptors mediated uIPSCs [unitary inhibitory postsynaptic currents] in NGFC[neurogliaform cells {CA1 CA1 Neurogliaform}]-CA1 pyramidal cell pair recordings. A, Light microscopic reconstruction of a biocytin-labeled NGFC of SLM [stratum lacunosum moleculare] (soma and dendrites in red, axon in green) and a postsynaptic CA1 pyramidal cell (soma, dendrites, and truncated axon in black). Note that the axonal arbor of the NGFC remains segregated within the SLM, where it overlaps with the distal dendritic arborization of the CA1 pyramidal cell. PYR, Pyramidal cell layer.",Fig. 1,,,,,18596171,CA1 NGF 3000?CA1 Pyr,,,1007010
3100269,,,"We recorded from synaptically connected pairs of neurons identified post hoc as NGFCs [neurogliaform cells] {CA1 CA1 Neurogliaform} (presynaptic) and CA1 pyramidal cells (postsynaptic) (Fig. 1A). NGFCs were characterized by a round cell body, short and aspiny dendrites that emerged in a stellate manner and remained close to the soma, and an axon that branched profusely close to the soma, producing a dense arbor that is a hallmark of this cell type. The axon of NGFCs targeted only the distal portion of the apical dendrites of CA1 pyramidal cells (Fig. 1A).",p6976,,,,,18596171,CA1 NG 3000?CA1 Pyr,,,1007112
3100270,,,"Fast spiking basket-like cells have small spherical cell bodies with sparsely spiny dendrites that often ramify into layer I [of the entorhinal cortex]. The extensive axonal arbor is mainly confined to layer II. They form basket-like complexes mainly around the soma of other cells, preferably forming symmetric, inhibitory synapses with stellate or pyramidal cells [Kohler 1986, Jones 1993]. Basket cells {EC LII Basket-Multipolar Interneuron} are known to contain GAD [glutamic acid deoxycarbolase] and maybe CCK[cholecystokinin]. Throughout the EC [entorhinal cortex], PV [parvalbumin] positive axons have been found that form symmetric synapses with principal neurons in layers II and III. These terminals have a basket-like axosomatic configuration. Therefore, it is suggested that basket cells in the whole EC contain PV [Kohler 1986, Jones 1993, Wouterlood 1995].",p7,,,,,18769556,EC LII Basket-Multipolar (-)230000?MEC LII Stellate (+)331111p,,,1007170
3100271,,,"Fast spiking basket-like cells have small spherical cell bodies with sparsely spiny dendrites that often ramify into layer I [of the entorhinal cortex]. The extensive axonal arbor is mainly confined to layer II. They form basket-like complexes mainly around the soma of other cells, preferably forming symmetric, inhibitory synapses with stellate or pyramidal cells [Kohler 1986, Jones 1993]. Basket cells {EC LII Basket-Multipolar Interneuron} are known to contain GAD [glutamic acid deoxycarbolase] and maybe CCK[cholecystokinin]. Throughout the EC [entorhinal cortex], PV [parvalbumin] positive axons have been found that form symmetric synapses with principal neurons in layers II and III. These terminals have a basket-like axosomatic configuration. Therefore, it is suggested that basket cells in the whole EC contain PV [Kohler 1986, Jones 1993, Wouterlood 1995].",p7,,,,,18769556,EC LII Basket-Multipolar (-)230000?LI-II PC-Fan (+)331000p,,,1007170
3100272,,,"Fast spiking basket-like cells have small spherical cell bodies with sparsely spiny dendrites that often ramify into layer I [of the entorhinal cortex]. The extensive axonal arbor is mainly confined to layer II. They form basket-like complexes mainly around the soma of other cells, preferably forming symmetric, inhibitory synapses with stellate or pyramidal cells [Kohler 1986, Jones 1993]. Basket cells {EC LII Basket-Multipolar Interneuron} are known to contain GAD [glutamic acid deoxycarbolase] and maybe CCK[cholecystokinin]. Throughout the EC [entorhinal cortex], PV [parvalbumin] positive axons have been found that form symmetric synapses with principal neurons in layers II and III. These terminals have a basket-like axosomatic configuration. Therefore, it is suggested that basket cells in the whole EC contain PV [Kohler 1986, Jones 1993, Wouterlood 1995].",p7,,,,,18769556,EC LII Basket-Multipolar (-)230000?LII-III PC-Tripolar (+)333000p,,,1007170
3100273,,,"Four classes of interneuron [in CA1] ... B, Example bistratified cell {CA1 CA1 Radial Trilaminar} pair; dendrites and soma shown in gray, axons in blue, presynaptic soma to the left. Traces show responses to a 500 ms depolarizing current of double action potential threshold amplitude; presynaptic upper, postsynaptic lower trace.",Fig. 1,,,,,19741117,CA1 Radial Trilaminar?CA1 Radial Trilaminar,,,1007166
3100274,,,"An example of a spiny “mossy” hilar cell with a low threshold in response to perforant path stimulation that sent a primary dendrite directly into the molecular layer. A, A montage of a spiny hilar cell is shown. The border of the granule cell layer (GCL) and the hilus (HIL) is marked by a solid line. Complex postsynaptic specializations (""thorny excrescences""; arrowhead) are typical of spiny hilar cells (Amaral, 1978; Ribak et al., 1985). This cell was located near the upper blade of dorsal hippocampus. Scale bar, 50 [micro]m. B, At lower magnification, it was possible to follow a dendrite of the cell in A into the granule cell layer and the molecular layer (MOL), where it branched several times. Scale bar (in A), 75 [micro]m. C, A higher magnification of the area of the cell near the border of the granule cell layer and the hilus is shown. The dendrites in the hilus were extremely spiny, but there was no evidence of spines on the portion of the dendrite in the granule cell layer. This photomicrograph has the same orientation as the photomicrograph in B (i.e., the solid Iinedemarcates the border of the granule cell layer and the hilus; the molecular layer is to the right). Scale bar (in A), 25 [micro]m. D, A drawing of the cell shown in A-C, illustrating the cell's orientation and the approximate location of recording sites (1-4) and the site of stimulation (STIM). E, The responses of the cell shown in A-D to intracellular current injection (+0.2 nA, 150 msec) are superimposed. Arrows point to spontaneous depolarizations. F, Simultaneous extracellular recordings from the granule cell layer (top) and intracellular recordings from the hilar cell (bottom). A low stimulus strength (left; 0.15 mA) was suprathreshold for the spiny hilar cell but not for the granule cells. A higher stimulus strength (right; 0.2 mA) evoked a small population spike. Hilar cell RMP, -62 mV. Stimulus artifacts are clipped and marked by small solid circles.",Fig. 3,,,,,2045880,EC Perforant Path?DG Mossy MOLDEN,,,1007182
3100275,,,"Electrophysiological and morphological properties of the three types of perisomatic inhibitory interneurons in the CA3 region of the mouse hippocampus. ... (B) Camera lucida reconstructions of representative biocytin-loaded neurons. Left, fast-spiking basket cell (FSBC); middle, axo-axonic cell {CA3 Horizontal Axo-axonic} (AAC); right, regular-spiking basket cell (RSBC). Cell bodies and dendrites of interneurons are shown in black and axon clouds in red. ... (E) Double immunofluorescent labelling as in C shows tight appositions of biocytin-labelled boutons (green; arrowheads) and ankyrin-G-labelled AISs [action initial segments] (yellow; arrows), suggesting that this neuron is an AAC {CA3 Horizontal Axo-axonic}. (F) An electron micrograph of a peroxidase-labelled axon ending of the same cell as in E confirms that this interneuron formed synapses (arrow) on AISs of CA3 pyramidal cells, indicating that the recorded neuron was an AAC. Arrowheads show undercoating, characteristic of AISs. Scale bar in F, 100 [micro]m (B), 15 [micro]m (C and E) and 0.5 [micro]m (D and F).""","Fig. 1B,E,F",,,,,20529124,CA3 Horiz AA?CA3 Pyramidal (+)23223p,,,1007214
3100276,,,"The two major subtypes of CB 1 R- [cannabinoid type 1 receptor] and CCK- [cholecystokinin] expressing interneurons in the CA1 region of the hippocampus are the CCK-positive basket cells (CCK BCs) that innervate the perisomatic region of pyramidal cells, and the also CCK-positive Schaffer collateral-associated cells {CA1 Schaffer Collateral-Associated} (CCK SCAs) that innervate the pyramidal cell dendrites in the radiatum and oriens layers (Cossart et al., 1998; Vida et al., 1998; Cope et al., 2002) (see also the ""radial trilaminar cells"" of Hajos and Mody, 1997; Elfant et al., 2008).",p7993,,,,,20534847,CA1 SCA 2311?CA1 Pyr,,,1007124
3100277,,,"Monosynaptic output from CA3 GCs [granule cells] onto CA3 GABA[gamma-aminobutyric acid]ergic cells... C, Dendritic structure, axonal arborization, and immunocytochemical characterization of a CCK[cholecystokinin]-positive RSBC [regular-spiking basket cell] (B) and of an IvyC [ivy cell] {CA3 CA3 (i)03333 (00S00) Ivy} (C) in the CA3 area and the monosynaptic EPSCs [excitatory postsynaptic currents] evoked by pairs of action potentials in presynaptic CA3 GCs [granule cells] (gray traces).",Fig. 4,,,,,20554881,CA3 Granule?CA3 Ivy,,,1006032
3100278,,,"Synaptic inputs from local CA3 GABAergic [gamma-aminobutyric acid] cells to CA3 GCs [granule cells]. A, Dendritic structure, representative axonal arborization, and immunocytochemical characterization of a presynaptic IvyC [ivy cell] {CA3 CA3 (i)03333 (00S00) Ivy}. Note the NPY-positive [neuropeptide Y], SOM[somatostatin]-negative nature of the cell; note also the characteristically dense axonal arbor (s.ori., stratum oriens) ... C, Dendritic structure, representative axonal arborization, and immunocytochemical characterization of a presynaptic MFA [mossy-fiber-associated neuron] {CA3 CA3 (i)03330p (0SS00) Mossy Fiber-Associated}. Note the axons in the stratum lucidum and in the dentate hilus (closely overlapping with the termination zones of MFs [mossy fibers], hence the name of this GABA [gamma-Aminobutyric acid]ergic CA3 cell type; s.gran., stratum granulosum of the DG [dentate gyrus]). Note also the immunopositivity to CCK [cholecystokinin] and the immunonegativity for SOM [somatostatin] (both features are characteristics of MFAs).",Fig. 7,,,,,20554881,CA3 Ivy?CA3 Granule,,,1006034
3100279,,,"Synaptic inputs from local CA3 GABAergic [gamma-aminobutyric acid] cells to CA3 GCs [granule cells]. A, Dendritic structure, representative axonal arborization, and immunocytochemical characterization of a presynaptic IvyC [ivy cell] {CA3 CA3 (i)03333 (00S00) Ivy}. Note the NPY-positive [neuropeptide Y], SOM[somatostatin]-negative nature of the cell; note also the characteristically dense axonal arbor (s.ori., stratum oriens) ... C, Dendritic structure, representative axonal arborization, and immunocytochemical characterization of a presynaptic MFA [mossy-fiber-associated neuron] {CA3 CA3 (i)03330p (0SS00) Mossy Fiber-Associated}. Note the axons in the stratum lucidum and in the dentate hilus (closely overlapping with the termination zones of MFs [mossy fibers], hence the name of this GABA [gamma-Aminobutyric acid]ergic CA3 cell type; s.gran., stratum granulosum of the DG [dentate gyrus]). Note also the immunopositivity to CCK [cholecystokinin] and the immunonegativity for SOM [somatostatin] (both features are characteristics of MFAs).",Fig. 7,,,,,20554881,CA3 MFA?CA3 Granule,,,1006036
3100280,,,"Slow IPSCs recorded from NGFCs. A1, A short square depolarizing voltage pulse applied to a presynaptic NGFC elicited a fast initial action current (top trace), which in turn gave rise to a slow IPSC in a postsynaptic NGFC (bottom trace). A2, Closer inspection of the presynaptic current trace reveals an inward autaptic current after the action current (truncated), which has a similar waveform to the postsynaptic IPSC. B, Representative traces showing unitary postsynaptic (B1) and unitary autaptic (B2) IPSCs evoked in NGFCs in control conditions (black) and abolished by the GABA A receptor antagonist SR95531 (5 µM; red). Note that the presynaptic action current that evoked the response shown in B1 is omitted. Note also the presence of a fast transient inward current (arrow) in the traces illustrated in B1 indicating the presence of an electrical connection in the IPSC. C, Light microscopic reconstruction (100 x) of a biocytin-labeled NGFC (soma and dendrites in red; axon in blue) in acute slice. The axonal arbor remains mostly segregated within the SLM but at some locations crosses the hippocampal fissure into the stratum moleculare. Note also that the axon overlaps extensively with the dendritic arbor forming putative autaptic contacts.",Fig. 1,,,,,20660272,CA1 Neurogliaform??CA1 Neurogliaform,,,1007196
3100281,,,"Temporally distinct synaptic facilitation that is delayed on the onset of release. A: reconstruction of a synaptically connected stratum lacunosum moleculare (SLM) interneuron, lacunosum moleculare-Shaffer collateral associated cell (LM-SCA; blue-soma, light blue-axon), and a stratum radiatum (SR), Shaffer collateral associated cell (SCA; deep red-dendrites, red-axon). B: double immunoflorescence labeling revealed the two recorded cells filled with biocytin (AMCA) immunopositive for CCK (FITC) and immunonegative for VIP (Texas red). C: intrinsic membrane properties of the presynaptic LM-SCA cell. In response to hyperpolarizing current injection this interneuron displayed pronounced sag, indicative of Ih current. In response to depolarizing current fast but adapting firing patterns were displayed. D: IPSPs elicited by LM-SCA cells displayed a delayed onset of synaptic facilitation (DORF). IPSPs were usually observed after third to fifth presynaptic spike in a train. E: another synaptic connection between a LM-SCA cell and SCA cell; the onset of first IPSP did not appear earlier in the train when increasing the firing frequency of the presynaptic interneuron from 25 Hz to 50 Hz. At higher presynaptic firing frequencies the IPSPs summated more readily, shown by the black trace. F: comparison of average failure rates of 1st, 2nd, 3rd and 4th IPSPs in control at DORF, frequency dependent facilitating (FDF), and depressing synapses studied. SP, stratum pyramidale, SO, stratum oriens.",Fig. 1,,,,,21123660,CA1 SCA 2311?CA1 SCA 2311,,,1007184
