Parent,Concept,Term,Resource Rank,Resource,Portal,Repository,Unique ID,Definition Link,Definition,protein_gene,human_rat,control
term_hippocampome_type_synonym,Schaffer Collateral-Associated,CA1 apical dendrite-innervating neuron,1,Hippocampome.org,CNG,Hippocampome.org,Schaffer Collateral-Associated,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SR CA1:SP CA1:SO ], dendrites in [ CA1:SLM CA1:SR ], and soma in [ CA1:SLM or CA1:SR ].",,,
term_hippocampome_type_synonym,Schaffer Collateral-Associated,CA1 SCA,1,Hippocampome.org,CNG,Hippocampome.org,Schaffer Collateral-Associated,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SR CA1:SP CA1:SO ], dendrites in [ CA1:SLM CA1:SR ], and soma in [ CA1:SLM or CA1:SR ].",,,
term_hippocampome_type_synonym,Schaffer Collateral-Associated,CA1 SCA cell,1,Hippocampome.org,CNG,Hippocampome.org,Schaffer Collateral-Associated,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SR CA1:SP CA1:SO ], dendrites in [ CA1:SLM CA1:SR ], and soma in [ CA1:SLM or CA1:SR ].",,,
term_hippocampome_type_synonym,Schaffer Collateral-Associated,CA1 SCA interneuron,1,Hippocampome.org,CNG,Hippocampome.org,Schaffer Collateral-Associated,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SR CA1:SP CA1:SO ], dendrites in [ CA1:SLM CA1:SR ], and soma in [ CA1:SLM or CA1:SR ].",,,
term_hippocampome_type_synonym,Schaffer Collateral-Associated,CA1 Schaffer collateral-associated cell,1,Hippocampome.org,CNG,Hippocampome.org,Schaffer Collateral-Associated,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SR CA1:SP CA1:SO ], dendrites in [ CA1:SLM CA1:SR ], and soma in [ CA1:SLM or CA1:SR ].",,,
term_hippocampome_type_synonym,Schaffer Collateral-Associated,CA1 Schaffer collateral/commissural pathway-associated interneuron,1,Hippocampome.org,CNG,Hippocampome.org,Schaffer Collateral-Associated,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SR CA1:SP CA1:SO ], dendrites in [ CA1:SLM CA1:SR ], and soma in [ CA1:SLM or CA1:SR ].",,,
term_hippocampome_type_synonym,Schaffer Collateral-Associated,CA1 Schaffer-associated cell,1,Hippocampome.org,CNG,Hippocampome.org,Schaffer Collateral-Associated,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SR CA1:SP CA1:SO ], dendrites in [ CA1:SLM CA1:SR ], and soma in [ CA1:SLM or CA1:SR ].",,,
term_hippocampome_type_synonym,Schaffer Collateral-Associated,CA1 Schaffer-associated interneuron,1,Hippocampome.org,CNG,Hippocampome.org,Schaffer Collateral-Associated,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SR CA1:SP CA1:SO ], dendrites in [ CA1:SLM CA1:SR ], and soma in [ CA1:SLM or CA1:SR ].",,,
term_hippocampome_type_synonym,Schaffer Collateral-Associated,CA1 trilaminar cell,1,Hippocampome.org,CNG,Hippocampome.org,Schaffer Collateral-Associated,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SR CA1:SP CA1:SO ], dendrites in [ CA1:SLM CA1:SR ], and soma in [ CA1:SLM or CA1:SR ].",,,
term_hippocampome_type,Schaffer Collateral-Receiving R-Targeting,Schaffer Collateral-Receiving R-Targeting,1,Hippocampome.org,CNG,Hippocampome.org,Schaffer Collateral-Receiving R-Targeting,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SR ], dendrites in [ CA1:SR CA1:SP CA1:SO ], and soma in [ CA1:SR or CA1:SO ].",,,
term_hippocampome_type_synonym,Schaffer Collateral-Receiving R-Targeting,CA1 bistratified cell,1,Hippocampome.org,CNG,Hippocampome.org,Schaffer Collateral-Receiving R-Targeting,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SR ], dendrites in [ CA1:SR CA1:SP CA1:SO ], and soma in [ CA1:SR or CA1:SO ].",,,
term_hippocampome_type_synonym,Schaffer Collateral-Receiving R-Targeting,CA1 bistratified interneuron,1,Hippocampome.org,CNG,Hippocampome.org,Schaffer Collateral-Receiving R-Targeting,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SR ], dendrites in [ CA1:SR CA1:SP CA1:SO ], and soma in [ CA1:SR or CA1:SO ].",,,
term_hippocampome_type_synonym,Schaffer Collateral-Receiving R-Targeting,CA1 ivy cell,1,Hippocampome.org,CNG,Hippocampome.org,Schaffer Collateral-Receiving R-Targeting,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SR ], dendrites in [ CA1:SR CA1:SP CA1:SO ], and soma in [ CA1:SR or CA1:SO ].",,,
term_hippocampome_type_synonym,Schaffer Collateral-Receiving R-Targeting,CA1 RAD interneuron,1,Hippocampome.org,CNG,Hippocampome.org,Schaffer Collateral-Receiving R-Targeting,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SR ], dendrites in [ CA1:SR CA1:SP CA1:SO ], and soma in [ CA1:SR or CA1:SO ].",,,
term_hippocampome_type_synonym,Schaffer Collateral-Receiving R-Targeting,CA1 SC-AC,1,Hippocampome.org,CNG,Hippocampome.org,Schaffer Collateral-Receiving R-Targeting,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SR ], dendrites in [ CA1:SR CA1:SP CA1:SO ], and soma in [ CA1:SR or CA1:SO ].",,,
term_hippocampome_type_synonym,Schaffer Collateral-Receiving R-Targeting,CA1 Schaffer-collateral-associated cell,1,Hippocampome.org,CNG,Hippocampome.org,Schaffer Collateral-Receiving R-Targeting,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SR ], dendrites in [ CA1:SR CA1:SP CA1:SO ], and soma in [ CA1:SR or CA1:SO ].",,,
term_hippocampome_type_synonym,Schaffer Collateral-Receiving R-Targeting,CA1 stratum radiatum interneuron,1,Hippocampome.org,CNG,Hippocampome.org,Schaffer Collateral-Receiving R-Targeting,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA1:SR ], dendrites in [ CA1:SR CA1:SP CA1:SO ], and soma in [ CA1:SR or CA1:SO ].",,,
term_hippocampome_evidence,schematic,schematic,3,Merriam-Webster Dictionary,Merriam-Webster,Dictionary,schematic,http://www.merriam-webster.com/dictionary/schematic,showing the main parts of something usually in the form of a simple drawing or diagram. of or relating to a scheme or schema.,,,
term_hippocampome_evidence,scientific method,scientific method,2,Merriam-Webster Medical,Merriam-Webster,Medical,scientific method,http://www.merriam-webster.com/medical/scientific+method,"principles and procedures for the systematic pursuit of knowledge involving the recognition and formulation of a problem, the collection of data through observation and experiment, and the formulation and testing of hypotheses",,,
term_hippocampome_molecular_marker,SCIP,SCIP,1,MeSH,NIH,MeSH,C494180,https://www.nlm.nih.gov/cgi/mesh/2016/MB_cgi?mode=&index=179030,"Entry Term:Scip protein, mouse; Name of Substance:Pou3f1 protein, mouse; RefSeq NM_011141",,,
term_hippocampome_evidence,sectional anatomy,sectional anatomy,1,MeSH,NIH,MeSH,D019412,"https://www.nlm.nih.gov/cgi/mesh/2016/MB_cgi?mode=&term=Anatomy,+Cross-Sectional&field=entry","Descriptive anatomy based on three-dimensional imaging ( IMAGING, THREE-DIMENSIONAL) of the body, organs, and structures using a series of computer multiplane sections, displayed by transverse, coronal, and sagittal analyses. It is essential to accurate interpretation by the radiologist of such techniques as ultrasonic diagnosis, MAGNETIC RESONANCE IMAGING, and computed tomography (TOMOGRAPHY, X-RAY COMPUTED). (From Lane & Sharfaei, Modern Sectional Anatomy, 1992, Preface)",,,
term_hippocampome_evidence,seizures,seizures,1,Neurolex,NIF,Neurolex,birnlex_12748,http://neurolex.org/wiki/Category:Seizures,"Clinical or subclinical disturbances of cortical function due to a sudden, abnormal, excessive, and disorganized discharge of brain cells. Clinical manifestations include abnormal motor, sensory and psychic phenomena. Recurrent seizures are usually referred to as EPILEPSY or seizure disorder."" (MeSH).""",,,
term_hippocampome_type,Semilunar Granule,Semilunar Granule,1,Hippocampome.org,CNG,Hippocampome.org,Semilunar Granule,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ DG:SMi DG:SG DG:H CA3:SL ], dendrites in [ DG:SMo DG:SMi ], and soma in [ DG:SMi ].",,,
term_hippocampome_type_synonym,Semilunar Granule,DG semilunar granule cell,1,Hippocampome.org,CNG,Hippocampome.org,Semilunar Granule,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ DG:SMi DG:SG DG:H CA3:SL ], dendrites in [ DG:SMo DG:SMi ], and soma in [ DG:SMi ].",,,
term_hippocampome_evidence,septal pole,septal pole,1,Neurolex,NIF,Neurolex,septal pole,http://neurolex.org/wiki/Septal_and_temporal,The long axis of the hippocampal formation is referred to as the septotemporal axis. The septal pole starts rostrodorsally near the septal nuclei over and behind the thalamus and temporal pole ends in the incipient temporal lobe caudoventrally. (Ref: The Hippocampus Book) ,,,
term_hippocampome_evidence,septotemporal axis,septotemporal axis,1,Neurolex,NIF,Neurolex,Septal_and_temporal,http://neurolex.org/wiki/Septal_and_temporal,The long axis of the hippocampal formation is referred to as the septotemporal axis. The septal pole starts rostrodorsally near the septal nuclei over and behind the thalamus and temporal pole ends in the incipient temporal lobe caudoventrally. (Ref: The Hippocampus Book) ,,,
term_hippocampome_evidence,serum albumin iodonated,serum albumin iodonated,1,Neurolex,NIF,Neurolex,DB00064,http://neurolex.org/wiki/Category:Serum_albumin_iodonated,"A diagnostic radiopharmaceutical containing iodinated I 131 albumin for intravenous imaging. Following intravenous injection, radioiodinated albumin human is uniformly distributed throughout the intravascular pool within 10 minutes; extravascular distribution takes place more slowly (2 days). Indicated for use in determinations of total blood and plasma volumes, cardiac output, cardiac and pulmonary blood volumes and circulation times Pharmacology: Regulates the colloidal osmotic pressure of blood. It is used to increase the circulating plasma volume, thereby reducing hemoconcentrtion and blood viscosity. Also used as a transport protein that binds naturally occurring, therapeutic and toxic materials in circulation. Mechanism of action: Serum albumin acts as a high molecular weight, very soluble osmolyte Drug type: Approved. Biotech. Drug category: Imaging Agents",,,
term_hippocampome_evidence,shape,shape,1,Neurolex,NIF,Neurolex,PATO_0000052,http://neurolex.org/wiki/Category:Shape,"A morphological quality inhering in a bearer by virtue of the ratios of distances between its features (points, edges, surfaces and also holes, etc). Shapes are invariant on size transformations. Shapes can be subdivided into 2D and 3D shapes. We can also make a distinction between shapes of complete self-connected objects, and shapes of parts of objects.",,,
term_hippocampome_evidence,sharp,sharp,1,Neurolex,NIF,Neurolex,PATO_0001419,http://neurolex.org/wiki/Category:Sharp,A shape quality inhering in a bearer by virtue of its shape terminating in a point or edge.,,,
term_hippocampome_evidence,short-term synaptic plasticity,short-term synaptic plasticity,1,Neurolex,NIF,Neurolex,oen_0001042,http://neurolex.org/wiki/Category:Short-term_Synaptic_Plasticity,Changes in the Input(presynaptic cell APs)/Output(firing pattern or sub-threshold voltage responses) of a cell reflecting changes in the strength of the connection between cells or changed ionic conductances of the postsynaptic cell (usually over a half second to second).,,,
term_hippocampome_evidence,short-term synaptic plasticity,STP,1,Neurolex,NIF,Neurolex,oen_0001042,http://neurolex.org/wiki/Category:Short-term_Synaptic_Plasticity,Changes in the Input(presynaptic cell APs)/Output(firing pattern or sub-threshold voltage responses) of a cell reflecting changes in the strength of the connection between cells or changed ionic conductances of the postsynaptic cell (usually over a half second to second).,,,
term_petilla_physiological,short-term synaptic plasticity,Short-term plasticity ,1,Neurolex,NIF,Neurolex,oen_0001042,http://neurolex.org/wiki/Category:Short-term_Synaptic_Plasticity,Changes in the Input(presynaptic cell APs)/Output(firing pattern or sub-threshold voltage responses) of a cell reflecting changes in the strength of the connection between cells or changed ionic conductances of the postsynaptic cell (usually over a half second to second).,,,
term_hippocampome_evidence,slice preparation protocol,slice prep,1,Neurolex,NIF,Neurolex,nlx_491,http://neurolex.org/wiki/Category:Slice_preparation_protocol,Protocol in which slices of tissue are excised from an animal and kept alive in vitro.,,,
term_hippocampome_evidence,slice preparation protocol,slice preparation protocol,1,Neurolex,NIF,Neurolex,nlx_491,http://neurolex.org/wiki/Category:Slice_preparation_protocol,Protocol in which slices of tissue are excised from an animal and kept alive in vitro.,,,
term_hippocampome_electrophysiology,Slow AHP,Slow AHP,1,Hippocampome.org,CNG,Hippocampome.org,Slow AHP,http://hippocampome.org/ephys-defs,slow after-hyperpolarizing potential amplitude (mV),,,
term_hippocampome_evidence,smooth endoplasmic reticulum,smooth endoplasmic reticulum,1,Neurolex,NIF,Neurolex,sao710427438,http://neurolex.org/wiki/Category:Smooth_Endoplasmic_Reticulum,"The smooth ER has no ribosomes attached to it. The smooth is the recipient of the proteins synthesized in the rough ER. Those proteins to be exported are passed to the Golgi complex, the resident proteins are returned to the rough ER and the lysosomal proteins after phosphorylation of their mannose residues are passed to the lysosomes. Glycosylation of the glycoproteins also continues. The smooth ER is the site of synthesis of lipids, including the phospholipids. The membranes of the smooth ER also contain enzymes that catalyze a series of reactions to detoxify both lipid-soluble drugs and harmful products of metabolism. Large quantities of certain compounds such as phenobarbital cause an increase in the amount of the smooth ER (Gene Ontology).",,,
term_hippocampome_evidence,SOM,somatostatin,1,Gene Ontology,Gene Ontology,AmiGO 2,"UniProtKB, P30680",http://amigo.geneontology.org/amigo/gene_product/UniProtKB:P30680,Symbol:Sstr2; Type:protein; Taxon:Rattus norvegicus; Synonyms:SSR2_RAT,,,
term_hippocampome_molecular_marker,SOM,SOM,1,Gene Ontology,Gene Ontology,AmiGO 2,"MGI, MGI:98326",http://amigo.geneontology.org/amigo/gene_product/MGI:MGI:98326,"Symbol:Sst; Name(s):somatostatin; Type:protein; Taxon:Mus musculus; Synonyms:preprosomatostatin,Smst,SOM,SRIF",,,
term_petilla_molecular,SOM,Neuropeptides - SOM,1,BIOPORTAL,BIOPORTAL,Logical Observation Identifier Names and Codes,LP14694-1,http://bioportal.bioontology.org/visualize/44774/?conceptid=LP14694-1,,P,H - R,
term_petilla_molecular,SOM,Neuropeptides - SOM,1,BIOPORTAL,BIOPORTAL,Molecule Role,IMR:0100213,http://bioportal.bioontology.org/ontologies/15764?p=terms&conceptid=IMR%3A0100213,"A polypeptide hormone produced in the HYPOTHALAMUS, and other tissues and organs. It inhibits the release of growth hormone ( SOMATOTROPIN), and also modulates important physiological functions of the kidney, pancreas, and gastrointestinal tract. Somatostatin receptors are widely expressed throughout the body. Somatostatin also acts as a neurotransmitter in the central and peripheral nervous systems",P,H - R,
term_petilla_molecular,SOM,Neuropeptides - SOM,1,BIOPORTAL,BIOPORTAL,SNOMED Clinical Terms,49722008,http://bioportal.bioontology.org/visualize/44777/?conceptid=49722008,,P,H - R,
term_petilla_molecular,SOM,Neuropeptides - SOM,1,CRISP,BIOPORTAL,CRISP Thesaurus,2334-5488,http://bioportal.bioontology.org/ontologies/44432?p=terms&conceptid=2334-5488,"""any of several cyclic tetradecapeptides elaborated primarily by the median eminence of the hypothalamus and by the delta cells of the pancreatic islets; they inhibit release of a variety of hormones, including growth hormone, thyrotropin, corticotropin, insulin, glucagon, gastrin, secretin and renin""",P,H - R,
term_petilla_molecular,SOM,Neuropeptides - SOM,1,MeSH,NCBI,MeSH,D013004,http://www.nlm.nih.gov/cgi/mesh/2011/MB_cgi?mode=&index=12469&field=all&HM=&II=&PA=&form=&input=,"""A 14-amino acid peptide named for its ability to inhibit pituitary GROWTH HORMONE release, also called somatotropin release-inhibiting factor. It is expressed in the central and peripheral nervous systems, the gut, and other organs. SRIF can also inhibit the release of THYROID-STIMULATING HORMONE; PROLACTIN; INSULIN; and GLUCAGON besides acting as a neurotransmitter and neuromodulator. In a number of species including humans, there is an additional form of somatostatin, SRIF-28 with a 14-amino acid extension at the N-terminal.""",P,H - R,
term_petilla_molecular,SOM,Neuropeptides - SOM,1,NCBI Protein,NCBI,Protein,EDL78095.1,http://www.ncbi.nlm.nih.gov/protein/EDL78095.1,SEQUENCE,P,R,
term_petilla_molecular,SOM,Neuropeptides - SOM,1,Neurolex,NIF,Neurolex,nifext_5116,http://neurolex.org/wiki/Category:Somatostatin,,P,H - R,
term_hippocampome_evidence,soma,neuronal cell body,1,Neurolex,NIF,Neurolex,GO:0043025,http://neurolex.org/wiki/Category:Neuronal_Cell_Body,"The portion of a neuron that includes the nucleus, but excludes cell projections such as axons and dendrites.",,,
term_hippocampome_evidence,soma,soma,1,Neurolex,NIF,Neurolex,nlx_154731,http://neurolex.org/wiki/Category:Soma,The Neuronal Cell Body of neurons that do have projections.,,,
term_petilla_morphological,soma,Soma,1,CRISP,BIOPORTAL,CRISP Thesaurus,4001-0124,http://bioportal.bioontology.org/ontologies/44432?p=terms&conceptid=4001-0124,the cell body of a neuron.,,,
term_petilla_morphological,soma,Soma,1,Gene Ontology,EMBL-EBI,QuickGO,GO:0044297,http://www.ebi.ac.uk/QuickGO/GTerm?id=GO:0044297 ,"The portion of a cell bearing surface projections such as axons, dendrites, cilia, or flagella that includes the nucleus, but excludes all cell projections.",,,
term_petilla_morphological,Soma - Shape,Soma - Shape,1,Neurolex,NIF,Neurolex,nlx_66186,http://neurolex.org/wiki/Category:Soma_Shape ,Shape of a cell body,,,
term_petilla_morphological,Soma - Shape - Other (Oval),Soma - Shape - Other (Oval),1,Neurolex,NIF,Neurolex,sao1595237779,http://neurolex.org/wiki/Category:Oval,"Generally rounded shape, where the minimum and maximum dimensions produce a roughly egg-shape.",,,
term_petilla_morphological,Soma - Shape - Other (Spherical),Soma - Shape - Other (Spherical),1,BIOPORTAL,BIOPORTAL,SNOMED Clinical Terms,34258004,http://bioportal.bioontology.org/ontologies/44777?p=terms&conceptid=34258004 ,,,,
term_petilla_morphological,Soma - Shape - Other (Spherical),Soma - Shape - Other (Spherical),1,Neurolex,NIF,Neurolex,sao957949983,http://neurolex.org/wiki/Category:Spherical,Generally round shape where minimum diameter and maximum diameter are roughly the same,,,
term_petilla_morphological,Soma - Shape-Other (Pear),Soma - Shape-Other (Pear),1,BIOPORTAL,BIOPORTAL,SNOMED Clinical Terms,65101006,http://bioportal.bioontology.org/ontologies/44777?p=terms&conceptid=65101006 ,,,,
term_petilla_morphological,Soma - Shape-Other (Pear),Soma - Shape-Other (Pear),1,Neurolex,NIF,Neurolex,nlx_23538,http://neurolex.org/wiki/Category:Pear-shaped,The shape of a pear on the cell body.,,,
term_petilla_morphological,Soma - Size (quantify),Soma - Size (quantify),1,Neurolex,NIF,Neurolex,nlx_92513,http://neurolex.org/wiki/Category:Soma_Size ,The quality of a soma dealing with its relative size,,,
term_petilla_morphological,Soma - Size (quantify) - Horizontal diameter,Soma - Size (quantify) - Horizontal diameter,1,Neurolex,NIF,Neurolex,nlx_121,http://neurolex.org/wiki/Category:Horizontal,The soma has a wider center region than the fusiform cell type but is clearly not pyramid-shaped.,,,
term_hippocampome_evidence,somatic spine,somatic spine,1,Neurolex,NIF,Neurolex,sao2048514053,http://neurolex.org/wiki/Category:Somatic_Spine,Spine emanating from the cell soma.,,,
term_petilla_morphological,somatic spine,Soma - Other - Somatic spine,1,BIOPORTAL,BIOPORTAL,Subcellular Anatomy Ontology,sao2048514053,http://bioportal.bioontology.org/ontologies/14391?p=terms&conceptid=sao2048514053 ,Spine emanating from the cell soma.,,,
term_hippocampome_evidence,somatostatin receptor,somatostatin receptor,1,MeSH,NIH,MeSH,D017481,"https://www.nlm.nih.gov/cgi/mesh/2016/MB_cgi?mode=&term=Receptors,+Somatostatin&field=entry","Cell surface proteins that bind somatostatin and trigger intracellular changes which influence the behavior of cells. Somatostatin is a hypothalamic hormone, a pancreatic hormone, and a central and peripheral neurotransmitter. Activated somatostatin receptors on pituitary cells inhibit the release of growth hormone; those on endocrine and gastrointestinal cells regulate the absorption and utilization of nutrients; and those on neurons mediate somatostatin's role as a neurotransmitter.",,,
term_petilla_physiological,Spatial and temporal summation,Spatial and temporal summation,1,BIOPORTAL,BIOPORTAL,Neural ElectroMagnetic Ontologies,NEMO_6469000,http://bioportal.bioontology.org/ontologies/45141?p=terms&conceptid=NEMO_6469000,specify interspike interval,,,
term_petilla_physiological,Spatial and temporal summation,Spatial and temporal summation,1,BIOPORTAL,BIOPORTAL,Neural ElectroMagnetic Ontologies,NEMO_9839000,http://bioportal.bioontology.org/ontologies/45141?p=terms&conceptid=NEMO_9839000,specify interspike interval,,,
term_petilla_physiological,Spatial and temporal summation,Spatial and temporal summation,1,BIOPORTAL,BIOPORTAL,SNOMED Clinical Terms,15565008,http://bioportal.bioontology.org/ontologies/44777?p=terms&conceptid=15565008,specify interspike interval,,,
term_petilla_physiological,Spatial and temporal summation,Spatial and temporal summation,1,BIOPORTAL,BIOPORTAL,SNOMED Clinical Terms,21152002,http://bioportal.bioontology.org/ontologies/44777?p=terms&conceptid=21152002,specify interspike interval,,,
term_hippocampome_evidence,specialized,specialized,2,Merriam-Webster Medical,Merriam-Webster,Medical,specialized,http://www.merriam-webster.com/medical/specialized,structural adaptation of a body part to a particular function or of an organism for life in a particular environment,,,
term_hippocampome_evidence,species specificity,species specificity,1,MeSH,NIH,MeSH,D013045,https://www.nlm.nih.gov/cgi/mesh/2016/MB_cgi?mode=&term=Species+Specificity&field=entry,"The restriction of a characteristic behavior, anatomical structure or physical system, such as immune response; metabolic response, or gene or gene variant to the members of one species. It refers to that property which differentiates one species from another but it is also used for phylogenetic levels higher or lower than the species.",,,
term_hippocampome_evidence,spherical,spherical,1,Neurolex,NIF,Neurolex,sao4459136323,http://neurolex.org/wiki/Category:Spherical_Lewy_Body,Generally round shape where minimum diameter and maximum diameter are roughly the same.,,,
term_hippocampome_evidence,spike frequency adaptation,adaptation,1,Neurolex,NIF,Neurolex,oen_0001036,http://neurolex.org/wiki/Category:Spike_Frequency_Adaptation,"Repetitive spiking that decreases in frequency over time. Eventually, spiking activity may cease.",,,
term_hippocampome_evidence,spike frequency adaptation,spike frequency adaptation,1,Neurolex,NIF,Neurolex,oen_0001036,http://neurolex.org/wiki/Category:Spike_Frequency_Adaptation,"Repetitive spiking that decreases in frequency over time. Eventually, spiking activity may cease.",,,
term_hippocampome_evidence,spike train,spike train,1,Neurolex,NIF,Neurolex,nlx_64003,http://neurolex.org/wiki/Category:Spike_Train,A spike train is a temporal series of all-or-none action potentials. (source: http://www.nature.com/nrn/journal/v6/n5/glossary/nrn1668_glossary.html),,,
term_hippocampome_type,Spiny Lucidum,Spiny Lucidum,1,Hippocampome.org,CNG,Hippocampome.org,Spiny Lucidum,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ DG:SMo DG:SMi CA3:SR CA3:SL ], dendrites in [ CA3:SL CA3:SP ], and soma in [ CA3:SL ].",,,
term_hippocampome_type_synonym,Spiny Lucidum,CA3 SLC,1,Hippocampome.org,CNG,Hippocampome.org,Spiny Lucidum,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ DG:SMo DG:SMi CA3:SR CA3:SL ], dendrites in [ CA3:SL CA3:SP ], and soma in [ CA3:SL ].",,,
term_hippocampome_type_synonym,Spiny Lucidum,CA3 spiny lucidum cell,1,Hippocampome.org,CNG,Hippocampome.org,Spiny Lucidum,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ DG:SMo DG:SMi CA3:SR CA3:SL ], dendrites in [ CA3:SL CA3:SP ], and soma in [ CA3:SL ].",,,
term_hippocampome_molecular_marker,SPO,SPO,1,Gene Ontology,Gene Ontology,AmiGO 2,"MGI, MGI:1919253",http://amigo.geneontology.org/amigo/gene_product/MGI:MGI:1919253,Symbol:Synpr; Name(s):synaptoporin; Type:protein; Taxon:Mus musculus; Synonyms:1500003F20Rik,,,
term_petilla_physiological,spontaneous EPSC,spontaneous excitatory postsynaptic current,1,Neurolex,NIF,Neurolex,nlx_475,http://neurolex.org/wiki/Category:Spontaneous_excitatory_postsynaptic_current,"An EPSC that is elicited by the random fusion of a synaptic vesicle, in contrast to an evoked EPSC.",,,
term_hippocampome_evidence,spontaneous EPSP,spontaneous excitatory post synaptic potential,1,Neurolex,NIF,Neurolex,nlx_qual_20090505,http://neurolex.org/wiki/Category:Spontaneous_Excitatory_post_synaptic_potential,"An EPSP that is elicited by the random fusion of a synaptic vesicle, in contrast to an evoked EPSP.",,,
term_petilla_physiological,spontaneous EPSP,spontaneous excitatory post synaptic potential,1,Neurolex,NIF,Neurolex,nlx_qual_20090505,http://neurolex.org/wiki/Category:Spontaneous_Excitatory_post_synaptic_potential,"An EPSP that is elicited by the random fusion of a synaptic vesicle, in contrast to an evoked EPSP.",,,
term_petilla_physiological,spontaneous IPSC,spontaneous inhibitory postsynaptic current,1,Neurolex,NIF,Neurolex,nlx_460,http://neurolex.org/wiki/Category:Spontaneous_inhibitory_postsynaptic_current,"An IPSC that is the result of a spontaneous fusion of a vesicle, opposite of an evoked IPSP.",,,
term_petilla_physiological,spontaneous IPSP,spontaneous inhibitory postsynaptic potential,1,Neurolex,NIF,Neurolex,nlx_qual_20090507,http://neurolex.org/wiki/Category:Spontaneous_Inhibitory_postsynaptic_potential,"An IPSP that is the result of a spontaneous fusion of a vessicle, as opposed to an evoked IPSP",,,
term_hippocampome_evidence,Sprague-Dawley rat,Sprague-Dawley rat,1,Neurolex,NIF,Neurolex,birnlex_266,http://neurolex.org/wiki/Category:Sprague_Dawley,A strain of albino rat used widely for experimental purposes because of its calmness and ease of handling. It was developed by the Sprague-Dawley Animal Company. definitionSource:UMLS,,,
term_hippocampome_evidence,square wave,pulse train,2,Wolfram MathWorld,Wolfram,MathWorld,SquareWave,http://mathworld.wolfram.com/SquareWave.html,"The square wave, also called a pulse train, or pulse wave, is a periodic waveform consisting of instantaneous transitions between two levels. The square wave is sometimes also called the Rademacher function.",,,
term_hippocampome_evidence,square wave,square wave,2,Wolfram MathWorld,Wolfram,MathWorld,SquareWave,http://mathworld.wolfram.com/SquareWave.html,"The square wave, also called a pulse train, or pulse wave, is a periodic waveform consisting of instantaneous transitions between two levels. The square wave is sometimes also called the Rademacher function.",,,
term_hippocampome_evidence,stain,stain,2,Merriam-Webster Medical,Merriam-Webster,Medical,stain,http://www.merriam-webster.com/medical/stain,"a preparation (as of dye or pigment) used in staining something; especially : a dye or mixture of dyes used in microscopy to make minute and transparent structures visible, to differentiate tissue elements, or to produce specific chemical reactions",,,
term_hippocampome_evidence,staining,staining,1,Neurolex,NIF,Neurolex,birnlex_2107,http://neurolex.org/wiki/Category:Staining,"Used in various techniques, staining is the artificial coloration of a substance that enhances the contrast of tissues, genes, cells, or microorganisms(etc.), to be viewed under the microscope. In biochemistry it involves adding a class-specific (DNA, proteins, lipids, carbohydrates) dye to a substrate to qualify or quantify the presence of a specific compound. Staining can serve the same purpose as fluorescent tagging. (Adapted from Wikipedia)",,,
term_hippocampome_evidence,steady-state,steady-state firing,1,Neurolex,NIF,Neurolex,nlx_11698,http://neurolex.org/wiki/Category:Steady-state_firing,a pattern of action potential activity that is relatively constant and persistent.,,,
term_petilla_physiological,steady-state,Rectification - Steady state,1,Neurolex,NIF,Neurolex,nlx_11698,http://neurolex.org/wiki/Category:Steady-state_firing,a pattern of action potential activity that is relatively constant and persistent.,,,
term_hippocampome_evidence,stimulate,stimulate,2,Merriam-Webster Medical,Merriam-Webster,Medical,stimulate,http://www.merriam-webster.com/medical/stimulate,1: to excite to activity or growth or to greater activity. 2a: to function as a physiological stimulus to (as a nerve or muscle). 2b: to arouse or affect by a stimulant (as a drug).,,,
