Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Parameter,Parameter_ID,Name of file containing figure,Protocol_tag,FTQ_ID,Figure/Table,Quote reference id,Interpretation notes figures
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex.,Hippocampus,2012,22161956,6082,sag,10,Canto-Witter-2012-1277-Hippocampus_MEC-Fig3C-Cell6082-sag.jpeg,,10303,ephys_figure,608210195610303,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex.,Hippocampus,2012,22161956,6082,APwidth,07,Canto-Witter-2012-1277-Hippocampus_MEC-Fig4D-Cell6082-APwidth.jpeg,,10404,ephys_figure,608207195610404,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex.,Hippocampus,2012,22161956,6082,maxFR,08,Canto-Witter-2012-1277-Hippocampus_MEC-Fig5B-Cell6082-maxFR.jpeg,,10502,ephys_figure,608208195610502,
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex.,Hippocampus,2012,22161956,6082,APampl,06,Canto-Witter-2012-1277-Hippocampus_MEC-Fig6B-Cell6082-APampl.jpeg,,10602,ephys_figure,608206195610602,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex.,Hippocampus,2012,22161956,6082,Vrest,01,Canto-Witter-2012-1277-Hippocampus_MEC-Fig7C1_2_5_6-Cell6082-Vrest.jpeg,,10703,ephys_figure,608201195610703,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex.,Hippocampus,2012,22161956,6082,fAHP,05,Canto-Witter-2012-1277-Hippocampus_MEC-Fig7C1-Cell6082-fAHP.jpeg,,10703,ephys_figure,608205195610703,
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex.,Hippocampus,2012,22161956,6082,Vthresh,04,Canto-Witter-2012-1277-Hippocampus_MEC-Fig7C1-Cell6082-Vthresh.jpeg,,10703,ephys_figure,608204195610703,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex.,Hippocampus,2012,22161956,6082,sAHP,09,Canto-Witter-2012-1277-Hippocampus_MEC-Fig7C2_6-Cell6082-sAHP.jpeg,,10703,ephys_figure,608209195610703,
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6086,fAHP,05,Canto-Witter-2012-1256-Hippocampus-LEC-Fig10C1-Cell6086-fAHP.jpeg,,11003,ephys_figure,608605200811003,
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6086,sAHP,09,Canto-Witter-2012-1256-Hippocampus-LEC-Fig10C1-Cell6086-sAHP.jpeg,,11003,ephys_figure,608609200811003,
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6086,Vrest,01,Canto-Witter-2012-1256-Hippocampus-LEC-Fig10C1-Cell6086-Vrest.jpeg,,11003,ephys_figure,608601200811003,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6086,Vthresh,04,Canto-Witter-2012-1256-Hippocampus-LEC-Fig10C1-Cell6086-Vthresh.jpeg,,11003,ephys_figure,608604200811003,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6086,Rin,02,Canto-Witter-2012-1256-Hippocampus-LEC-Fig3A-Cell6086-Rin.jpeg,,10301,ephys_figure,608602200810301,
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6086,tau,03,Canto-Witter-2012-1256-Hippocampus-LEC-Fig3B-Cell6086-tau.jpeg,,10302,ephys_figure,608603200810302,
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6086,sag,10,Canto-Witter-2012-1256-Hippocampus-LEC-Fig3C-Cell6086-sag.jpeg,,10303,ephys_figure,608610200810303,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6086,APwidth,07,Canto-Witter-2012-1256-Hippocampus-LEC-Fig4D-Cell6086-APwidth.jpeg,,10404,ephys_figure,608607200810404,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6086,APampl,06,Canto-Witter-2012-1256-Hippocampus-LEC-Fig6DE-Cell6086-APampl.jpeg,,10604,ephys_figure,608606200810604,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6086,APampl,06,Canto-Witter-2012-1256-Hippocampus-LEC-Fig6DE-Cell6086-APampl.jpeg,,10605,ephys_figure,608606200810605,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6086,Vrest,01,Canto-Witter-2012-1256-Hippocampus-LEC-Fig9C1_2_4_5-Cell6086-Vrest.jpeg,,10903,ephys_figure,608601200810903,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6086,fAHP,05,Canto-Witter-2012-1256-Hippocampus-LEC-Fig9C1_4-Cell6086-fAHP.jpeg,,10903,ephys_figure,608605200810903,
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6086,Vthresh,04,Canto-Witter-2012-1256-Hippocampus-LEC-Fig9C1_4-Cell6086-Vthresh.jpeg,,10903,ephys_figure,608604200810903,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6086,sAHP,09,Canto-Witter-2012-1256-Hippocampus-LEC-Fig9C2_5-Cell6086-sAHP.jpeg,,10903,ephys_figure,608609200810903,
"Gloveli T, Dugladze T, Schmitz D, Heinemann U.",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus.,European Journal of Neuroscience,2001,11168548,6086,APampl,06,Gloveli-Heinemann-2001-413-EurJNeurosci-Fig4Ab-Cell6086-APampl.jpeg,,10401,ephys_figure,608606854810401,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Gloveli T, Dugladze T, Schmitz D, Heinemann U.",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus.,European Journal of Neuroscience,2001,11168548,6086,sag,10,Gloveli-Heinemann-2001-413-EurJNeurosci-Fig4Ab-Cell6086-sag.jpeg,,10401,ephys_figure,608610854810401,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Gloveli T, Dugladze T, Schmitz D, Heinemann U.",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus.,European Journal of Neuroscience,2001,11168548,6086,Vthresh,04,Gloveli-Heinemann-2001-413-EurJNeurosci-Fig4Ab-Cell6086-Vthresh.jpeg,,10401,ephys_figure,608604854810401,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Gloveli T, Dugladze T, Schmitz D, Heinemann U.",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus.,European Journal of Neuroscience,2001,11168548,6086,fAHP,05,Gloveli-Heinemann-2001-413-EurJNeurosci-Fig4Ad-Cell6086-fAHP.jpeg,,10401,ephys_figure,608605854810401,
"Gloveli T, Dugladze T, Schmitz D, Heinemann U.",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus.,European Journal of Neuroscience,2001,11168548,6086,sAHP,09,Gloveli-Heinemann-2001-413-EurJNeurosci-Fig4Ad-Cell6086-sAHP.jpeg,,10401,ephys_figure,608609854810401,
"Gloveli T, Dugladze T, Schmitz D, Heinemann U.",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus.,European Journal of Neuroscience,2001,11168548,6086,maxFR,08,Gloveli-Heinemann-2001-413-EurJNeurosci-Fig4Ad-Cell6086-maxFR.jpeg,,10401,ephys_figure,608608854810401,
"Gloveli T, Dugladze T, Schmitz D, Heinemann U.",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus.,European Journal of Neuroscience,2001,11168548,6086,Vthresh,04,Gloveli-Heinemann-2001-413-EurJNeurosci-Fig4Bbcd-Cell6086-Vthresh.jpeg,,10402,ephys_figure,608604854810402,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Gloveli T, Dugladze T, Schmitz D, Heinemann U.",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus.,European Journal of Neuroscience,2001,11168548,6086,fAHP,05,Gloveli-Heinemann-2001-413-EurJNeurosci-Fig4Bbcd-Cell6086-fAHP.jpeg,,10402,ephys_figure,608605854810402,
"Gloveli T, Dugladze T, Schmitz D, Heinemann U.",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus.,European Journal of Neuroscience,2001,11168548,6086,APampl,06,Gloveli-Heinemann-2001-413-EurJNeurosci-Fig4Bbcd-Cell6086-APampl.jpeg,,10402,ephys_figure,608606854810402,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Gloveli T, Dugladze T, Schmitz D, Heinemann U.",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus.,European Journal of Neuroscience,2001,11168548,6086,sAHP,09,Gloveli-Heinemann-2001-413-EurJNeurosci-Fig4Bbcd-Cell6086-sAHP.jpeg,,10402,ephys_figure,608609854810402,
"Gloveli T, Schmitz D, Empson RM, Dugladze T, Heinemann U.",Morphological and electrophysiological characterization of layer III cells of the medial entorhinal cortex of the rat.,Neuroscience,1997,9070741,6087,APampl,06,Gloveli-Heinemann-1997-Neuroscience-77-629-Fig8C-Cell8087-APampl.jpeg,,10803,ephys_figure,608706074110803,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Gloveli T, Schmitz D, Empson RM, Dugladze T, Heinemann U.",Morphological and electrophysiological characterization of layer III cells of the medial entorhinal cortex of the rat.,Neuroscience,1997,9070741,6087,fAHP,05,Gloveli-Heinemann-1997-Neuroscience-77-629-Fig8C-Cell8087-fAHP.jpeg,,10803,ephys_figure,608705074110803,
"Gloveli T, Schmitz D, Empson RM, Dugladze T, Heinemann U.",Morphological and electrophysiological characterization of layer III cells of the medial entorhinal cortex of the rat.,Neuroscience,1997,9070741,6087,sAHP,09,Gloveli-Heinemann-1997-Neuroscience-77-629-Fig8C-Cell8087-sAHP.jpeg,,10803,ephys_figure,608709074110803,
"Gloveli T, Schmitz D, Empson RM, Dugladze T, Heinemann U.",Morphological and electrophysiological characterization of layer III cells of the medial entorhinal cortex of the rat.,Neuroscience,1997,9070741,6087,Vthresh,04,Gloveli-Heinemann-1997-Neuroscience-77-629-Fig8C-Cell8087-Vthresh.jpeg,,10803,ephys_figure,608704074110803,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Gloveli T, Schmitz D, Empson RM, Dugladze T, Heinemann U.",Morphological and electrophysiological characterization of layer III cells of the medial entorhinal cortex of the rat.,Neuroscience,1997,9070741,6087,Rin,02,Gloveli-Heinemann-1997-Neuroscience-77-629-Tab1-Cell6087-Rin.jpeg,,20100,ephys_table,608702074120100,
"Gloveli T, Schmitz D, Empson RM, Dugladze T, Heinemann U.",Morphological and electrophysiological characterization of layer III cells of the medial entorhinal cortex of the rat.,Neuroscience,1997,9070741,6087,tau,03,Gloveli-Heinemann-1997-Neuroscience-77-629-Tab1-Cell6087-tau.jpeg,,20100,ephys_table,608703074120100,
"Gloveli T, Schmitz D, Empson RM, Dugladze T, Heinemann U.",Morphological and electrophysiological characterization of layer III cells of the medial entorhinal cortex of the rat.,Neuroscience,1997,9070741,6087,Vrest,01,Gloveli-Heinemann-1997-Neuroscience-77-629-Tab1-Cell6087-Vrest.jpeg,,20100,ephys_table,608701074120100,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6092,Rin,02,Canto-Witter-2012-1256-Hippocampus-LEC-Fig3A-Cell6092-Rin.jpeg,,10301,ephys_figure,609202200810301,
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6092,tau,03,Canto-Witter-2012-1256-Hippocampus-LEC-Fig3B-Cell6092-tau.jpeg,,10302,ephys_figure,609203200810302,
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6092,sag,10,Canto-Witter-2012-1256-Hippocampus-LEC-Fig3C-Cell6092-sag.jpeg,,10303,ephys_figure,609210200810303,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6092,APwidth,07,Canto-Witter-2012-1256-Hippocampus-LEC-Fig4D-Cell6092-APwidth.jpeg,,10404,ephys_figure,609207200810404,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6092,APampl,06,Canto-Witter-2012-1256-Hippocampus-LEC-Fig6C-Cell6092-APampl.jpeg,,10603,ephys_figure,609206200810603,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6092,Vrest,01,Canto-Witter-2012-1256-Hippocampus-LEC-Fig8C1_2_4_5-Cell6092-Vrest.jpeg,,10803,ephys_figure,609201200810803,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6092,fAHP,05,Canto-Witter-2012-1256-Hippocampus-LEC-Fig8C1_4-Cell6092-fAHP.jpeg,,10803,ephys_figure,609205200810803,
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6092,Vthresh,04,Canto-Witter-2012-1256-Hippocampus-LEC-Fig8C1_4-Cell6092-Vthresh.jpeg,,10803,ephys_figure,609204200810803,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6092,sAHP,09,Canto-Witter-2012-1256-Hippocampus-LEC-Fig8C2-Cell6092-sAHP.jpeg,,10803,ephys_figure,609209200810803,
"Tahvildari B, Alonso A.",Morphological and electrophysiological properties of lateral entorhinal cortex layers II and III principal neurons.,Journal of Computational Neurology,2005,16127693,6092,fAHP,05,Tahvildari-Alonso-2005-123-JCompNeurol-Fig11E-Cell6092-fAHP.jpeg,,11105,ephys_figure,609205769311105,
"Tahvildari B, Alonso A.",Morphological and electrophysiological properties of lateral entorhinal cortex layers II and III principal neurons.,Journal of Computational Neurology,2005,16127693,6092,sAHP,09,Tahvildari-Alonso-2005-123-JCompNeurol-Fig11E-Cell6092-sAHP.jpeg,,11105,ephys_figure,609209769311105,
"Tahvildari B, Alonso A.",Morphological and electrophysiological properties of lateral entorhinal cortex layers II and III principal neurons.,Journal of Computational Neurology,2005,16127693,6092,maxFR,08,Tahvildari-Alonso-2005-123-JCompNeurol-Fig7B-Cell6092-maxFR.jpeg,,10702,ephys_figure,609208769310702,
"Tahvildari B, Alonso A.",Morphological and electrophysiological properties of lateral entorhinal cortex layers II and III principal neurons.,Journal of Computational Neurology,2005,16127693,6092,APampl,06,Tahvildari-Alonso-2005-123-JCompNeurol-Tab2-Cell6092-APampl.jpeg,,20200,ephys_table,609206769320200,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Tahvildari B, Alonso A.",Morphological and electrophysiological properties of lateral entorhinal cortex layers II and III principal neurons.,Journal of Computational Neurology,2005,16127693,6092,APwidth,07,Tahvildari-Alonso-2005-123-JCompNeurol-Tab2-Cell6092-APwidth.jpeg,,20200,ephys_table,609207769320200,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Tahvildari B, Alonso A.",Morphological and electrophysiological properties of lateral entorhinal cortex layers II and III principal neurons.,Journal of Computational Neurology,2005,16127693,6092,Rin,02,Tahvildari-Alonso-2005-123-JCompNeurol-Tab2-Cell6092-Rin.jpeg,,20200,ephys_table,609202769320200,
"Tahvildari B, Alonso A.",Morphological and electrophysiological properties of lateral entorhinal cortex layers II and III principal neurons.,Journal of Computational Neurology,2005,16127693,6092,tau,03,Tahvildari-Alonso-2005-123-JCompNeurol-Tab2-Cell6092-tau.jpeg,,20200,ephys_table,609203769320200,
"Tahvildari B, Alonso A.",Morphological and electrophysiological properties of lateral entorhinal cortex layers II and III principal neurons.,Journal of Computational Neurology,2005,16127693,6092,Vrest,01,Tahvildari-Alonso-2005-123-JCompNeurol-Tab2-Cell6092-Vrest.jpeg,,20200,ephys_table,609201769320200,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Tahvildari B, Alonso A.",Morphological and electrophysiological properties of lateral entorhinal cortex layers II and III principal neurons.,Journal of Computational Neurology,2005,16127693,6092,Vthresh,04,Tahvildari-Alonso-2005-123-JCompNeurol-Tab2-Cell6092-Vthresh.jpeg,,20200,ephys_table,609204769320200,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6094,Rin,02,Canto-Witter-2012-1256-Hippocampus-LEC-Fig3A-Cell6094-Rin.jpeg,,10301,ephys_figure,609402200810301,
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6094,tau,03,Canto-Witter-2012-1256-Hippocampus-LEC-Fig3B-Cell6094-tau.jpeg,,10302,ephys_figure,609403200810302,
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6094,sag,10,Canto-Witter-2012-1256-Hippocampus-LEC-Fig3C-Cell6094-sag.jpeg,,10303,ephys_figure,609410200810303,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6094,APwidth,07,Canto-Witter-2012-1256-Hippocampus-LEC-Fig4D-Cell6094-APwidth.jpeg,,10404,ephys_figure,609407200810404,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6094,APampl,06,Canto-Witter-2012-1256-Hippocampus-LEC-Fig6B-Cell6094-APampl.jpeg,,10602,ephys_figure,609406200810602,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6094,Vrest,01,Canto-Witter-2012-1256-Hippocampus-LEC-Fig7C1_2_4_5-Cell6094-Vrest.jpeg,,10703,ephys_figure,609401200810703,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6094,fAHP,05,Canto-Witter-2012-1256-Hippocampus-LEC-Fig7C1_4-Cell6094-fAHP.jpeg,,10703,ephys_figure,609405200810703,
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6094,Vthresh,04,Canto-Witter-2012-1256-Hippocampus-LEC-Fig7C1_4-Cell6094-Vthresh.jpeg,,10703,ephys_figure,609404200810703,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6094,sAHP,09,Canto-Witter-2012-1256-Hippocampus-LEC-Fig7C5-Cell6094-sAHP.jpeg,,10703,ephys_figure,609409200810703,
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6094,maxFR,08,Canto-Witter-2012-1256-Hippocampus-LEC-Fig7C5-Cell6094-maxFR.jpeg,,10703,ephys_figure,609408200810703,
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6095,Rin,02,Canto-Witter-2012-1256-Hippocampus-LEC-Fig3A-Cell6095-Rin.jpeg,,10301,ephys_figure,609502200810301,
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6095,tau,03,Canto-Witter-2012-1256-Hippocampus-LEC-Fig3B-Cell6095-tau.jpeg,,10302,ephys_figure,609503200810302,
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6095,sag,10,Canto-Witter-2012-1256-Hippocampus-LEC-Fig3C-Cell6095-sag.jpeg,,10303,ephys_figure,609510200810303,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6095,APwidth,07,Canto-Witter-2012-1256-Hippocampus-LEC-Fig4D-Cell6095-APwidth.jpeg,,10404,ephys_figure,609507200810404,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6095,maxFR,08,Canto-Witter-2012-1256-Hippocampus-LEC-Fig5D-Cell6095-maxFR.jpeg,,10504,ephys_figure,609508200810504,
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6095,APampl,06,Canto-Witter-2012-1256-Hippocampus-LEC-Fig6D-Cell6095-APampl.jpeg,,10604,ephys_figure,609506200810604,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6095,Vrest,01,Canto-Witter-2012-1256-Hippocampus-LEC-Fig9C1_2_4_5-Cell6095-Vrest.jpeg,,10903,ephys_figure,609501200810903,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6095,fAHP,05,Canto-Witter-2012-1256-Hippocampus-LEC-Fig9C1_4-Cell6095-fAHP.jpeg,,10903,ephys_figure,609505200810903,
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6095,Vthresh,04,Canto-Witter-2012-1256-Hippocampus-LEC-Fig9C1_4-Cell6095-Vthresh.jpeg,,10903,ephys_figure,609504200810903,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Canto CB, Witter MP.",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex.,Hippocampus,2012,22162008,6095,sAHP,09,Canto-Witter-2012-1256-Hippocampus-LEC-Fig9C2_5-Cell6095-sAHP.jpeg,,10903,ephys_figure,609509200810903,
"Middleton S, Jalics J, Kispersky T, Lebeau FE, Roopun AK, Kopell NJ, Whittington MA, Cunningham MO.",NMDA receptor-dependent switching between different gamma rhythm-generating microcircuits in entorhinal cortex.,Proceedings of the National Academy of Sciences of the United States of America,2008,18997013,6096,sag,10,Middleton-Cunningham-2008-18572-PNAS-PMID18997013-Fig2A-Cell6096-sag.jpeg,,10201,ephys_figure,609610701310201,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
