ReferenceID,CellID,CellType,Material Used,Location in reference,Interpretation,Authors,Title,Journal/Book,Year,PMID/ISBN,pmid_isbn_page,Area,Soma_state,Soma,Species,Strain,Type,Gender,Age,Slice,Recording,Labeled,Markers,Input,Output,Sections
800232,4036,,"""FIG. 1. Intracellularly recorded and biocytin-filled axo-axonic cell in subfield CA 1 of the rat hippocampus. The cell was reconstructed with light microscopy from 5 X 60-[micro]m-thick sections. The cell body that was located in the pyramidal cell layer (between ---) gave rise to several dendrites that traversed stratum radiatum (srad) and formed a characteristic apical tuft in the stratum lacunosum moleculare (slm). A skirt of basal dendrites coursed through the stratum oriens (so), with their tips protruding into the alveus. The axon, which was only partially filled, formed a dense band of terminal branches in the lower half of and subjacent to the pyramidal cell layer. Properties of this cell are also shown in Figs. 4A, 6A, 10A, and 11, A, C, and D. Scale bar = 100 [micro]m.""","p1292, Fig1",,"Buhl EH, Han ZS, Lorinczi Z, Stezhka VV, Karnup SV, Somogyi P",Physiological properties of anatomically identified axo-axonic cells in the rat hippocampus,J Neurophysiol,1994,8035215,0,CA1,Erased,SP,Rat,Wistar,Wildtype ,Female,Young,Horizontal,Intracellular,Biocytin 2%,,,,
800234,4036,,"""Figure 5. Sub-populations of AACs show distinct action potential discharge probabilities during ripples. (A and B) Full reconstruction of dendritic arborizations and cell bodies of two representative AAC cells. Note that the cell body in (A) is located within stratum pyramidale (C-AAC), but the cell in (B) is in the stratum oriens (E-AAC; scale: 100 [micro]m).""","p11, Fig5A",,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,CA1,Erased,SP,Mouse,C57BL/6,Wildtype,Both,3-12 moths,NS,Juxtacellular,Neurobiotin 2%,,,PC,60 thick
800236,4036,,"""Fig. 4. Features of a PV-IR fast-spiking putative axo-axonic cell. A: Light microscopic reconstruction of the axo-axonic cell (black: soma/dendrites; grey: axonal arbour). ... Scale bar in A = 100 [micro]m.""","p353, Fig4A",,"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,0,CA1,Erased,SR,Rat,SD,Wildtype,Male,6-7 weeks,Coronal,Intracellular,Biocytin 2%,,,,
800238,4078,,"""Figure 7. Electrophysiological and morphological characterization of perisomatic PV-positive cells A, Neurolucida reconstruction of the biocytin-�lled PV-positive basket cell. The soma and radial dendrites are drawn in red, whereas the axon is in black. The axonal branches from the basket cells are mainly restricted to stratum pyramidale. Hippocampal layers are depicted schematically. CA3, CA3 area; str. or., stratum oriens; str. pyr., stratum pyramidale; str. rad., stratum radiatum.""","p142, Fig7A",,"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,0,CA1,Included,,Mouse,C57BL/6,Transgenic (PV),NS,18-25 PD,Horizontal,Whole cell,Biocytin 0.5%,PV,,,
800240,4078,,"""Figure 1 Firing patterns of an identified PV-expressing basket cell during different behavioral states. (a) Reconstruction of soma, dendrites (black, complete) and axon (red, one 70-[micro]m-thick section). Arrow indicates the main axon.""","p1266, Fig1a",,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,CA1,Erased,SP,Rat,SD,Wildtype,NS,300-550g,,Juxtacellular,Neurobiotin 3%,"PV (s,d), ErbB4 (d)",,,1 of 70 microns
800242,4078,,"""Figure 1. Identification of recorded perisomatically targeting basket cells in the CA1 region of the hippocampus. A, B, Camera lucida drawings of a representative PV+ (A) and CCK+ (B) basket cell used in this study; the dense axonal arborization is restricted mainly to the stratum pyramidale.""","p10995, Fig1A",,"Lee SY, Foldy C, Szabadics J, Soltesz I",Cell-type-specific CCK2 receptor signaling underlies the cholecystokinin-mediated selective excitation of hippocampal parvalbumin-positive fast-spiking basket cells,Journal of Neuroscience,2011,21795548,0,CA1,Erased,SP,Rat,SD,Wildtype,Both,16-22PD,Transverse,Whole cell,Biocytin 0.2%,PV,,PC,
800244,4079,,"""Fig. 5 Morphology of CA1 perisomatic inhibitory interneurons. ... B A str. radiatum BC with morphological feature of CCK-BCs. Note the dense axon (red) in and near the cell body layer (str. pyr.). ... Scale bars � 100 [micro]m (A, from Cobb et al., 1997; B from Vida et al., 1998; C from Buhl et al., 1994b, reproduced with permission. c Elsevier, Wiley-Blackwell, and the American Physiological Society.)""","p46, Fig5B",,Vida I,Morphology of Hippocampal Neurons,Hippocampal Microcircuits,2010, 978-1-4419-0995-4,27,CA1,Erased,SR,Rat,Wistar,Wildtype,Female,6-7 weeks,Horizontal,Intracellular,Biocytin 2%,,,,
800246,4079,,"""Figure1. Four classes of interneuron. A, Reconstruction of a representative synaptically connected CCK basket cell to PC pair; PC soma and dendrites shown in purple (axon not recovered), basket cell dendrites and soma in gray, and axon in black.""","p11113, Fig1A",,"Daw MI, Ticoire L, Erdelyi F, Szabo G, and McBain CJ",Asynchronous transmitter release from cholecystokinin-containing inhibitory interneurons is widespread and target-cell independent,J Neurosci.,2009,19741117,0,CA1,Erased,SP,Mouse,C57BL/6,GAD-65 GFP or PV GFP,NS,12-22 PD,Transverse,Whole Cell,Biocytin (2mg/ml),GAD- or PV,,PC,
800248,4080,,"""Fig. 2. Distinct spike timing of a bistratified and an O-LM interneuron during gamma oscillations. (A) Reconstruction of the neurobiotin-labelled soma and dendrites (red; shown complete) and axons (yellow; shown from only five 70-[micro]m-thick sections). A pyramidal cell is superimposed in blue for orientation (different scale and animal).""","p949, Fig2A",,Klausberger T,GABAergic interneurons targeting dendrites of pyramidal cells in the CA1 area of the hippocampus,European Journal of Neuroscience,2009,19735288,0,CA1,Erased,SP,Rat,SD,Wildtype ,Male,250-350g,NS,Juxtacellular,Neurobiotin 0.5%,,,,
800250,4080,,"""Figure 1 Firing pattern and labeling of a bistratified cell (T92a) in the hippocampus in vivo. ... (b) Reconstruction of the recorded and neurobiotin-labeled cell. The soma and dendrites (red) are shown complete; the axon (yellow) is shown from only eight sections of 65 [micro]m thickness for clarity. Note that the axon branches preferentially in stratum radiatum and stratum oriens, but largely avoids stratum pyramidale and lacunosum moleculare. SO, stratum oriens; SP, stratum pyramidale; SR, stratum radiatum; SLM, stratum lacunosum moleculare. Scale bars: ... (b) 100 [micro]m.""","p42, Fig1b",,"Klausberger T, M�rton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,0,CA1,Erased,SP,Rat,SD,Wildtype,Male,250-350g,NS,Juxtacellular,Neurobiotin 1.5%,"PV, SM, NPY, GABARalpha1",,,
800252,4080,,"""Figure 3. In vivo firing patterns and visualization of a bistratified cell (T83a) A, reconstruction of the neurobiotin-labelled bistratified cell. The soma and dendrites (orange) are shown complete; the axon (yellow) is shown only from 3 sections of 65 [micro]m thickness for clarity. Note that the axon branches preferentially in stratum radiatum (str. rad.) and stratum oriens (str. or.), but avoids stratum pyramidale (str. pyr.) and stratum lacunosum-moleculare. Reconstruction made by and presented courtesy of Peter Szucs. Scale bar, 100 [micro]m.""","p18, Fig3A",,"Somogyi P, Klausberger T",Defined types of cortical interneurone structure space and spike timing in the hippocampus,The Journal of Physiology,2005,15539390,0,CA1,Erased,SP,Rat,SD,Wildtype,Male,250-350g,NS,Juxtacellular,Neurobiotin 1.5%,"SM, NPY",,,
800254,4081,,"""Figure 2. Firing Patterns, Molecular Characteristics, and Spatial Distribution of an Ivy Cell Recorded In Vivo (A) Schematic sagittal view (top left) of the axonal (yellow) and dendritic (orange) fields and reconstruction in the coronal plane of a neurobiotin-labeled Ivy cell (P2a). The soma and dendrites are shown from all sections; the axon is presented only from three 70-[micro]m-thick sections for clarity. Note the very dense axon in stratum oriens.""","p920, Fig2A",,"Fuentealba P, Begum R, Capogna M, Jinno S, M_rton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,0,CA1,Erased,SP,Rat,SD,Wildtype,Male,250-350g,NS,Juxtacellular,Neurobiotin 1.5%,"NOS, NPY",,,
800256,4081,,"""Figure 6. Synaptic Transmission and Reconstruction of a Reciprocally Connected Ivy and Pyramidal Cell Pair in the CA1 Region of the Hippocampus (A) Reconstruction (from a 450-[micro]m-thick slice) of the Ivy cell (soma/dendrites in orange, axon in yellow) and the pyramidal cell (soma/dendrites in light blue, axon in white). A large portion of the interneuron�s axonal arbor is located in stratum pyramidale and stratum oriens, with very few collaterals extending into stratum radiatum and alveus.""","p925, Fig6A",,"Fuentealba P, Begum R, Capogna M, Jinno S, M_rton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,0,CA1,Erased,SP,Rat,SD,Wildtype,Male,250-350g,NS,Juxtacellular,Neurobiotin 1.5%,"NOS, NPY",,,
800258,4012,,"""Figure 1. Slow IPSCs recorded from NGFCs. ... C, Light microscopic reconstruction (100x) of a biocytin-labeled NGFC (soma and dendrites in red; axon in blue) in acute slice. The axonal arbor remains mostly segregated within the SLM but at some locations crosses the hippocampal fissure into the stratum moleculare. Note also that the axon overlaps extensively with the dendritic arbor forming putative autaptic contacts.""","p9900, Fig1C",,"Karayannis T, Elfant D, Huerta-Ocampo I, Teki S, Scott RS, Rusakov DA, Jones MV, Capogna M",Slow GABA Transient and Receptor Desensitization Shape Synaptic Responses Evoked by Hippocampal Neurogliaform Cells,Journal of Neuroscience,2010,20660272,0,CA1,Erased,SLM,Rat,SD,Wildtype,Male,18-22 PD,Horizontal,Whole Cell,Biocytin 0.5%,,,"Autapsis, NGFC, PC",
800260,4012,,"""Figure 1. Reconstruction of NG cells in the SLM of area CA1. ... B, Reconstruction of another NG cell (P13) illustrating dendrites (black) and axons (gray). ... The dendrites and axon are mostly restricted to the CA1 SLM. SLM, Stratum lacunosum moleculare; ML, molecular layer of the dentate gyrus.""","p6778, Fig1B",,"Price CJ, Cauli B, Kovacs ER, Kulik A, Lambolez B, Shigemoto R, Capogna M",Neurogliaform neurons form a novel inhibitory network in the hippocampal CA1 area,The Journal of Neuroscience,2005,16033887,0,CA1,Erased,SLM,Rat,SD,Wildtype,NS,12-21 PD,Horizontal,Whole Cell,Biocytin 0.5%,"NPY, NOS","PP, SC",,
800262,4069,,"""Figure 1. Comparison of sIPSC kinetics in pyramidal cells and an O-LM cell. ... C, Camera lucida reconstruction of the O-LM cell in B from three 80-[micro]m-thick vibratome sections. The cell had a spiny dendritic tree restricted to the str. oriens, whereas most axon collaterals were found in the str. lacunosum-moleculare.""","p8430, Fig1C",,"Hajos N, Mody I",Synaptic communication among hippocampal interneurons: properties of spontaneous IPSCs in morphologically identified cells,The Journal of Neuroscience,1997,9334415,0,CA1,Erased,SO,Rat,Wistar,Wildtype,Male,20-28 PD,Coronal,Whole Cell,Biocytin 1.5%,,,,3 of 80 microns
800264,4069,,"""Figure 1. Properties of O-LM cells A and C, two cells with similar dendritic and axonal patterns (Aa and Ca), but showing either facilitating-depressing (Ab) or purely facilitating (Cb) patterns of short-term plasticity of EPSCs.""","p198, Fig1Aa",,"Losonczy A, Zhang L, Shigemoto R, Somogyi P, Nusser Z",Cell type dependence and variability in the short-term plasticity of EPSCs in identified mouse hippocampal interneurones,Journal of Physiology,2002,12096061,0,CA1,Erased,SO,Mouse,C57BL/6,Wildtype,NS,12-21 PD,Horizontal,Whole Cell,Biocytin 0.013%,"SM, mGluR1 alpha",,,
800266,4069,,"""Fig. 1. Interneuron dendrites are the sites of synaptic input and axonal output. ... (C) Camera lucida reconstruction of a biocytin-filled oriens-alveus interneuron. Axon, red; soma and dendrites, black. Str. l.-m., stratum lacunosum-moleculare; str. rad., stratum radiatum; str. pyr., stratum pyramidale; str. ori., stratum oriens.""","p296, Fig1C",,"Martina M, Vida I, Jonas P",Distal initiation and active propagation of action potentials in interneuron dendrites,Science,2000,10634782,0,CA1,Erased,SO,Rat,Wistar,Wildtype,NS,13-21 PD,Horizontal,Whole Cell,Biocytin,,SM,,
800268,4069,,"""Figure 4. Stratum oriens interneurons innervating stratum lacunosum- moleculare (OLM or horizontal cells): morphology and opioid pharmacology. A, Camera lucida reconstruction of an interneuron with its axonal projection almost exclusively in stratum lacunosum-moleculare. The dendrites of this cell course parallel with the alveus border and are restricted to stratum oriens.""","p91, Fig4A",,"Svoboda KR, Adams CE, Lupica CR",Opioid receptor subtype expression defines morphologically distinct classes of hippocampal interneurons,Journal of Neuroscience,1999,9870941,0,CA1,Erased,SO,Rat,SD,Wildtype,Male,14-30 PD,Horizontal,Whole cell,Biocytin 0.25%,,,,
800270,4069,,"""Figure 1. Light microscopic reconstructions and voltage responses to current steps of the investigated cell types recorded in the stratum oriens of hippocampal CA1 region A, example artistic renderings of light microscopic reconstructions of a pyramidal cell (PC), an oriens-radiatum cell (O-R), an oriens-lacunosum-moleculare cell (OLM), and a fast spiking perisomatic region-targeting interneuron (FS PTI). Dendrites are represented in black and axons in red. Dendritic spines are enhanced for visibility.""","p2114, Fig1A",,"Zemankovics R, Kali S, Paulsen O, Freund TF, Hajos N",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics,Journal of Physiology,2010,20421280,0,CA1,Erased,SO,Rat,Wistar,Wildtype,Male,14-26 PD,Horizontal,Whole cell,Biocytin 5mg/ml,,,,
800272,4015,,"""Figure 1. Distinct axonal arborizations of CCK+ BCs and SCAs in the CA1 region of the rat hippocampus. A, B, ... The camera lucida drawings of the two cells reveal sharp differences in the axonal layer specificity.""","p7994, Fig1B",,"Lee SH, Foldy C, Soltesz I",Distinct endocannabinoid control of GABA release at perisomatic and dendritic synapses in the hippocampus,J Neurosci,2010,20534847,0,CA1,Erased,SP,Rat,SD,Wildtype ,NS,3 weeks,Transversal,Whole cell,Biocytin 0.2%,,,,
800274,4015,,"""Figure 2. In vivo firing patterns and visualization of a CCK-expressing, apical dendrite- innervating cell (T46d). A, Reconstruction of the soma and dendrites (orange) is shown complete; the axon (yellow) is shown only from three sections of 65 [micro]m thickness for clarity. st. rad., Stratum radiatum; st. pyr., stratum pyramidale; st. or., stratum oriens; st. l.m., stratum lacunosum moleculare. Scale bar, 100 [micro]m.""","p9785, Fig2A",,"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P","Complementary Roles of Cholecystokinin- and Parvalbumin-
Expressing GABAergic Neurons in Hippocampal Network Oscillations",Journal of Neuroscience,2005,16237182,0,CA1,Erased,SR,Rat,SD,Wildtype,Male,250-350g,NS,Juxtacellular,Neurobiotin 1.5%,CCK,,,
800276,4015,,"""Fig. 9. Features of a regular-spiking CCK-IR trilaminar cell. A: Light microscopic reconstruction of the trilaminar cell (black: soma/dendrite; grey: axonal arbour; 649 boutons: SO 27%, SP 23%, SR 50%).""","p360, Fig9A",,"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,0,CA1,Erased,SR,Rat,SD,Wildtype,Male,120-200g,Coronal,Intracellular,Biocytin 2%,CCK,,,3 of 60 microns
800278,4015,,"""Fig. 8. Morphology of interneurons with muscarinic synaptic responses. Axonal arborizations are depicted in red and dendrites are depicted in green. ... Example morphology of multilaminar projecting interneurons that responded to ACh synaptic release with biphasic (C) and depolarizing responses (D). ... (scale bar = 100 [micro]m).""","p169, Fig8C",,"Bell LA, Bell KA, McQuiston AR",Synaptic muscarinic response types in hippocampal CA1 interneurons depend on different levels of presynaptic activity and different muscarinic receptor subtypes,Neuropharmacology,2013,23747570,0,CA1,Erased,SLM,Mouse,134B6,Transgenic (Chat),,38-49 Pd,Horizontal,Whole cell,Biocytin 0.1%,,,,
800280,4000,,"""Fig. 10. Camera lucida reconstructions of six adult cells. Cells A-D are examples of cells with somata located at increasing distances from the s. pyramidale/s. radiatum border. The numbers alongside each cell give the number of basal and oblique terminations of that cell. ... (o, s. oriens; p, s. pyramidale; r, s. radiatum; lm, s. lacunosum-moleculare). Scale bar = 100 [micro]m.""","p156, Fig10A",,"Bannister NJ, Larkman AU",Dendritic morphology of CA1 pyramidal neurones from the rat hippocampus: I. Branching patterns,J Comp Neurol,1995,7499560,0,CA1,Erased,SP,Rat,SD,Wildtype,Male,100-150g,Horizontal ,Intracellular,Biocytin,,,,
800282,4000,,"""Fig. 12. Computer generated line drawings of CA1 pyramidal cells from the mid two thirds of the field. Proximal CA1 (towards CA2) is to the left of the upper row and distal CA1 (towards the subiculum) is to the right of the lower row. CA1 pyramidal cells typically demonstrate either 1 primary apical dendrite, as in C9236E, or 2 primary apical dendrites, as in CD0351. Scale bar: 100 [micro]m.""","p36, Fig12_C12861",,"Ishizuka N, Cowan WM, Amaral DG",A quantitative analysis of the dendritic organization of pyramidal cells in the rat hippocampus,J Comp Neurol,1995,8576427,0,CA1,Erased,SP,rat,SD,Wildtype,Female,33-57 PD,Horizontal,Intracellular,2% HRP,,,,
800284,4000,,"""Figure 2. Morphological features of pyramidal cells recorded and filled in the CA1 and CA2 regions of the adult rat hippocampus. ... C, Neuro lucida reconstruction of a typical CA1 pyramidal cell. The dendritic arbor (black) extended through all layers, and the axon (gray) emitted collaterals in SO.""","p7331, Fig2C",,"Mercer A, Trigg HL, Thomson AM",Characterization of Neurons in the CA2 Subfield of the Adult Rat Hippocampus,The Journal of Neuroscience,2007,17611285,0,CA1,Erased,SP,Rat,SD,Wildtype,Male,90-200g,NS,Intracellular,Biocytin,,,,60 um
800286,4094,,"""Figure 2. Optogenetically triggered firing in Cajal-Retzius cells. A, Camera lucida tracing of whole-cell, biocytin-filled, EYFP- expressing neurons of stratum lacunosum-moleculare reveals the typical features of Cajal-Retzius (l-m, stratum lacunosum-moleculare).""","p13021, Fig2A_1",,"Quattrocolo G, Maccaferri G",Optogenetic activation of cajal-retzius cells reveals their glutamatergic output and a novel feedforward circuit in the developing mouse hippocampus,Journal of Neuroscience,2014,25253849,0,CA1,Erased,SLM,Mouse,Wnt3a-IRES-Cre/ChR2 (H134R-EYFP),Transgenic ,NS,8-18 PD,Transverse,Whole cell,Biocytin 0.3%,Relin  ,"OLM, OLM-Cajal Retzius",NG Cells,
800288,4094,,"""Figure 2. Optogenetically triggered firing in Cajal-Retzius cells. A, Camera lucida tracing of whole-cell, biocytin-filled, EYFP- expressing neurons of stratum lacunosum-moleculare reveals the typical features of Cajal-Retzius (l-m, stratum lacunosum-moleculare).""","p13021, Fig2A_2",,"Quattrocolo G, Maccaferri G",Optogenetic activation of cajal-retzius cells reveals their glutamatergic output and a novel feedforward circuit in the developing mouse hippocampus,Journal of Neuroscience,2014,25253849,0,CA1,Erased,SLM,Mouse,Wnt3a-IRES-Cre/ChR2 (H134R-EYFP),Transgenic ,NS,8-18 PD,Transverse,Whole cell,Biocytin 0.3%,Relin  ,"OLM, OLM-Cajal Retzius",NG Cells,
800290,4054,,"""Figure 5. Basic morphological and electrophysiological characteristics of RGs. A1-A3 show camera lucida drawings from representative cells of this class. Calibration bar, 50 [micro]m. Note the triangular cell body from which two main diverging dendritic shafts emerge and the axon collateral ramifying in st. oriens/alveus (arrows).""","p5340, Fig5A1",,"Maccaferri,  G.  &  McBain,  C.J.",Long-term potentiation in distinct subtypes of hippocampal nonpyramidal neurons. ,Journal of Neuroscience,1996,8757246,0,CA1,Erased,SR,Rat,SD,Wildtype,NS,16-22 PD,Transverse,Perforaten patch or whole cell,Biocytin 0.3%,,temporoamonic pathway,,
800292,4038,,"""FIGURE 1. Identification of horizontal axo-axonic cells. A: Reconstruction of a cell showing dendrites (thick processes) running mainly parallel with the layers in stratum oriens (str. or.) and axonal arbor mostly in the deep pyramidal layer (str. pyr.) and adjacent stratum oriens. Note the characteristic radial axonal terminal segments (arrows) defining it as an axo-axonic cell. Some shrinkage is likely to have occurred during the histological processing, which is apparent from the undulating appearance of the dendrites.""","p236, Fig1A",,"Ganter P, Somogyi P",Properties of Horizontal Axo-axonic Cells in Stratum Oriens of the Hippocampal CA1 Area of Rats In Vitro,Hippocampus,2004,15098728,0,CA1,Erased,SO,Rat,Wistar,Wildtype,NS,12-16 PD,Horizontal,Whole cell,biocytin 5mg/ml,PV,,,60 thick
800294,4038,,"""Fig. 1. ... C: Chandelier cell in CA1 with the cell body located in stratum oriens (cell 8 in A). Open arrow points to the origin of the axon from the cell body. ... Scale bar = 100 [micro]m in B, C""","p31, Fig1C",,"Martinez A, Lubke J, Del Rio JA, Soriano E, Frotscher M",Regional variability and postsynaptic targets of chandelier cells in the hippocampal formation of the rat,Journal of Comparative Neurology,1996,8946282,0,CA1,Erased,SO,Rat ,SD ,Wiltype,Female,1-3 months,Transverse,,Lucifer yellow,,,,
800296,4039,,"""Figure 3. VIP-expressing basket cells provide  perisomatic inhibition to CA1 PCs A, Anatomical properties of VIP-positive BCs, as shown by a representative reconstruction, which illustrates the preferential targeting of the PYR layer by this cell type. The axon is shown in red and the dendrites are shown in black.""","p4539, Fig3A",,"Tyan L, Chamberland S, Magnin E, Camir� O, Francavilla R, David LS, Deisseroth K, Topolnik L",Dendritic inhibition provided by interneuron-specific cells controls the firing rate and timing of the hippocampal feedback inhibitory circuitry,Journal of Neuroscience,2014,24671999,0,CA1,Erased, SO,Mouse,B(Cg)-Calb2,Transgenic,Both,19-135 PD,Transverse,Whole cell,Biocytin 0.3%,"CCk, VIP",,,
800298,4039,,"""Figure 1. Light microscopic reconstructions and voltage responses to current steps of the investigated cell types recorded in the stratum oriens of hippocampal CA1 region A, example artistic renderings of light microscopic reconstructions of a pyramidal cell (PC), an oriens-radiatum cell (O-R), an oriens-lacunosum-moleculare cell (OLM), and a fast spiking perisomatic region-targeting interneuron (FS PTI). Dendrites are represented in black and axons in red. Dendritic spines are enhanced for visibility.""","p2114, Fig1A",,"Zemankovics R, Kali S, Paulsen O, Freund TF, Hajos N",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics,Journal of Physiology,2010,20421280,0,CA1,Erased, SO,Rat,Wistar,Wildtype,Male,14-16 PD,Horizontal,Whole Cell,Biocytin 5mg/ml,,,,
800300,4022,,"""Fig. 2.  Camera ludica drawings of VIP[vasoactive intestinal polypeptide]-positive interneurons projecting to the O/A [stratum oriens and alveus] border in the CA1 region.  The reconstructions were made by a drawing tube from two to seven, 60-[micro]m-thick, serial sections.  Axon initial segments are labelled by arrowheads.  The dendrites are radially oriented, and rarely branch before reaching stratum lacunosum-moleculare.  The main axons run directly towards the alvear border, where they emit horizontal collaterals.  The latter are difficult to follow as the join the profuse meshwork of VIP-positive boutons in this sublayer.  Cells 3,4, and 6 are shown to receive multiple contacts from other VIP-positive cells (arrows).  In case of neuron 6 the cell (5) that gave rise to the innervation was also found and drawn.  This cell pair can also be seen on Fig. 5.  All neurons of this type (and of this figure) contain calretinin.""","p304, Fig2_4",,"Acsady L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,0,CA1,Erased,SP,Rat,Wistar,Wildtype,Male,300-350g,Coronal,,immunolabeling,VIP,,,2-7 of 60 thick
800302,4022,,"""Fig. 2.  Camera ludica drawings of VIP[vasoactive intestinal polypeptide]-positive interneurons projecting to the O/A [stratum oriens and alveus] border in the CA1 region.  The reconstructions were made by a drawing tube from two to seven, 60-[micro]m-thick, serial sections.  Axon initial segments are labelled by arrowheads.  The dendrites are radially oriented, and rarely branch before reaching stratum lacunosum-moleculare.  The main axons run directly towards the alvear border, where they emit horizontal collaterals.  The latter are difficult to follow as the join the profuse meshwork of VIP-positive boutons in this sublayer.  Cells 3,4, and 6 are shown to receive multiple contacts from other VIP-positive cells (arrows).  In case of neuron 6 the cell (5) that gave rise to the innervation was also found and drawn.  This cell pair can also be seen on Fig. 5.  All neurons of this type (and of this figure) contain calretinin.""","p304, Fig2_2",,"Acsady L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,0,CA1,Erased,SP,Rat,Wistar,Wildtype,Male,300-350g,Coronal,,immunolabeling,VIP,,,2-7 of 60 thick
800304,4021,,"""Fig. 3.  Drawings of VIP[vasoactive intestinal polypeptide]-immunoreactive interneurons projecting to stratum radiatum in the CA1 region.  In case of cells 2, 3, and 6 the entire dendritic arbour is confined to stratum lacunosum-moleculare, whereas that of cells 1, 5, and 7 span layers.  The axons arborize mainly in stratum radiatum, but occasional branches cross stratum pyramidale and oriens (cells 2 and 6).  Note that boutons are irregularly spaced along the axons, and they are grouped mostly along vertical segments.  Cell 3 is shown to innervate another VIP-positive interneuron (cell No. 4, arrows), which projects to the O/A [stratum oriens and alveus] border.  Axon initial segments are labelled with arrowheads.  Cells 2, 3, 6, and 7 proved to be negative, while cells 4 and 5 were positive for the calcium binding protein, calretinin.""","p305, Fig3_6",,"Acsady L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,0,CA1,Erased,SP,Rat,Wistar,Wildtype,Male,300-350g,Coronal,,immunolabeling,VIP,,,2-7 of 60 thick
800306,4021,,"""Fig. 2.  Camera lucida drawings of two VIP[vasoactive intestinal polypeptide]-positive interneurons projecting to stratum radiatum [of the CA1] and with dendrites restricted to stratum lacunosum-moleculare.  These neurons were selected for postsynaptic analysis.  Note the variable interbouton distances and the vertically oriented bouton rows as characteristics of this cells type.  The axon segments between the arrows were selected for correlated electron mircroscopic examination.  Arrowheads label axon initial segments.""","p322, Fig2_1",,"Acsady L., Gorcs T.J., Freund T.F.",Different populations of vasoavtive intestinal poly-peptide-immunoreactive interneurons are specialized to control pyramidal cells or interneurons in the hippocampus,Neuroscience,1996,8783252,0,CA1,Erased,SP,Rat,Wistar,Wildtype,Male,300-350g,Coronal,,immunolabeling,VIP,,,2-7 of 60 thick
800308,4056,,"""Fig. 3.  Drawings of VIP[vasoactive intestinal polypeptide]-immunoreactive interneurons projecting to stratum radiatum in the CA1 region.  In case of cells 2, 3, and 6 the entire dendritic arbour is confined to stratum lacunosum-moleculare, whereas that of cells 1, 5, and 7 span layers.  The axons arborize mainly in stratum radiatum, but occasional branches cross stratum pyramidale and oriens (cells 2 and 6).  Note that boutons are irregularly spaced along the axons, and they are grouped mostly along vertical segments.  Cell 3 is shown to innervate another VIP-positive interneuron (cell No. 4, arrows), which projects to the O/A [stratum oriens and alveus] border.  Axon initial segments are labelled with arrowheads.  Cells 2, 3, 6, and 7 proved to be negative, while cells 4 and 5 were positive for the calcium binding protein, calretinin.""","p305, Fig3_7",,"Acsady L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,0,CA1,Erased,SP,Rat,Wistar,Wildtype,Male,300-350g,Coronal,,immunolabeling,VIP,,,2-7 of 60 thick
