Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Neuron Type,Variable,Name of file containing figure,Reference_ID
Kim,,,,28985566,6XXX,LEC-L4 LIV-VI Interneurons,x205,Kim-Osten-2017-456-v171-Cell-TabS1.jpeg,906282
Kim,,,,28985566,6XXX,MEC-L1 LI Interneurons,x206,Kim-Osten-2017-456-v171-Cell-TabS1.jpeg,906216
Kim,,,,28985566,6XXX,MEC-L1 LI Interneurons,x206,Kim-Osten-2017-456-v171-Cell-TabS1.jpeg,906252
Kim,,,,28985566,6XXX,MEC-L1 LI Interneurons,x206,Kim-Osten-2017-456-v171-Cell-TabS1.jpeg,906288
Kim,,,,28985566,6XXX,LEC-L1 LI Interneurons,x207,Kim-Osten-2017-456-v171-Cell-TabS1.jpeg,906202
Kim,,,,28985566,6XXX,LEC-L1 LI Interneurons,x207,Kim-Osten-2017-456-v171-Cell-TabS1.jpeg,906236
Kim,,,,28985566,6XXX,LEC-L1 LI Interneurons,x207,Kim-Osten-2017-456-v171-Cell-TabS1.jpeg,906274
Kosaka,,,,3315112,1004,SG Total Molecular Layer,x22,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900848
Kosaka,,,,3315112,1004,SG Total Molecular Layer,x22,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900864
Kosaka,,,,3315112,1005,SG MOLAX,x17,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900844
Kosaka,,,,3315112,1005,SG MOLAX,x17,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900860
Kosaka,,,,3315112,1006,SG Outer Molecular Layer,x21,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900846
Kosaka,,,,3315112,1006,SG Outer Molecular Layer,x21,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900862
Kosaka,,,,3315112,1007,SMo DG Neurogliaform,x20,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900874
Kosaka,,,,3315112,1008,SMi MOPP,x18,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900870
Kosaka,,,,3315112,1008,SMo MOPP,x19,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900872
Kosaka,,,,3315112,1009,H HICAP,x11,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900828
Kosaka,,,,3315112,1009,SG HICAP,x12,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900840
Kosaka,,,,3315112,1009,SG HICAP,x12,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900856
Kosaka,,,,3315112,1010,SG Axo-Axonic,x7,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900834
Kosaka,,,,3315112,1010,SG Axo-Axonic,x7,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900850
Kosaka,,,,3315112,1013,H HIPP,x13,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900830
Kosaka,,,,3315112,1013,SG HIPP,x14,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900842
Kosaka,,,,3315112,1013,SG HIPP,x14,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900858
Kosaka,,,,3315112,1026,H HIPROM,x15,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900832
Kosaka,,,,3315112,1027,H AIPRIM,x6,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900826
Kosaka,,,,3315112,1035,SG DG Basket,x8,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900852
Kosaka,,,,3315112,1035,SG DG Basket,x8,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900836
Kosaka,,,,3315112,1036,SMi DG Basket CCK+,x10,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900866
Kosaka,,,,3315112,1036,SG DG Basket CCK+,x9,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900838
Kosaka,,,,3315112,1036,SG DG Basket CCK+,x9,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900854
Kosaka,,,,3315112,1040,SMi MOCAP,x16,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,900868
Kosaka,,,,3315112,2009,CA3 O-LM SO,x50,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902020
Kosaka,,,,3315112,2009,CA3 O-LM SO,x50,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902036
Kosaka,,,,3315112,2013,Lucidum ORAX SL,x42,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902092
Kosaka,,,,3315112,2014,Lucidum-Radiatum SL,x43,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902094
Kosaka,,,,3315112,2017,Lucidum LAX SL,x41,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902090
Kosaka,,,,3315112,2019,Spiny Lucidum SL,x44,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902096
Kosaka,,,,3315112,2020,CA3 Trilaminar SO,x58,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902026
Kosaka,,,,3315112,2020,CA3 Trilaminar SO,x58,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902038
Kosaka,,,,3315112,2021,CA3 Interneuron Specific Oriens SO,x34,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902014
Kosaka,,,,3315112,2021,CA3 Interneuron Specific Oriens SO,x34,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902032
Kosaka,,,,3315112,2022,CA3 SO-SO SO,x57,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902024
Kosaka,,,,3315112,2022,CA3 SO-SO SO,x57,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902044
Kosaka,,,,3315112,2028,CA3 Axo-axonic SP,x28,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902046
Kosaka,,,,3315112,2028,CA3 Axo-axonic SP,x28,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902066
Kosaka,,,,3315112,2035,Mossy Fiber-Associated ORDEN SO,x47,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902018
Kosaka,,,,3315112,2035,Mossy Fiber-Associated ORDEN SO,x47,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902034
Kosaka,,,,3315112,2035,Mossy Fiber-Associated ORDEN SP,x48,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902062
Kosaka,,,,3315112,2035,Mossy Fiber-Associated ORDEN SP,x48,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902078
Kosaka,,,,3315112,2035,Mossy Fiber-Associated ORDEN SL,x49,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902100
Kosaka,,,,3315112,2036,Mossy Fiber-Associated SL,x45,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902098
Kosaka,,,,3315112,2042,CA3 Interneuron Specific Quad SO,x35,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902016
Kosaka,,,,3315112,2042,CA3 Interneuron Specific Quad SO,x35,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902040
Kosaka,,,,3315112,2042,CA3 Interneuron Specific Quad SL,x37,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902086
Kosaka,,,,3315112,2043,CA3 Basket SP,x30,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902048
Kosaka,,,,3315112,2043,CA3 Basket SP,x30,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902068
Kosaka,,,,3315112,2044,CA3 Basket CCK+ SP,x31,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902056
Kosaka,,,,3315112,2044,CA3 Basket CCK+ SP,x31,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902080
Kosaka,,,,3315112,2045,CA3 Bistratified SO,x32,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902012
Kosaka,,,,3315112,2045,CA3 Bistratified SO,x32,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902030
Kosaka,,,,3315112,2045,CA3 Bistratified SP,x33,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902058
Kosaka,,,,3315112,2045,CA3 Bistratified SP,x33,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902076
Kosaka,,,,3315112,2045,CA3 Bistratified SP,x33,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902082
Kosaka,,,,3315112,2046,CA3 Ivy SL,x39,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902088
Kosaka,,,,3315112,2047,CA3 Horizontal Axo-axonic SO,x29,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902010
Kosaka,,,,3315112,2047,CA3 Horizontal Axo-axonic SO,x29,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902028
Kosaka,,,,3315112,2049,CA3 QuadD-LM SO,x51,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902022
Kosaka,,,,3315112,2049,CA3 QuadD-LM SO,x51,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902042
Kosaka,,,,3315112,2049,CA3 QuadD-LM SP,x52,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902064
Kosaka,,,,3315112,2049,CA3 QuadD-LM SL,x53,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902102
Kosaka,,,,3315112,2402,CA3 Interneuron Specific Quad SP,x36,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902060
Kosaka,,,,3315112,2402,CA3 Interneuron Specific Quad SP,x36,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902084
Kosaka,,,,3315112,3003,CA2 Bistratified SP,x62,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902054
Kosaka,,,,3315112,3003,CA2 Bistratified SP,x62,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902074
Kosaka,,,,3315112,3006,CA2 Basket SP,x60,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902050
Kosaka,,,,3315112,3006,CA2 Basket SP,x60,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902070
Kosaka,,,,3315112,3007,CA2 Wide-Arbor Basket SP,x61,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902052
Kosaka,,,,3315112,3007,CA2 Wide-Arbor Basket SP,x61,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,902072
Kosaka,,,,3315112,4003,SR Quadrilaminar,x119,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904360
Kosaka,,,,3315112,4003,SR Quadrilaminar,x119,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904398
Kosaka,,,,3315112,4004,SR LMR Projecting,x104,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904352
Kosaka,,,,3315112,4004,SR LMR Projecting,x104,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904390
Kosaka,,,,3315112,4005,SR LMR,x102,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904350
Kosaka,,,,3315112,4005,SR LMR,x102,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904388
Kosaka,,,,3315112,4006,SR Perforant-Path Associated,x116,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904356
Kosaka,,,,3315112,4006,SR Perforant-Path Associated,x116,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904394
Kosaka,,,,3315112,4013,SP Radial Trilaminar,x131,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904308
Kosaka,,,,3315112,4013,SP Radial Trilaminar,x131,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904334
Kosaka,,,,3315112,4013,SR Radial Trilaminar,x132,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904370
Kosaka,,,,3315112,4013,SR Radial Trilaminar,x132,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904408
Kosaka,,,,3315112,4015,SR Schaffer Collateral-Associated,x124,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904364
Kosaka,,,,3315112,4015,SR Schaffer Collateral-Associated,x124,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904402
Kosaka,,,,3315112,4020,SP IS O-Targeting,x94,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904298
Kosaka,,,,3315112,4020,SP IS O-Targeting,x94,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904324
Kosaka,,,,3315112,4020,SR IS O-Targeting,x95,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904344
Kosaka,,,,3315112,4020,SR IS O-Targeting,x95,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904382
Kosaka,,,,3315112,4021,SR IS LM-R,x89,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904340
Kosaka,,,,3315112,4021,SR IS LM-R,x89,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904378
Kosaka,,,,3315112,4022,SP IS LMO-O,x87,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904294
Kosaka,,,,3315112,4022,SP IS LMO-O,x87,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904320
Kosaka,,,,3315112,4022,SR IS LMO-O,x88,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904338
Kosaka,,,,3315112,4022,SR IS LMO-O,x88,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904376
Kosaka,,,,3315112,4023,SO Back-Projection,x77,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904216
Kosaka,,,,3315112,4023,SO Back-Projection,x77,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904252
Kosaka,,,,3315112,4028,SR Radiatum,x121,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904372
Kosaka,,,,3315112,4028,SR Radiatum,x121,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904410
Kosaka,,,,3315112,4031,SO IS O-R,x93,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904226
Kosaka,,,,3315112,4031,SO IS O-R,x93,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904262
Kosaka,,,,3315112,4033,SO SO-SO,x128,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904244
Kosaka,,,,3315112,4033,SO SO-SO,x128,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904280
Kosaka,,,,3315112,4035,SO Trilaminar,x130,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904246
Kosaka,,,,3315112,4035,SO Trilaminar,x130,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904282
Kosaka,,,,3315112,4036,SO Axo-axonic,x74,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904212
Kosaka,,,,3315112,4036,SO Axo-axonic,x74,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904248
Kosaka,,,,3315112,4036,SP Axo-axonic,x75,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904284
Kosaka,,,,3315112,4036,SP Axo-axonic,x75,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904310
Kosaka,,,,3315112,4038,SO Horizontal Axo-axonic,x76,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904214
Kosaka,,,,3315112,4038,SO Horizontal Axo-axonic,x76,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904250
Kosaka,,,,3315112,4039,SO Horizontal Basket,x83,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904222
Kosaka,,,,3315112,4039,SO Horizontal Basket,x83,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904258
Kosaka,,,,3315112,4039,SP Horizontal Basket,x84,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904290
Kosaka,,,,3315112,4039,SP Horizontal Basket,x84,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904316
Kosaka,,,,3315112,4041,SR Hippocampo-subicular Projecting ENK+,x129,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904368
Kosaka,,,,3315112,4041,SR Hippocampo-subicular Projecting ENK+,x129,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904406
Kosaka,,,,3315112,4055,SO Oriens/Alveus,x111,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904236
Kosaka,,,,3315112,4055,SO Oriens/Alveus,x111,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904272
Kosaka,,,,3315112,4056,SP IS LMR-R,x91,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904296
Kosaka,,,,3315112,4056,SP IS LMR-R,x91,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904322
Kosaka,,,,3315112,4056,SR IS LMR-R,x92,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904342
Kosaka,,,,3315112,4056,SR IS LMR-R,x92,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904380
Kosaka,,,,3315112,4061,SR R-Receiving Apical-Targeting,x123,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904362
Kosaka,,,,3315112,4061,SR R-Receiving Apical-Targeting,x123,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904400
Kosaka,,,,3315112,4066,SP OR-LM,x114,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904306
Kosaka,,,,3315112,4066,SP OR-LM,x114,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904332
Kosaka,,,,3315112,4066,SR OR-LM,x115,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904354
Kosaka,,,,3315112,4066,SR OR-LM,x115,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904392
Kosaka,,,,3315112,4068,SO Oriens-Bistratified Projecting,x113,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904240
Kosaka,,,,3315112,4068,SO Oriens-Bistratified Projecting,x113,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904276
Kosaka,,,,3315112,4069,SO O-LM,x108,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904230
Kosaka,,,,3315112,4069,SO O-LM,x108,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904266
Kosaka,,,,3315112,4076,SR Perforant-Path Associated QuadD,x118,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904358
Kosaka,,,,3315112,4076,SR Perforant-Path Associated QuadD,x118,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904396
Kosaka,,,,3315112,4078,SO Basket,x78,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904218
Kosaka,,,,3315112,4078,SO Basket,x78,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904254
Kosaka,,,,3315112,4078,SP Basket,x79,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904286
Kosaka,,,,3315112,4078,SP Basket,x79,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904312
Kosaka,,,,3315112,4079,SO Basket CCK+,x80,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904220
Kosaka,,,,3315112,4079,SO Basket CCK+,x80,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904256
Kosaka,,,,3315112,4079,SP Basket CCK+,x81,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904288
Kosaka,,,,3315112,4079,SP Basket CCK+,x81,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904314
Kosaka,,,,3315112,4079,SR Basket CCK+,x82,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904336
Kosaka,,,,3315112,4079,SR Basket CCK+,x82,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904374
Kosaka,,,,3315112,4080,SO Bistratified,x85,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904224
Kosaka,,,,3315112,4080,SO Bistratified,x85,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904260
Kosaka,,,,3315112,4080,SP Bistratified,x86,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904292
Kosaka,,,,3315112,4080,SP Bistratified,x86,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904318
Kosaka,,,,3315112,4081,SP Ivy,x100,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904304
Kosaka,,,,3315112,4081,SP Ivy,x100,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904330
Kosaka,,,,3315112,4081,SR Ivy,x101,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904348
Kosaka,,,,3315112,4081,SR Ivy,x101,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904386
Kosaka,,,,3315112,4081,SO Ivy,x99,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904228
Kosaka,,,,3315112,4081,SO Ivy,x99,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904264
Kosaka,,,,3315112,4083,SO Oriens-Bistratified,x112,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904238
Kosaka,,,,3315112,4083,SO Oriens-Bistratified,x112,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904274
Kosaka,,,,3315112,4084,SO Schaffer Collateral-Receiving R-Targeting,x126,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904242
Kosaka,,,,3315112,4084,SO Schaffer Collateral-Receiving R-Targeting,x126,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904278
Kosaka,,,,3315112,4084,SR Schaffer Collateral-Receiving R-Targeting,x127,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904366
Kosaka,,,,3315112,4084,SR Schaffer Collateral-Receiving R-Targeting,x127,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904404
Kosaka,,,,3315112,4087,SO O-LMR,x110,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904234
Kosaka,,,,3315112,4087,SO O-LMR,x110,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904270
Kosaka,,,,3315112,4089,SO Recurrent O-LM,x109,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904232
Kosaka,,,,3315112,4089,SO Recurrent O-LM,x109,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904268
Kosaka,,,,3315112,4091,SP IS R-O,x96,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904300
Kosaka,,,,3315112,4091,SP IS R-O,x96,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904326
Kosaka,,,,3315112,4093,SP IS RO-O,x97,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904302
Kosaka,,,,3315112,4093,SP IS RO-O,x97,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904328
Kosaka,,,,3315112,4093,SR IS RO-O,x98,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904346
Kosaka,,,,3315112,4093,SR IS RO-O,x98,Kosaka-Heizmann-1987-119-v419-BrainRes-Tab3.jpeg,904384
Lingenhohl,,,,1713171,6005,LEC-L2 LI-II Pyramidal-Fan,x144,Lingenhohl-Finch-1991-57-ExpBrainRes-Tab1.jpeg,906084
Lingenhohl,,,,1713171,6005,LEC-L2 LI-II Pyramidal-Fan,x144,Lingenhohl-Finch-1991-57-ExpBrainRes-Tab1.jpeg,906086
Lingenhohl,,,,1713171,6082,MEC-L2 LII-III Pyramidal-Tripolar,x151,Lingenhohl-Finch-1991-57-ExpBrainRes-Tab1.jpeg,906082
Lingenhohl,,,,1713171,6085,MEC-L5 LIV-V Pyramidal-Horizontal,x171,Lingenhohl-Finch-1991-57-ExpBrainRes-Tab1.jpeg,906092
Lingenhohl,,,,1713171,6085,MEC-L4 LIV-V Pyramidal-Horizontal,x172,Lingenhohl-Finch-1991-57-ExpBrainRes-Tab1.jpeg,906094
Lingenhohl,,,,1713171,6095,MEC-L4 LIII-V Bipolar Pyramidal,x166,Lingenhohl-Finch-1991-57-ExpBrainRes-Tab1.jpeg,906088
Lingenhohl,,,,1713171,6095,MEC-L4 LIII-V Bipolar Pyramidal,x166,Lingenhohl-Finch-1991-57-ExpBrainRes-Tab1.jpeg,906090
Lister,,,,16983649,4000,SP Pyramidal,x69,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,903910
Lister,,,,16983649,4013,SP Radial Trilaminar,x131,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,903938
Lister,,,,16983649,4020,SP IS O-Targeting,x94,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,903928
Lister,,,,16983649,4022,SP IS LMO-O,x87,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,903924
Lister,,,,16983649,4036,SP Axo-axonic,x75,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,903914
Lister,,,,16983649,4039,SP Horizontal Basket,x84,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,903920
Lister,,,,16983649,4054,SP Radiatum Giant,x72,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,903912
Lister,,,,16983649,4056,SP IS LMR-R,x91,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,903926
Lister,,,,16983649,4066,SP OR-LM,x114,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,903936
Lister,,,,16983649,4078,SP Basket,x79,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,903916
Lister,,,,16983649,4079,SP Basket CCK+,x81,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,903918
Lister,,,,16983649,4080,SP Bistratified,x86,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,903922
Lister,,,,16983649,4081,SP Ivy,x100,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,903934
Lister,,,,16983649,4091,SP IS R-O,x96,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,903930
