Hippocampome Type,Unique ID,Supertype ID,Hippocampome Supertype,Cell Counts,Theta Phase,Theta Error,Theta Error Type,Theta N,MVL,MVL Error,MVL Error Type,MVL N,MVL category,Peak correction,LFP site,Shift to CA1:SP,Phase-CA1 (peak 0 deg),Phase-CA1 category,Gamma Phase,Gamma Error,Gamma Error Type,Gamma N,Gamma Peak,Epsilon Phase,Epsilon Error,Epsilon Error Type,Epsilon N,Epsilon Peak,Ripple Phase,Ripple Error,Ripple Error Type,Ripple N,Ripple Peak,SWR Ratio,SWR Ratio Error,SWR Ratio Error Type,SWR Ratio N,SWR Ratio category,Run/Stop Ratio,DS Ratio,DS Ratio Error,DS Ratio Error Type,DS Ratio N,Firing Rate,Firing Rate Error,Firing Rate Error Type,Firing Rate N,Firing Rate Rank,Firing Rate (non-baseline),Firing Rate Error (non-baseline),Firing Rate Error Type (non-baseline),Firing Rate N (non-baseline),Firing Rate Rank (non-baseline),Vrest (mV),Vrest Error (mV),Vrest Error Type,Vrest N,Tau (ms),Tau Error (ms),Tau Error Type,Tau N,APthresh (mV),APthresh Error (mV),APthresh Error Type,APthresh N,fAHP (mV),fAHP Error (mV),fAHP Error Type,fAHP N,APpeak-trough (ms),APpeak-trough Error (ms),APpeak-trough Error Type,APpeak-trough N,Authors,Title,Journal/Book,Year,PMID_or_ISBN,pmid_isbn_page,Figure/Table,Recording assignments,Recording_method,Species,Strain,Gender,Age,Age_type,Behavioral status,Data Mining Method,Comments,Metadata code,Metadata rank,Reference ID,
CA1 (i)2311 Schaffer Collateral-Associated,4015,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,3,,,,,,,,,,,,,,,,,,,,,"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P",Complementary roles of cholecystokinin- and parvalbumin-expressing GABAergic neurons in hippocampal network oscillations,Journal of Neuroscience,2005,16237182,0,Tab 3 T46d (FR ripple@),1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,identified from Fig 2A,rJAU3,27,"""4015116718220300""",4015116718220300
CA1 (i)0313p Hippocampo-subicular Projecting ENK+,4041,S131504,Collateral-related:RO-targeting:CA1,,242,5,SD,NA,,,,,,180,CA1:SP,0,62,peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pablo Fuentealba, Ryohei Tomioka, Yannis Dalezios, László F Márton, Michele Studer, Kathleen Rockland, Thomas Klausberger, Peter Somogyi",Rhythmically Active Enkephalin-Expressing GABAergic Cells in the CA1 Area of the Hippocampus Project to the Subiculum and Preferentially Innervate Interneurons,Journal of Neuroscience,2008,18829959,0,text quote (theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-300 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from text,identified from Fig 2A,rJAM3,25,"""4041101995930000""",4041101995930000
CA1 (i)0313p Hippocampo-subicular Projecting ENK+,4041,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,55,79,SD,NA,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pablo Fuentealba, Ryohei Tomioka, Yannis Dalezios, László F Márton, Michele Studer, Kathleen Rockland, Thomas Klausberger, Peter Somogyi",Rhythmically Active Enkephalin-Expressing GABAergic Cells in the CA1 Area of the Hippocampus Project to the Subiculum and Preferentially Innervate Interneurons,Journal of Neuroscience,2008,18829959,0,text quote (gamma)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-300 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from text,identified from Fig 2A,rJAM3,25,"""4041105995930000""",4041105995930000
CA1 (i)0313p Hippocampo-subicular Projecting ENK+,4041,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,0.090909091,,,1,decrease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pablo Fuentealba, Ryohei Tomioka, Yannis Dalezios, László F Márton, Michele Studer, Kathleen Rockland, Thomas Klausberger, Peter Somogyi",Rhythmically Active Enkephalin-Expressing GABAergic Cells in the CA1 Area of the Hippocampus Project to the Subiculum and Preferentially Innervate Interneurons,Journal of Neuroscience,2008,18829959,0,text quote (SWR ratio)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-300 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from text,identified from Fig 2A,rJAM3,25,"""4041108995930000""",4041108995930000
CA1 (i)0313p Hippocampo-subicular Projecting ENK+,4041,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,1,2,,,,,,,,,,,,,,,,,,,,,"Pablo Fuentealba, Ryohei Tomioka, Yannis Dalezios, László F Márton, Michele Studer, Kathleen Rockland, Thomas Klausberger, Peter Somogyi",Rhythmically Active Enkephalin-Expressing GABAergic Cells in the CA1 Area of the Hippocampus Project to the Subiculum and Preferentially Innervate Interneurons,Journal of Neuroscience,2008,18829959,0,"text quote, p10019 (FR theta@)",1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-300 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from text,identified from Fig 2A,rJAM3,25,"""4041114995930000""",4041114995930000
CA1 (i)0313p Hippocampo-subicular Projecting ENK+,4041,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,1,3,,,,,,,,,,,,,,,,,,,,,"Pablo Fuentealba, Ryohei Tomioka, Yannis Dalezios, László F Márton, Michele Studer, Kathleen Rockland, Thomas Klausberger, Peter Somogyi",Rhythmically Active Enkephalin-Expressing GABAergic Cells in the CA1 Area of the Hippocampus Project to the Subiculum and Preferentially Innervate Interneurons,Journal of Neuroscience,2008,18829959,0,"text quote, p10019 (FR ripple@)",1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-300 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from text,identified from Fig 2A,rJAM3,25,"""4041116995930000""",4041116995930000
CA1 (i)0313p Hippocampo-subicular Projecting ENK+,4041,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Pablo Fuentealba, Ryohei Tomioka, Yannis Dalezios, László F Márton, Michele Studer, Kathleen Rockland, Thomas Klausberger, Peter Somogyi",Rhythmically Active Enkephalin-Expressing GABAergic Cells in the CA1 Area of the Hippocampus Project to the Subiculum and Preferentially Innervate Interneurons,Journal of Neuroscience,2008,18829959,0,"text quote, p10019 (non-theta/non-ripple)@",1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-300 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from text,identified from Fig 2A,rJAM3,25,"""4041111995930000""",4041111995930000
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,122,60,SD,NA,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ferraguti F, Klausberger T, Cobden P, Baude A, Roberts JD, Szucs P, Kinoshita A, Shigemoto R, Somogyi P, Dalezios Y",Metabotropic glutamate receptor 8-expressing nerve terminals target subsets of GABAergic neurons in the hippocampus,Journal of Neuroscience,2005,16280590,0,text quote (T85a ripple)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-400 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from text,identified from Fig 8a,rJAU3,27,"""4035107059030000""",4035107059030000
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,690,,,1,increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ferraguti F, Klausberger T, Cobden P, Baude A, Roberts JD, Szucs P, Kinoshita A, Shigemoto R, Somogyi P, Dalezios Y",Metabotropic glutamate receptor 8-expressing nerve terminals target subsets of GABAergic neurons in the hippocampus,Journal of Neuroscience,2005,16280590,0,text quote (T85a SWR ratio)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-400 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from text,identified from Fig 8a,rJAU3,27,"""4035108059030000""",4035108059030000
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,1,2,,,,,,,,,,,,,,,,,,,,,"Ferraguti F, Klausberger T, Cobden P, Baude A, Roberts JD, Szucs P, Kinoshita A, Shigemoto R, Somogyi P, Dalezios Y",Metabotropic glutamate receptor 8-expressing nerve terminals target subsets of GABAergic neurons in the hippocampus,Journal of Neuroscience,2005,16280590,0,"text quote, p10527 T85a (FR theta@)",1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-400 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from text,identified from Fig 8a,rJAU3,27,"""4035114059030000""",4035114059030000
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Ferraguti F, Klausberger T, Cobden P, Baude A, Roberts JD, Szucs P, Kinoshita A, Shigemoto R, Somogyi P, Dalezios Y",Metabotropic glutamate receptor 8-expressing nerve terminals target subsets of GABAergic neurons in the hippocampus,Journal of Neuroscience,2005,16280590,0,"text quote, p10527 (T85a non-theta/non-SWR)@",1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-400 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from text,identified from Fig 8a,rJAU3,27,"""4035111059030000""",4035111059030000
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,1,3,,,,,,,,,,,,,,,,,,,,,"Ferraguti F, Klausberger T, Cobden P, Baude A, Roberts JD, Szucs P, Kinoshita A, Shigemoto R, Somogyi P, Dalezios Y",Metabotropic glutamate receptor 8-expressing nerve terminals target subsets of GABAergic neurons in the hippocampus,Journal of Neuroscience,2005,16280590,0,"text quote, p10527 T85a (FR SWR@)",1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-400 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from text,identified from Fig 8a,rJAU3,27,"""4035116059030000""",4035116059030000
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,358,53,SD,NA,,,,,,180,CA1:SP,0,178,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jinno S, Klausberger T, Marton LF, Dalezios Y, Roberts JD, Fuentealba P, Bushong EA, Henze D, Buzsáki G, Somogyi P",Neuronal diversity in GABAergic long-range projections from the hippocampus,Journal of Neuroscience,2007,17699661,0,Tab 2 (T85a theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,"identified from Fig 8a in Ferraguti et al., 2005",rJAU3,27,"""4035101966120200""",4035101966120200
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,131,85,SD,NA,,,,,,180,CA1:SP,0,-49,peak,122,73,SD,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jinno S, Klausberger T, Marton LF, Dalezios Y, Roberts JD, Fuentealba P, Bushong EA, Henze D, Buzsáki G, Somogyi P",Neuronal diversity in GABAergic long-range projections from the hippocampus,Journal of Neuroscience,2007,17699661,0,Tab 2 (T87c theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,identified from Fig 1A-F,rJAU3,27,"""4035101966120201""",4035101966120201
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,16,52,SD,NA,,,,,,-180,CA1:SP,0,196,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jinno S, Klausberger T, Marton LF, Dalezios Y, Roberts JD, Fuentealba P, Bushong EA, Henze D, Buzsáki G, Somogyi P",Neuronal diversity in GABAergic long-range projections from the hippocampus,Journal of Neuroscience,2007,17699661,0,Tab 2 (T80a theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,identified from Fig 2A-F,rJAU3,27,"""4035101966120202""",4035101966120202
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,431,,,1,increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jinno S, Klausberger T, Marton LF, Dalezios Y, Roberts JD, Fuentealba P, Bushong EA, Henze D, Buzsáki G, Somogyi P",Neuronal diversity in GABAergic long-range projections from the hippocampus,Journal of Neuroscience,2007,17699661,0,Tab 2 (T80a SWR ratio)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,identified from Fig 2A-F,rJAU3,27,"""4035108966120200""",4035108966120200
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,1,2,,,,,,,,,,,,,,,,,,,,,"Jinno S, Klausberger T, Marton LF, Dalezios Y, Roberts JD, Fuentealba P, Bushong EA, Henze D, Buzsáki G, Somogyi P",Neuronal diversity in GABAergic long-range projections from the hippocampus,Journal of Neuroscience,2007,17699661,0,Tab 2 T87c (FR theta@),1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,identified from Fig 1A-F,rJAU3,27,"""4035114966120200""",4035114966120200
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,1,5,,,,,,,,,,,,,,,,,,,,,"Jinno S, Klausberger T, Marton LF, Dalezios Y, Roberts JD, Fuentealba P, Bushong EA, Henze D, Buzsáki G, Somogyi P",Neuronal diversity in GABAergic long-range projections from the hippocampus,Journal of Neuroscience,2007,17699661,0,Tab 2 T87c (FR gamma@),1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,identified from Fig 1A-F,rJAU3,27,"""4035117966120200""",4035117966120200
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,1,2,,,,,,,,,,,,,,,,,,,,,"Jinno S, Klausberger T, Marton LF, Dalezios Y, Roberts JD, Fuentealba P, Bushong EA, Henze D, Buzsáki G, Somogyi P",Neuronal diversity in GABAergic long-range projections from the hippocampus,Journal of Neuroscience,2007,17699661,0,Tab 2 T80a (FR theta@),1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,identified from Fig 2A-F,rJAU3,27,"""4035114966120201""",4035114966120201
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1,,,1,3,,,,,,,,,,,,,,,,,,,,,"Jinno S, Klausberger T, Marton LF, Dalezios Y, Roberts JD, Fuentealba P, Bushong EA, Henze D, Buzsáki G, Somogyi P",Neuronal diversity in GABAergic long-range projections from the hippocampus,Journal of Neuroscience,2007,17699661,0,Tab 2 T80a (FR ripple@),1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,identified from Fig 2A-F,rJAU3,27,"""4035116966120201""",4035116966120201
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Jinno S, Klausberger T, Marton LF, Dalezios Y, Roberts JD, Fuentealba P, Bushong EA, Henze D, Buzsáki G, Somogyi P",Neuronal diversity in GABAergic long-range projections from the hippocampus,Journal of Neuroscience,2007,17699661,0,Tab 2 (T80a FR non-theta/non-ripple)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,identified from Fig 2A-F,rJAU3,27,"""4035111966120201""",4035111966120201
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,84,,,1,0.47,,,,directed,-180,CA1:SP,0,264,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Linda Katona, Katja Hartwich, Ryohei Tomioka, Jozsef Somogyi, J David B Roberts, Kristina Wagner, Abhilasha Joshi, Thomas Klausberger, Kathleen S Rockland, Peter Somogyi ",Synaptic Organisation and Behaviour-Dependent Activity of mGluR8a-innervated GABAergic Trilaminar Cells Projecting From the Hippocampus to the Subiculum,Brain Structure and Function,2020,32016558,0,Tab 5 (theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,200-565 g,adult,freely moving,read from table,identified from Fig 7a-b,rJAM1,2,"""4035101655820500""",4035101655820500
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,0.447368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Linda Katona, Katja Hartwich, Ryohei Tomioka, Jozsef Somogyi, J David B Roberts, Kristina Wagner, Abhilasha Joshi, Thomas Klausberger, Kathleen S Rockland, Peter Somogyi ",Synaptic Organisation and Behaviour-Dependent Activity of mGluR8a-innervated GABAergic Trilaminar Cells Projecting From the Hippocampus to the Subiculum,Brain Structure and Function,2020,32016558,0,Tab 5 (run/stop ratio)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,200-565 g,adult,freely moving,read from table,identified from Fig 7a-b,rJAM1,2,"""4035109655820500""",4035109655820500
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,,,1,11,,,,,,,,,,,,,,,,,,,,,"Linda Katona, Katja Hartwich, Ryohei Tomioka, Jozsef Somogyi, J David B Roberts, Kristina Wagner, Abhilasha Joshi, Thomas Klausberger, Kathleen S Rockland, Peter Somogyi ",Synaptic Organisation and Behaviour-Dependent Activity of mGluR8a-innervated GABAergic Trilaminar Cells Projecting From the Hippocampus to the Subiculum,Brain Structure and Function,2020,32016558,0,Tab 5 (FR slow wave sleep@),1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,200-565 g,adult,sleep,read from table,identified from Fig 7a-b,rJAM1,2,"""4035119655820500""",4035119655820500
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,,,1,12,,,,,,,,,,,,,,,,,,,,,"Linda Katona, Katja Hartwich, Ryohei Tomioka, Jozsef Somogyi, J David B Roberts, Kristina Wagner, Abhilasha Joshi, Thomas Klausberger, Kathleen S Rockland, Peter Somogyi ",Synaptic Organisation and Behaviour-Dependent Activity of mGluR8a-innervated GABAergic Trilaminar Cells Projecting From the Hippocampus to the Subiculum,Brain Structure and Function,2020,32016558,0,Tab 5 (FR sleep-wake transition@),1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,200-565 g,adult,sleep,read from table,identified from Fig 7a-b,rJAM1,2,"""4035122655820500""",4035122655820500
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,1,9,,,,,,,,,,,,,,,,,,,,,"Linda Katona, Katja Hartwich, Ryohei Tomioka, Jozsef Somogyi, J David B Roberts, Kristina Wagner, Abhilasha Joshi, Thomas Klausberger, Kathleen S Rockland, Peter Somogyi ",Synaptic Organisation and Behaviour-Dependent Activity of mGluR8a-innervated GABAergic Trilaminar Cells Projecting From the Hippocampus to the Subiculum,Brain Structure and Function,2020,32016558,0,Tab 5 (FR REM@) sleep,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,200-565 g,adult,sleep,read from table,identified from Fig 7a-b,rJAM1,2,"""4035113655820500""",4035113655820500
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,1,4,,,,,,,,,,,,,,,,,,,,,"Linda Katona, Katja Hartwich, Ryohei Tomioka, Jozsef Somogyi, J David B Roberts, Kristina Wagner, Abhilasha Joshi, Thomas Klausberger, Kathleen S Rockland, Peter Somogyi ",Synaptic Organisation and Behaviour-Dependent Activity of mGluR8a-innervated GABAergic Trilaminar Cells Projecting From the Hippocampus to the Subiculum,Brain Structure and Function,2020,32016558,0,Tab 5 (FR movement@),1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,200-565 g,adult,freely moving,read from table,identified from Fig 7a-b,rJAM1,2,"""4035115655820500""",4035115655820500
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Linda Katona, Katja Hartwich, Ryohei Tomioka, Jozsef Somogyi, J David B Roberts, Kristina Wagner, Abhilasha Joshi, Thomas Klausberger, Kathleen S Rockland, Peter Somogyi ",Synaptic Organisation and Behaviour-Dependent Activity of mGluR8a-innervated GABAergic Trilaminar Cells Projecting From the Hippocampus to the Subiculum,Brain Structure and Function,2020,32016558,0,Tab 5 (quiet wakefulness)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,200-565 g,adult,freely moving,read from table,identified from Fig 7a-b,rJAM1,2,"""4035111655820500""",4035111655820500
CA1 (i)0113p Trilaminar,4035,S131504,Collateral-related:RO-targeting:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1,2,,,,,,,,,,,,,,,,,,,,,"Linda Katona, Katja Hartwich, Ryohei Tomioka, Jozsef Somogyi, J David B Roberts, Kristina Wagner, Abhilasha Joshi, Thomas Klausberger, Kathleen S Rockland, Peter Somogyi ",Synaptic Organisation and Behaviour-Dependent Activity of mGluR8a-innervated GABAergic Trilaminar Cells Projecting From the Hippocampus to the Subiculum,Brain Structure and Function,2020,32016558,0,Tab 5 (FR theta@),1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,200-565 g,adult,freely moving,read from table,identified from Fig 7a-b,rJAM1,2,"""4035114655820500""",4035114655820500
Sub (e)331p EC-Projecting Pyramidal,5001,S040405,Glutamatergic PC:Pyramidal:Sub,,195,118,SD,NA,,,,,,270,Sub:SP,180,105,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chang EH, Huerta PT",Neurophysiological correlates of object recognition in the dorsal subiculum,Frontiers in Behavioral Neuroscience,2012,22833721,0,Fig 7B caption (theta)@,tetrode recording of single cell assigned to 2 Hippocampome types,tetrode,mice,BALB/cJ,female,24-32 g,adult,"ketamine, xylazine, and acepromazine",read from text,theta phase distribution is highly dispersed; assume authors' ability to identify principal cells,mTAF7,30,"""5001101372110702""",5001101372110702
Sub (e)331p EC-Projecting Pyramidal,5001,S040405,Glutamatergic PC:Pyramidal:Sub,,,,,,,,,,,,Sub:SP,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,0.25,SD,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Chang EH, Huerta PT",Neurophysiological correlates of object recognition in the dorsal subiculum,Frontiers in Behavioral Neuroscience,2012,22833721,0,Tab 1 (baseline)@,tetrode recording of single cell assigned to 2 Hippocampome types,tetrode,mice,BALB/cJ,female,24-32 g,adult,"ketamine, xylazine, and acepromazine",read from text,theta phase distribution is highly dispersed; assume authors' ability to identify principal cells,mTAF7,30,"""5001111372120100""",5001111372120100
Sub (e)331p CA1-Projecting Pyramidal,5005,S040405,Glutamatergic PC:Pyramidal:Sub,,195,118,SD,NA,,,,,,270,Sub:SP,180,105,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chang EH, Huerta PT",Neurophysiological correlates of object recognition in the dorsal subiculum,Frontiers in Behavioral Neuroscience,2012,22833721,0,Fig 7B caption (theta)@,tetrode recording of single cell assigned to 2 Hippocampome types,tetrode,mice,BALB/cJ,female,24-32 g,adult,"ketamine, xylazine, and acepromazine",read from text,theta phase distribution is highly dispersed; assume authors' ability to identify principal cells,mTAF7,30,"""5005101372110702""",5005101372110702
