Area,Cell type,Uniq ID,PMID/ISBN/DOI,Figure number,ReferenceID,Istim (pA),Tstim (ms),Reference ID,Transient 1,Transient 2,Transient 3,Transient 4,Steady State,Steady State,Notes,OVERALL FIRING PATTERN (old classification),Alternative classification,Delay (ms),PFS(ms),SWA (mV),,NISI, ISIAV (ms),SD (ms),Max ISI (ms),Min ISI (ms),1st ISI (ms),ISIAV1-2  (ms),ISIAV1-3 (ms),ISIAV1-4 (ms),Last ISI (ms),ISIAVn-n-1 (ms),ISIAVn-n-2 (ms),ISIAVn-n-3 (ms),MaxISI/MinISI,MaxISIn /ISIn-1,MaxISIn /ISIn+1,AI = (ISIAVn-n-2 - ISIAV1-3)/ ISIAVn-n-2,RDmax    (RDi=|ISIi-ISIAV|/ISIAV ),DF=(Delay-2 ISIAV1-2)/Delay,SF=(PSF-2 ISIAVn-n-1)/PSF,Tmax(scaled),ISImax(scaled),ISIav (scaled),SD(scaled),Slope,Intercept,Slope1,Intercept1,Css (Yc1),Xc1,Slope2,Intercept2,Slope3,Intercept3,Xc2,Yc2,F1-2,F1-2crit,F2-3,F2-3crit,F3-4,F3-4crit,P1-2,P2-3,P3-4,P1-2uv,P2-3uv,P3-4uv,,ISIi/ISIi-1,i,"ISIav(i,n)/ISI1,i-1",MaxISIj /ISIj-1,MaxISIj /ISIj+1,NISI_c, ISIAV (ms)_c,Max ISI (ms)_c,Min ISI (ms)_c,1st ISI (ms)_c,Tmax(scaled) _c,ISImax(scaled)_c,ISIav (scaled) _c,SD(scaled) _c,Slope_c,Intercept_c,no value_c,Intercept1_c,Css (Yc1) _c,Xc1_c,Slope2_c,Intercept2_c,Slope3_c,Intercept3_c,Xc2_c,Yc2_c,F1-2_c,F1-2crit_c,F2-3_c,F2-3crit_c,F3-4_c,F3-4crit_c,P1-2_c,P2-3_c,P3-4_c,P1-2uv_c,P2-3uv_c,P3-4uv_c, trace #,,,,,,,,Subtypes,,Original  FP names ,,OVERALL FIRING PATTERN,M_2p,C_2p,M_3p,C1_3p,C2_3p,M1_4p,C1_4p,M2_4p,C2_4p,N_ISI_cut_3p,N_ISI_cut_4p,F_12,F_crit_12,F_23,F_crit_23,F_34,F_crit_34,P_12,P_12_UV,P_23,P_23_UV,P_34,P_34_UV,M_FASP,C_FASP,N_ISI_cut_FASP,,,,ISI1,ISI2,ISI3,ISI4,ISI5,ISI6,ISI7,ISI8,ISI9,ISI10,ISI11,ISI12,ISI13,ISI14,ISI15,ISI16,ISI17,ISI18,ISI19,ISI20,ISI21,ISI22,ISI23,ISI24,ISI25,ISI26,ISI27,ISI28,ISI29,ISI30,ISI31,ISI32,ISI33,ISI34,ISI35,ISI36,ISI37,ISI38,ISI39,ISI40,ISI41,ISI42,ISI43,ISI44,ISI45,ISI46,ISI47,ISI48,ISI49,ISI50,ISI51,ISI52,ISI53,ISI54,ISI55,ISI56,ISI57,ISI58,ISI59,ISI60,ISI61,ISI62,ISI63,ISI64,ISI65,ISI66,ISI67,ISI68,ISI69,ISI70,ISI71,ISI72,ISI73,ISI74,ISI75,ISI76,ISI77,ISI78,ISI79,ISI80,ISI81,ISI82,ISI83,ISI84,ISI85,ISI86,ISI87,ISI88,ISI89,ISI90,ISI91,ISI92,ISI93,ISI94,ISI95,ISI96,ISI97,ISI98,ISI99,ISI100,ISI101,ISI102,ISI103,ISI104,ISI105,ISI106,ISI107,ISI108,ISI109
DG , Total Molecular Layer (i)3303,1004,9151716,Fig7A (0.1nA),100465171610702,100,679.36618,,,,ASP.,,,,,ASP.,,22.2514,52.97488,0,,9,66.84775556,22.47044386,105.86786,43.3685,43.3685,45.18655,47.0183,49.06435,99.5455,102.70668,93.2012,86.419475,2.441123396,1.426978266,1.063512263,0.495518298,0.583715999,-3.061456807,-2.877561591,12.87250654,2.441123396,1.541389616,0.518128224,0.114071511,0.910516936,0.074835011,1.000933454,43931872.78,587049714.4,0.089574274,1.280545344,0.114071492,0.910517011,15.10491249,2.63355691,9.636927381,3.78704354,0.177684685,0.264058226,5.627941022,3.78704354,0.004097568,0.6735447,0.326455013,0.018408769,0.340968943,0.340968817,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,11,,,,,,,,1-004-1,Subtypes,,,ASP.,0.114071511,0.910516936,0.121586711,0.886296458,2.295341089,0.121586711,1,0.114071511,0.910516936,8,0,9.915697659,3.438101233,1.171438616,3.438101233,no value,no value,no value,0.007191417,0.451058957,no value,no value,no value,no value,no value,no value,,,,43.3685,47.0046,50.6818,55.2025,59.6945,66.0743,74.19024,105.86786,99.5455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG, Total Molecular Layer (i)3303,1004,9151716,Fig7A (0.2nA),100465171610703,200,677.40466,,,,ASP.,,,,,ASP.,,13.0502,18.67246,0,,19,33.89641053,11.25885217,54.28525,18.0664,19.8232,19.37475,19.54466667,19.1751,54.28525,50.21907,49.46563333,48.8626625,3.004762985,1.176204784,no value,0.60488393,0.601504382,-1.969264839,-4.378945249,34.55080149,3.004762985,1.876212778,0.623192898,0.055713438,1.073273507,0.061424272,1.02844699,2.737989561,27.83171068,0.079615766,0.951372796,0.047789179,1.263110341,9.794878307,1.731199532,14.75036709,2.271892889,1.261649589,2.271892889,1.111906863,2.271892889,1.56E-05,0.625521788,0.115667162,3.38E-05,0.446352395,0.16494551,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,12,,,,,,,,1-004-1,Subtypes,,,ASP.,0.055713438,1.073273507,0.061424223,1.028448707,2.737990598,0.061424223,1.097241288,0.055713438,1.073273507,16,0,14.49763185,2.217197134,1.309176034,2.217197134,no value,no value,no value,1.00E-05,0.374476943,no value,no value,no value,no value,no value,no value,,,,19.8232,18.9263,19.8845,18.0664,24.41755,22.60755,30.7686,30.7727,32.55806,31.68584,35.2811,36.2107,42.5207,43.434,41.62395,47.05375,47.95876,46.15289,54.28525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG, Total Molecular Layer (i)3303,1004,9151716,Fig.8A (Normally Adapting),100475171610801,200,642.762202,,,TSTUT.,,,NASP,,,TSTUT.NASP,,7.7502,45.461795,0,,11,53.51706427,15.47502427,71.76063,17.1781,17.1781,25.9267,32.48171333,38.5001625,60.891397,61.9369735,65.21152567,63.57326175,4.177448612,1.22336348,1.139373207,0.501902263,0.679016399,-5.69058863,-1.724792257,33.26966353,4.177448612,3.115423957,0.900857735,0.06191042,2.157308611,0.276349513,1.228678363,3.614958864,8.635008883,0.348125728,1.114417751,0.016659131,3.23406777,6.39476206,3.340598948,2.899158008,3.178893104,1.57261454,3.178893104,1.062428422,3.178893104,0.079729736,0.009734844,0.13152588,0.132430375,0.007319262,0.337793768,,2.018575978,1,3.326966353,1.22336348,1.139373207,10,57.1509607,71.76063,34.6753,34.6753,15.48174946,2.069502787,1.648174946,0.295072059,0.042766541,1.330275028,0.151749348,1.071940805,1.80726504,4.845650059,0.213399704,1.012199774,0.013864882,1.652051478,3.206716995,1.696512231,4.712135767,3.438101233,0.712959748,0.290858219,1.035302249,3.438101233,0.235193401,0.023989838,0.104135106,0.432016545,0.073291692,0.314484823,13,,,,,,,,1-004-2,Subtypes,,,RASP.NASP,0.02849748,1.157797378,0.040491705,1.117298678,1.430336409,0.070871649,1.06926846,0.001230654,1.382237246,6,4,3.673941727,3.438101233,no value,no value,no value,no value,no value,0.392209115,no value,no value,no value,no value,0.348125793,1.114417908,3,,,T,17.1781,34.6753,45.59174,56.55551,58.6821,58.67029,63.04162,58.65847,71.76063,62.98255,60.891397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,Total Molecular Layer (i) 3303,1004,9151716,"Fig10B, middle (TML)",100475171611002,132.52637,664.7622,,,,,,NASP,,AI>0.28; MaxISI/MinISI>2.5,ASP.,NASP-auto,4.0808,93.6951,0,,8,72.475,31.82476763,137.115,28.5247,28.5247,37.0945,46.6163,52.836125,85.7376,77.10665,97.10943333,92.113875,4.806886663,1.77777749,2.002389169,0.519961157,0.891893756,-17.18001372,-0.645905709,19.32624357,4.806886663,2.540780446,1.11569158,0.105125239,1.613148573,0.18175084,1.258317456,3.404398048,11.80781662,0.331547722,1.026007471,0.037166395,2.600876086,5.349757174,2.799707273,1.854718767,4.283865714,1.296522575,4.283865714,0.752389899,0.233434021,0.264608887,0.046371269,0.333635542,0.479228646,0.382834174,0.491414957,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,14,,,,,,,,1-004-2,Subtypes,,,RASP.NASP,0.05593891,1.098816917,0.094856701,1.013927165,1.42671318,0.088599532,0.994712458,0.03738413,1.217580903,3,3,1.058298068,5.050329058,no value,no value,no value,no value,0.317966229,no value,no value,no value,no value,no value,0.331547619,1.026008297,3,,,,28.5247,45.6643,65.6599,71.4956,77.1272,137.115,68.4757,85.7376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG, Total Molecular Layer (i)3303,1004,9151716,Fig11C,100480171611103,200,613.1476,,,TSTUT.,ASP.,,,,,TSTUT.ASP.,,4.4186,26.5491,0,,15,39.03934,12.12180251,53.136,13.633,13.633,14.2139,19.734,22.77505,44.6711,48.39425,49.97483333,49.98805,3.897601408,1.062131579,1.019544336,0.605121244,0.650788154,-5.433666772,-2.645641472,41.95386929,3.897601408,2.863591286,0.889151508,0.053063772,1.871920944,0.168107797,1.194465159,3.423767384,13.26114709,0.210231862,1.091150992,0.022530551,2.772040992,8.955131905,2.973805045,3.455676669,2.576927084,2.172270413,2.576927084,1.871988185,2.576927084,0.025242312,0.083996525,0.291434111,0.064836448,0.113561026,0.388556042,,2.080068673,2,3.015262416,1.062131579,1.019544336,13,42.85863846,53.136,30.7742,30.7742,17.10485082,1.726641147,1.392680832,0.236234461,0.034636046,1.114384722,0.068525581,1.002739259,1.555235593,8.06262902,0.06524981,1.009325702,0.010975356,1.419277308,7.553306771,1.502177536,1.934547948,2.81793047,1.14567307,2.81793047,1.117616681,2.81793047,0.027800603,0.17858699,0.450541921,0.031543863,0.305955156,0.479719412,15,,,,,,,,1-004-2,Subtypes,,,RASP.ASP.,0.034636046,1.114384722,0.044060639,1.068923068,1.62391982,0.045521673,1.06327709,-0.166691664,4.302812369,10,11,2.567785518,2.686637112,1.156645526,2.686637112,no value,no value,0.027800603,no value,0.069701502,no value,no value,no value,0.39785987,0.860306275,3,,,T,13.633,14.7948,30.7742,31.8982,36.1381,38.2658,44.671,40.416,47.8322,46.8213,40.3933,50.0277,53.136,52.1174,44.6711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG, Total Molecular Layer (i)3303,1004,9151716,Fig11D,100462171611104,400,604.38336,,,,,,NASP,,3->2,PSTUT,TSTUT.PSTUT; NASP-auto,15.31536,56.87808,0,,15,35.69459867,21.07186784,74.37382,10.50195,11.47522,10.988585,13.31104,18.4746275,25.50044,29.26516,44.30138,39.352175,7.081905741,3.035101222,2.251713297,0.699534416,1.083615527,-0.434975737,-0.029048801,49.8901404,7.081905741,3.398854371,2.006471926,0.051566263,2.246394054,0.151240805,1.283108519,4.386156038,20.51726391,0.151012527,1.281021879,0,4.379385739,20.51726382,4.379385739,1.87924025,2.576927084,1.184637321,2.576927084,0.998998826,0.388059098,0.372192021,0.074686143,0.427656188,0.498265489,0.283809442,0.499791987,,2.957359904,7,2.034614679,3.035101222,2.251713297,8,46.8004975,74.37382,23.410623,65.9315,13.17660278,3.176926133,1.999113714,0.940813312,-0.067214118,2.471773217,0,1.999113714,12.13616242,no value,0,1.999113714,0,12.13616242,no value,no value,0.212607126,0.233434021,4.703511213,4.283865714,1,4.283865714,0.100999964,0.899000036,0.5,0.313018255,0.313018255,0.5,16,,,,,,,,1-004-3,Subtypes,discontinuous firing pattern,,PSTUT,0.051566263,2.246394054,0.155507397,1.218622899,4.409199218,0.155103399,1.305275438,-0.012791279,4.750004857,8,7,1.896962434,2.483725741,no value,no value,no value,no value,0.372192021,no value,no value,no value,no value,no value,no value,no value,no value,,,T,11.47522,10.50195,17.95595,33.96539,39.26165,25.5608,22.29404,65.9315,62.792977,23.410623,64.86018,24.50456,74.37382,33.02988,25.50044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,MOLAX (i)3302,1005,9151716,Fig7A (0.07nA),100565171610701,70,672.96182,,,,ASP.,,,,AI<0.28; MaxISI/MinISI<2.5,NASP,ASP.-auto ,64.7066,99.06229,0,,5,101.699352,24.39975812,137.53326,77.7937,77.7937,80.518795,85.64896333,92.740875,137.53326,125.774935,115.8197233,107.675765,1.767922852,1.206256352,no value,0.2604976,0.35235139,-1.488735152,-1.539310064,5.536477375,1.767922852,1.307295475,0.313646968,0.142074783,0.947050139,0.142075028,0.947048439,47565593.77,334792070,0.073164994,1.404307563,0.142074837,0.947049997,6.635591549,1.889800581,257.0015868,9.276628153,0.999991764,0.107797789,1.000017487,9.276628153,0.015430649,0.336678508,0.662471671,0.046495235,0.499960669,0.49996328,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,17,,,,,,,,1-005-1,Subtypes,,,ASP.,0.142074783,0.947050139,0.142074783,0.947050139,1.767922852,0.142074783,1,0.142074783,0.947050139,0,0,119.379442,6.388232909,1,6.388232909,no value,no value,no value,0.015894368,0.094501829,no value,no value,no value,no value,no value,no value,,,,77.7937,83.24389,95.9093,114.01661,137.53326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG ,MOLAX (i)3302,1005,9151716,Fig7A (0.1nA),100565171610702,100,679.36618,,,,ASP.,,,,,ASP.,,22.2514,52.97488,0,,9,66.84775556,22.47044386,105.86786,43.3685,43.3685,45.18655,47.0183,49.06435,99.5455,102.70668,93.2012,86.419475,2.441123396,1.426978266,1.063512263,0.495518298,0.583715999,-3.061456807,-2.877561591,12.87250654,2.441123396,1.541389616,0.518128224,0.114071511,0.910516936,0.074835011,1.000933454,43931872.78,587049714.4,0.089574274,1.280545344,0.114071492,0.910517011,15.10491249,2.63355691,9.636927381,3.78704354,0.177684685,0.264058226,5.627941022,3.78704354,0.004097568,0.6735447,0.326455013,0.018408769,0.340968943,0.340968817,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,18,,,,,,,,1-005-1,Subtypes,,,ASP.,0.114071511,0.910516936,0.121586711,0.886296458,2.295341089,0.121586711,1,0.114071511,0.910516936,8,0,9.915697659,3.438101233,1.171438616,3.438101233,no value,no value,no value,0.007191417,0.451058957,no value,no value,no value,no value,no value,no value,,,,43.3685,47.0046,50.6818,55.2025,59.6945,66.0743,74.19024,105.86786,99.5455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,MOLAX (i)3302,1005,9151716,Fig7A (0.2nA),100565171610703,200,677.40466,,,,ASP.,,,,,ASP.,,13.0502,18.67246,0,,19,33.89641053,11.25885217,54.28525,18.0664,19.8232,19.37475,19.54466667,19.1751,54.28525,50.21907,49.46563333,48.8626625,3.004762985,1.176204784,no value,0.60488393,0.601504382,-1.969264839,-4.378945249,34.55080149,3.004762985,1.876212778,0.623192898,0.055713438,1.073273507,0.061424272,1.02844699,2.737989561,27.83171068,0.079615766,0.951372796,0.047789179,1.263110341,9.794878307,1.731199532,14.75036709,2.271892889,1.261649589,2.271892889,1.111906863,2.271892889,1.56E-05,0.625521788,0.115667162,3.38E-05,0.446352395,0.16494551,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,19,,,,,,,,1-005-1,Subtypes,,,ASP.,0.055713438,1.073273507,0.061424223,1.028448707,2.737990598,0.061424223,1.097241288,0.055713438,1.073273507,16,0,14.49763185,2.217197134,1.309176034,2.217197134,no value,no value,no value,1.00E-05,0.374476943,no value,no value,no value,no value,no value,no value,,,,19.8232,18.9263,19.8845,18.0664,24.41755,22.60755,30.7686,30.7727,32.55806,31.68584,35.2811,36.2107,42.5207,43.434,41.62395,47.05375,47.95876,46.15289,54.28525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,MOLAX (i)3302,1005,9151716,Fig.8A (Normally Adapting),100575171610801,200,642.762202,,,TSTUT.,,,NASP,,,TSTUT.NASP,,7.7502,45.461795,0,,11,53.51706427,15.47502427,71.76063,17.1781,17.1781,25.9267,32.48171333,38.5001625,60.891397,61.9369735,65.21152567,63.57326175,4.177448612,1.22336348,1.139373207,0.501902263,0.679016399,-5.69058863,-1.724792257,33.26966353,4.177448612,3.115423957,0.900857735,0.06191042,2.157308611,0.276349513,1.228678363,3.614958864,8.635008883,0.348125728,1.114417751,0.016659131,3.23406777,6.39476206,3.340598948,2.899158008,3.178893104,1.57261454,3.178893104,1.062428422,3.178893104,0.079729736,0.009734844,0.13152588,0.132430375,0.007319262,0.337793768,,2.018575978,1,3.326966353,1.22336348,1.139373207,10,57.1509607,71.76063,34.6753,34.6753,15.48174946,2.069502787,1.648174946,0.295072059,0.042766541,1.330275028,0.151749348,1.071940805,1.80726504,4.845650059,0.213399704,1.012199774,0.013864882,1.652051478,3.206716995,1.696512231,4.712135767,3.438101233,0.712959748,0.290858219,1.035302249,3.438101233,0.235193401,0.023989838,0.104135106,0.432016545,0.073291692,0.314484823,20,,,,,,,,1-005-2,Subtypes,,,RASP.NASP,0.02849748,1.157797378,0.040491705,1.117298678,1.430336409,0.070871649,1.06926846,0.001230654,1.382237246,6,4,3.673941727,3.438101233,no value,no value,no value,no value,no value,0.392209115,no value,no value,no value,no value,0.348125793,1.114417908,3,,,T,17.1781,34.6753,45.59174,56.55551,58.6821,58.67029,63.04162,58.65847,71.76063,62.98255,60.891397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,MOLAX (i)3302,1005,9151716,"Fig10B, middle (TML)",100575171611002,132.52637,664.7622,,,,,,NASP,,AI>0.28; MaxISI/MinISI>2.5,ASP.,NASP-auto,4.0808,93.6951,0,,8,72.475,31.82476763,137.115,28.5247,28.5247,37.0945,46.6163,52.836125,85.7376,77.10665,97.10943333,92.113875,4.806886663,1.77777749,2.002389169,0.519961157,0.891893756,-17.18001372,-0.645905709,19.32624357,4.806886663,2.540780446,1.11569158,0.105125239,1.613148573,0.18175084,1.258317456,3.404398048,11.80781662,0.331547722,1.026007471,0.037166395,2.600876086,5.349757174,2.799707273,1.854718767,4.283865714,1.296522575,4.283865714,0.752389899,0.233434021,0.264608887,0.046371269,0.333635542,0.479228646,0.382834174,0.491414957,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,21,,,,,,,,1-005-2,Subtypes,,,RASP.NASP,0.05593891,1.098816917,0.094856701,1.013927165,1.42671318,0.088599532,0.994712458,0.03738413,1.217580903,3,3,1.058298068,5.050329058,no value,no value,no value,no value,0.317966229,no value,no value,no value,no value,no value,0.331547619,1.026008297,3,,,,28.5247,45.6643,65.6599,71.4956,77.1272,137.115,68.4757,85.7376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,MOLAX (i)3302,1005,9151716,Fig11C,100580171611103,200,613.1476,,,TSTUT.,ASP.,,,,,TSTUT.ASP.,,4.4186,26.5491,0,,15,39.03934,12.12180251,53.136,13.633,13.633,14.2139,19.734,22.77505,44.6711,48.39425,49.97483333,49.98805,3.897601408,1.062131579,1.019544336,0.605121244,0.650788154,-5.433666772,-2.645641472,41.95386929,3.897601408,2.863591286,0.889151508,0.053063772,1.871920944,0.168107797,1.194465159,3.423767384,13.26114709,0.210231862,1.091150992,0.022530551,2.772040992,8.955131905,2.973805045,3.455676669,2.576927084,2.172270413,2.576927084,1.871988185,2.576927084,0.025242312,0.083996525,0.291434111,0.064836448,0.113561026,0.388556042,,2.080068673,2,3.015262416,1.062131579,1.019544336,13,42.85863846,53.136,30.7742,30.7742,17.10485082,1.726641147,1.392680832,0.236234461,0.034636046,1.114384722,0.068525581,1.002739259,1.555235593,8.06262902,0.06524981,1.009325702,0.010975356,1.419277308,7.553306771,1.502177536,1.934547948,2.81793047,1.14567307,2.81793047,1.117616681,2.81793047,0.027800603,0.17858699,0.450541921,0.031543863,0.305955156,0.479719412,22,,,,,,,,1-005-2,Subtypes,,,RASP.ASP.,0.034636046,1.114384722,0.044060639,1.068923068,1.62391982,0.045521673,1.06327709,-0.166691664,4.302812369,10,11,2.567785518,2.686637112,1.156645526,2.686637112,no value,no value,0.027800603,no value,0.069701502,no value,no value,no value,0.39785987,0.860306275,3,,,T,13.633,14.7948,30.7742,31.8982,36.1381,38.2658,44.671,40.416,47.8322,46.8213,40.3933,50.0277,53.136,52.1174,44.6711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,MOLAX (i)3302,1005,9151716,Fig11D,100562171611104,400,604.38336,,,,,,NASP,,3->2,PSTUT,TSTUT.PSTUT; NASP-auto,15.31536,56.87808,0,,15,35.69459867,21.07186784,74.37382,10.50195,11.47522,10.988585,13.31104,18.4746275,25.50044,29.26516,44.30138,39.352175,7.081905741,3.035101222,2.251713297,0.699534416,1.083615527,-0.434975737,-0.029048801,49.8901404,7.081905741,3.398854371,2.006471926,0.051566263,2.246394054,0.151240805,1.283108519,4.386156038,20.51726391,0.151012527,1.281021879,0,4.379385739,20.51726382,4.379385739,1.87924025,2.576927084,1.184637321,2.576927084,0.998998826,0.388059098,0.372192021,0.074686143,0.427656188,0.498265489,0.283809442,0.499791987,,2.957359904,7,2.034614679,3.035101222,2.251713297,8,46.8004975,74.37382,23.410623,65.9315,13.17660278,3.176926133,1.999113714,0.940813312,-0.067214118,2.471773217,0,1.999113714,12.13616242,no value,0,1.999113714,0,12.13616242,no value,no value,0.212607126,0.233434021,4.703511213,4.283865714,1,4.283865714,0.100999964,0.899000036,0.5,0.313018255,0.313018255,0.5,23,,,,,,,,1-005-3,Subtypes,discontinuous firing pattern,,PSTUT,0.051566263,2.246394054,0.155507397,1.218622899,4.409199218,0.155103399,1.305275438,-0.012791279,4.750004857,8,7,1.896962434,2.483725741,no value,no value,no value,no value,0.372192021,no value,no value,no value,no value,no value,no value,no value,no value,,,T,11.47522,10.50195,17.95595,33.96539,39.26165,25.5608,22.29404,65.9315,62.792977,23.410623,64.86018,24.50456,74.37382,33.02988,25.50044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,MOLAX (i)3302,1005,22512307,"Fig.1A, left",100565230710101,500,998.0526194,,,,ASP.,,,,,ASP.,,4.4759924,9.69928,0,,27,36.38275759,10.95599558,57.304,22.939796,24.656802,23.798299,23.51391833,24.59519125,52.32975,54.816875,53.99498333,54.0092475,2.498016983,1.094607191,1.095055872,0.564516611,0.575031795,-9.633753087,-10.30328746,41.74743546,2.498016983,1.586010512,0.477597777,0.035681564,0.951651964,0.035681561,0.951651929,44812669.42,1255905486,0.033397885,1.076530855,0.035681545,0.951651644,54.68380263,2.902854223,6.676122114,1.955447207,0.883157205,0.51139197,1.132303507,1.955447207,5.66E-06,0.673273691,0.677651991,5.14E-06,0.396934595,0.39693529,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,24,,,,,,,,1-005-1,Subtypes,,,ASP.,0.035681564,0.951651964,0.036152036,0.945935727,2.372711306,0.036152036,1.074848355,0.035681564,0.951651964,25,0,6.724923917,1.929212675,1.005356249,1.929212675,no value,no value,no value,1.98E-06,0.137005311,no value,no value,no value,no value,no value,no value,,,,24.656802,22.939796,22.945157,27.83901,24.58716,29.47031,27.84436,26.19702,29.45958,32.75431,32.7382,31.11232,31.10158,29.4596,31.1016,39.2848,32.73287,45.85813,35.9794,37.63744,50.80026,54.01993,45.77783,54.05204,52.3512,57.304,52.32975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,Outer Molecular Layer (i)3222,1006,,,,,,,,,,,,,,*No_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,1-006-1,,,,*No_data,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
