Authors,Titile,Journal/Book,Year,PMID/ISBN,Cell Identifier,Parameter,Parameter_ID,Name of file containing figure,Figure/Table,Quote reference id,Interpretation notes figures,Comments,Inference_flag
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4039,vGluT3,10,Tricoire-McBain-2011-10948-JNeurosci-Fig8A-Cell4039-vGluT3.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4039,VIP,15,Tricoire-McBain-2011-10948-JNeurosci-Fig8A-Cell4039-VIP.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4061,5HT-3,7,Tricoire-McBain-2011-10948-JNeurosci-Fig8D-Cell4061-5HT3.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4061,CCK,11,Tricoire-McBain-2011-10948-JNeurosci-Fig8D-Cell4061-CCK.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4061,CoupTF II,18,Tricoire-McBain-2011-10948-JNeurosci-Fig8D-Cell4061-CoupTFII.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4061,CR,2,Tricoire-McBain-2011-10948-JNeurosci-Fig8D-Cell4061-CR.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4061,ENK,12,Tricoire-McBain-2011-10948-JNeurosci-Fig8D-Cell4061-ENK.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4061,nNOS,19,Tricoire-McBain-2011-10948-JNeurosci-Fig8D-Cell4061-nNOS.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4061,NPY,13,Tricoire-McBain-2011-10948-JNeurosci-Fig8D-Cell4061-NPY.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4061,PV,3,Tricoire-McBain-2011-10948-JNeurosci-Fig8D-Cell4061-PV.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4061,SOM,14,Tricoire-McBain-2011-10948-JNeurosci-Fig8D-Cell4061-SOM.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4061,vGluT3,10,Tricoire-McBain-2011-10948-JNeurosci-Fig8D-Cell4061-vGluT3.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4061,VIP,15,Tricoire-McBain-2011-10948-JNeurosci-Fig8D-Cell4061-VIP.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,5HT-3,7,Tricoire-McBain-2011-10948-JNeurosci-Fig8F-Cell4012-5HT3.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,CCK,11,Tricoire-McBain-2011-10948-JNeurosci-Fig8F-Cell4012-CCK.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,CoupTF II,18,Tricoire-McBain-2011-10948-JNeurosci-Fig8F-Cell4012-CoupTFII.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,CR,2,Tricoire-McBain-2011-10948-JNeurosci-Fig8F-Cell4012-CR.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,ENK,12,Tricoire-McBain-2011-10948-JNeurosci-Fig8F-Cell4012-ENK.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,nNOS,19,Tricoire-McBain-2011-10948-JNeurosci-Fig8F-Cell4012-nNOS.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,NPY,13,Tricoire-McBain-2011-10948-JNeurosci-Fig8F-Cell4012-NPY.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,PV,3,Tricoire-McBain-2011-10948-JNeurosci-Fig8F-Cell4012-PV.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,SOM,14,Tricoire-McBain-2011-10948-JNeurosci-Fig8F-Cell4012-SOM.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,vGluT3,10,Tricoire-McBain-2011-10948-JNeurosci-Fig8F-Cell4012-vGluT3.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,VIP,15,Tricoire-McBain-2011-10948-JNeurosci-Fig8F-Cell4012-VIP.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,5HT-3,7,Tricoire-McBain-2011-10948-JNeurosci-Fig8G-Cell4012-5HT3.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,CCK,11,Tricoire-McBain-2011-10948-JNeurosci-Fig8G-Cell4012-CCK.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,CoupTF II,18,Tricoire-McBain-2011-10948-JNeurosci-Fig8G-Cell4012-CoupTFII.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,CR,2,Tricoire-McBain-2011-10948-JNeurosci-Fig8G-Cell4012-CR.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,ENK,12,Tricoire-McBain-2011-10948-JNeurosci-Fig8G-Cell4012-ENK.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,nNOS,19,Tricoire-McBain-2011-10948-JNeurosci-Fig8G-Cell4012-nNOS.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,NPY,13,Tricoire-McBain-2011-10948-JNeurosci-Fig8G-Cell4012-NPY.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,PV,3,Tricoire-McBain-2011-10948-JNeurosci-Fig8G-Cell4012-PV.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,SOM,14,Tricoire-McBain-2011-10948-JNeurosci-Fig8G-Cell4012-SOM.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,vGluT3,10,Tricoire-McBain-2011-10948-JNeurosci-Fig8G-Cell4012-vGluT3.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4012,VIP,15,Tricoire-McBain-2011-10948-JNeurosci-Fig8G-Cell4012-VIP.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4013,5HT-3,7,Tricoire-McBain-2011-10948-JNeurosci-Fig8I-Cell4013-5HT3.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4013,CCK,11,Tricoire-McBain-2011-10948-JNeurosci-Fig8I-Cell4013-CCK.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4013,CoupTF II,18,Tricoire-McBain-2011-10948-JNeurosci-Fig8I-Cell4013-CoupTFII.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4013,CR,2,Tricoire-McBain-2011-10948-JNeurosci-Fig8I-Cell4013-CR.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4013,ENK,12,Tricoire-McBain-2011-10948-JNeurosci-Fig8I-Cell4013-ENK.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4013,nNOS,19,Tricoire-McBain-2011-10948-JNeurosci-Fig8I-Cell4013-nNOS.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4013,NPY,13,Tricoire-McBain-2011-10948-JNeurosci-Fig8I-Cell4013-NPY.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4013,PV,3,Tricoire-McBain-2011-10948-JNeurosci-Fig8I-Cell4013-PV.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4013,SOM,14,Tricoire-McBain-2011-10948-JNeurosci-Fig8I-Cell4013-SOM.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4013,vGluT3,10,Tricoire-McBain-2011-10948-JNeurosci-Fig8I-Cell4013-vGluT3.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4013,VIP,15,Tricoire-McBain-2011-10948-JNeurosci-Fig8I-Cell4013-VIP.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4080,5HT-3,7,Tricoire-McBain-2011-10948-JNeurosci-Fig8J-Cell4080-5HT3.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4080,CCK,11,Tricoire-McBain-2011-10948-JNeurosci-Fig8J-Cell4080-CCK.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4080,CoupTF II,18,Tricoire-McBain-2011-10948-JNeurosci-Fig8J-Cell4080-CoupTFII.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4080,CR,2,Tricoire-McBain-2011-10948-JNeurosci-Fig8J-Cell4080-CR.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4080,ENK,12,Tricoire-McBain-2011-10948-JNeurosci-Fig8J-Cell4080-ENK.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4080,nNOS,19,Tricoire-McBain-2011-10948-JNeurosci-Fig8J-Cell4080-nNOS.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4080,NPY,13,Tricoire-McBain-2011-10948-JNeurosci-Fig8J-Cell4080-NPY.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4080,PV,3,Tricoire-McBain-2011-10948-JNeurosci-Fig8J-Cell4080-PV.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4080,SOM,14,Tricoire-McBain-2011-10948-JNeurosci-Fig8J-Cell4080-SOM.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4080,vGluT3,10,Tricoire-McBain-2011-10948-JNeurosci-Fig8J-Cell4080-vGluT3.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4080,VIP,15,Tricoire-McBain-2011-10948-JNeurosci-Fig8J-Cell4080-VIP.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4033,5HT-3,7,Tricoire-McBain-2011-10948-JNeurosci-Fig8K-Cell4033-5HT3.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4033,CCK,11,Tricoire-McBain-2011-10948-JNeurosci-Fig8K-Cell4033-CCK.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4033,CoupTF II,18,Tricoire-McBain-2011-10948-JNeurosci-Fig8K-Cell4033-CoupTFII.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4033,CR,2,Tricoire-McBain-2011-10948-JNeurosci-Fig8K-Cell4033-CR.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4033,ENK,12,Tricoire-McBain-2011-10948-JNeurosci-Fig8K-Cell4033-ENK.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4033,nNOS,19,Tricoire-McBain-2011-10948-JNeurosci-Fig8K-Cell4033-nNOS.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4033,NPY,13,Tricoire-McBain-2011-10948-JNeurosci-Fig8K-Cell4033-NPY.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4033,PV,3,Tricoire-McBain-2011-10948-JNeurosci-Fig8K-Cell4033-PV.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4033,SOM,14,Tricoire-McBain-2011-10948-JNeurosci-Fig8K-Cell4033-SOM.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4033,vGluT3,10,Tricoire-McBain-2011-10948-JNeurosci-Fig8K-Cell4033-vGluT3.jpeg,marker_figure,161161,,,0
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4033,VIP,15,Tricoire-McBain-2011-10948-JNeurosci-Fig8K-Cell4033-VIP.jpeg,marker_figure,161161,,,0
"Tsou K, Brown S, SaÃÂ¤udo-PeÃÂ¤a MC, Mackie K, Walker JM",Immunohistochemical distribution of cannabinoid CB1 receptors in the rat central nervous system,Neuroscience,1998,9460749,1000,CB1,4,Tsou-Walker-1998-393-Neuroscience-Fig3-Cell1000-CB1.jpeg,marker_figure,161142,,,1
"Tsou K, Brown S, SaÃÂ¤udo-PeÃÂ¤a MC, Mackie K, Walker JM",Immunohistochemical distribution of cannabinoid CB1 receptors in the rat central nervous system,Neuroscience,1998,9460749,2004,CB1,4,Tsou-Walker-1998-393-Neuroscience-Fig3-Cell2004-CB1.jpeg,marker_figure,161142,,,1
"Tsou K, Brown S, SaÃÂ¤udo-PeÃÂ¤a MC, Mackie K, Walker JM",Immunohistochemical distribution of cannabinoid CB1 receptors in the rat central nervous system,Neuroscience,1998,9460749,4000,CB1,4,Tsou-Walker-1998-393-Neuroscience-Fig4ABC-Cell4000-CB1.jpeg,marker_figure,161148,,,0
"Tsou K, Brown S, SaÃÂ¤udo-PeÃÂ¤a MC, Mackie K, Walker JM",Immunohistochemical distribution of cannabinoid CB1 receptors in the rat central nervous system,Neuroscience,1998,9460749,2000,CB1,4,Tsou-Walker-1998-393-Neuroscience-Fig4DEF-Cell2000-CB1.jpeg,marker_figure,161148,,,0
"Tsou K, Mackie K, SaÃÂ¤udo-PeÃÂ¤a MC, Walker JM",Cannabinoid CB1 receptors are localized primarily on cholecystokinin-containing GABAergic interneurons in the rat hippocampal formation,Neuroscience,1999,10473261,1000,CB1,4,Tsou-Walker-1999-969-Neuroscience-Fig1-Cell1000-CB1.jpeg,marker_figure,161156,,,0
"Tsou K, Mackie K, SaÃÂ¤udo-PeÃÂ¤a MC, Walker JM",Cannabinoid CB1 receptors are localized primarily on cholecystokinin-containing GABAergic interneurons in the rat hippocampal formation,Neuroscience,1999,10473261,4000,CB1,4,Tsou-Walker-1999-969-Neuroscience-Fig1-Cell4000-CB1.jpeg,marker_figure,161156,,,0
"van der Zee EA, Benoit R, Strosberg AD, Luiten PG.",Coexistence of muscarinic acetylcholine receptors and somatostatin in nonpyramidal neurons of the rat dorsal hippocampus.,Brain Res Bull.  1991,1991,1675593,1000,SOM,14,VanderZee-Luiten-1991-343-BrainResBull-Fig2-Cell1000-Som.jpeg,marker_figure,161813,,,0
"van der Zee EA, Benoit R, Strosberg AD, Luiten PG.",Coexistence of muscarinic acetylcholine receptors and somatostatin in nonpyramidal neurons of the rat dorsal hippocampus.,Brain Res Bull.  1991,1991,1675593,4000,SOM,14,VanderZee-Luiten-1991-343-BrainResBull-Fig2-Cell4000-Som.jpeg,marker_figure,161813,,,0
"van der Zee EA, Benoit R, Strosberg AD, Luiten PG.",Coexistence of muscarinic acetylcholine receptors and somatostatin in nonpyramidal neurons of the rat dorsal hippocampus.,Brain Res Bull.  1991,1991,1675593,5005,SOM,14,VanderZee-Luiten-1991-343-BrainResBull-Fig2-Cell5001-Som.jpeg,marker_figure,161813,,,0
"van der Zee EA, Benoit R, Strosberg AD, Luiten PG.",Coexistence of muscarinic acetylcholine receptors and somatostatin in nonpyramidal neurons of the rat dorsal hippocampus.,Brain Res Bull.  1991,1991,1675593,5001,SOM,14,VanderZee-Luiten-1991-343-BrainResBull-Fig2-Cell5005-Som.jpeg,marker_figure,161813,,,0
"van Hooft, J.A., Giuffrida, R., Blatow, M. & Monyer, H",Differential expression  of group  I metabotropic glutamate  receptors in  functionally distinct hippocampal interneurons.,J. Neuroscience.,2000,10804195,4069,SOM,14,vanHooft-Monyer-2000-3544-JNeurosci-Fig2-Cell4069-SOM.jpeg,marker_figure,161196,,,0
"van Hooft, J.A., Giuffrida, R., Blatow, M. & Monyer, H",Differential expression  of group  I metabotropic glutamate  receptors in  functionally distinct hippocampal interneurons.,J. Neuroscience.,2000,10804195,4078,PV,3,vanHooft-Monyer-2000-3544-JNeurosci-Fig2-Cell4078-PV.jpeg,marker_figure,161196,,,0
Vida I,Morphology of hippocampal neurons,Hippocampal Microcircuits,2010,978-1-4419-0995-4,4078,CCK,11,Vida--2010-27-HippocampalMicrocircuits-Tab6-Cell4078-CCK.jpeg,marker_figure,160678,,,0
Vida I,Morphology of hippocampal neurons,Hippocampal Microcircuits,2010,978-1-4419-0995-4,4078,PV,3,Vida--2010-27-HippocampalMicrocircuits-Tab6-Cell4078-PV.jpeg,marker_figure,160678,,,0
Vida I,Morphology of hippocampal neurons,Hippocampal Microcircuits,2010,978-1-4419-0995-4,4078,Gaba-a-alpha,8,Vida--2010-27-HippocampalMicrocircuits-Tab6-Cell4078-GABA-Aa1.jpeg,marker_figure,160678,,,0
Vida I,Morphology of hippocampal neurons,Hippocampal Microcircuits,2010,978-1-4419-0995-4,4079,CCK,11,Vida--2010-27-HippocampalMicrocircuits-Tab6-Cell4079-CCK.jpeg,marker_figure,160678,,,0
Vida I,Morphology of hippocampal neurons,Hippocampal Microcircuits,2010,978-1-4419-0995-4,4079,PV,3,Vida--2010-27-HippocampalMicrocircuits-Tab6-Cell4079-PV.jpeg,marker_figure,160678,,,0
Vida I,Morphology of hippocampal neurons,Hippocampal Microcircuits,2010,978-1-4419-0995-4,4036,CCK,11,Vida--2010-27-HippocampalMicrocircuits-Tab6-Cell4036-CCK.jpeg,marker_figure,160678,,,0
Vida I,Morphology of hippocampal neurons,Hippocampal Microcircuits,2010,978-1-4419-0995-4,4036,PV,3,Vida--2010-27-HippocampalMicrocircuits-Tab6-Cell4036-PV.jpeg,marker_figure,160678,,,0
Vida I,Morphology of hippocampal neurons,Hippocampal Microcircuits,2010,978-1-4419-0995-4,4080,PV,3,Vida--2010-27-HippocampalMicrocircuits-Tab6-Cell4080-PV.jpeg,marker_figure,160678,,,0
Vida I,Morphology of hippocampal neurons,Hippocampal Microcircuits,2010,978-1-4419-0995-4,4080,Gaba-a-alpha,8,Vida--2010-27-HippocampalMicrocircuits-Tab6-Cell4080-GABA-Aa1.jpeg,marker_figure,160678,,,0
