Authors,Title,Journal/Book,Year,PMID/ISBN,Unique ID,Phase parameter,Phase parameter ID,Name of file containing figure,FTQ ID,Figure/Table,Reference ID,reference_id
"John J Tukker, Pablo Fuentealba, Katja Hartwich, Peter Somogyi, Thomas Klausberger",Cell Type-Specific Tuning of Hippocampal Interneuron Firing During Gamma Oscillations in Vivo,Journal of Neuroscience,2007,17670965,4078,gamma,105,Tukker-Klausberger-2007-8184-v27-n31-JNeurosci-Fig3A_1-Cell4078-gamma.jpeg,10301,figure,4078105096510301,"""4078105096510301"""
"John J Tukker, Pablo Fuentealba, Katja Hartwich, Peter Somogyi, Thomas Klausberger",Cell Type-Specific Tuning of Hippocampal Interneuron Firing During Gamma Oscillations in Vivo,Journal of Neuroscience,2007,17670965,4078,gamma,105,Tukker-Klausberger-2007-8184-v27-n31-JNeurosci-Fig3A_2-Cell4078-gamma.jpeg,10306,figure,4078105096510306,"""4078105096510306"""
"John J Tukker, Pablo Fuentealba, Katja Hartwich, Peter Somogyi, Thomas Klausberger",Cell Type-Specific Tuning of Hippocampal Interneuron Firing During Gamma Oscillations in Vivo,Journal of Neuroscience,2007,17670965,4078,gamma,105,Tukker-Klausberger-2007-8184-v27-n31-JNeurosci-Fig3A_3-Cell4078-gamma.jpeg,10307,figure,4078105096510307,"""4078105096510307"""
"John J Tukker, Pablo Fuentealba, Katja Hartwich, Peter Somogyi, Thomas Klausberger",Cell Type-Specific Tuning of Hippocampal Interneuron Firing During Gamma Oscillations in Vivo,Journal of Neuroscience,2007,17670965,4078,gamma,105,Tukker-Klausberger-2007-8184-v27-n31-JNeurosci-Fig3A_4-Cell4078-gamma.jpeg,10308,figure,4078105096510308,"""4078105096510308"""
"John J Tukker, Pablo Fuentealba, Katja Hartwich, Peter Somogyi, Thomas Klausberger",Cell Type-Specific Tuning of Hippocampal Interneuron Firing During Gamma Oscillations in Vivo,Journal of Neuroscience,2007,17670965,4078,gamma,105,Tukker-Klausberger-2007-8184-v27-n31-JNeurosci-Fig3A_5-Cell4078-gamma.jpeg,10309,figure,4078105096510309,"""4078105096510309"""
"John J Tukker, Pablo Fuentealba, Katja Hartwich, Peter Somogyi, Thomas Klausberger",Cell Type-Specific Tuning of Hippocampal Interneuron Firing During Gamma Oscillations in Vivo,Journal of Neuroscience,2007,17670965,4079,gamma,105,Tukker-Klausberger-2007-8184-v27-n31-JNeurosci-Fig3A_1-Cell4079-gamma.jpeg,10301,figure,4079105096510301,"""4079105096510301"""
"John J Tukker, Pablo Fuentealba, Katja Hartwich, Peter Somogyi, Thomas Klausberger",Cell Type-Specific Tuning of Hippocampal Interneuron Firing During Gamma Oscillations in Vivo,Journal of Neuroscience,2007,17670965,4079,gamma,105,Tukker-Klausberger-2007-8184-v27-n31-JNeurosci-Fig3A_2-Cell4079-gamma.jpeg,10306,figure,4079105096510306,"""4079105096510306"""
"John J Tukker, Pablo Fuentealba, Katja Hartwich, Peter Somogyi, Thomas Klausberger",Cell Type-Specific Tuning of Hippocampal Interneuron Firing During Gamma Oscillations in Vivo,Journal of Neuroscience,2007,17670965,4079,gamma,105,Tukker-Klausberger-2007-8184-v27-n31-JNeurosci-Fig3A_3-Cell4079-gamma.jpeg,10307,figure,4079105096510307,"""4079105096510307"""
"John J Tukker, Pablo Fuentealba, Katja Hartwich, Peter Somogyi, Thomas Klausberger",Cell Type-Specific Tuning of Hippocampal Interneuron Firing During Gamma Oscillations in Vivo,Journal of Neuroscience,2007,17670965,4079,gamma,105,Tukker-Klausberger-2007-8184-v27-n31-JNeurosci-Fig3A_4-Cell4079-gamma.jpeg,10308,figure,4079105096510308,"""4079105096510308"""
"John J Tukker, Pablo Fuentealba, Katja Hartwich, Peter Somogyi, Thomas Klausberger",Cell Type-Specific Tuning of Hippocampal Interneuron Firing During Gamma Oscillations in Vivo,Journal of Neuroscience,2007,17670965,4079,gamma,105,Tukker-Klausberger-2007-8184-v27-n31-JNeurosci-Fig3A_5-Cell4079-gamma.jpeg,10309,figure,4079105096510309,"""4079105096510309"""
"John J Tukker, Pablo Fuentealba, Katja Hartwich, Peter Somogyi, Thomas Klausberger",Cell Type-Specific Tuning of Hippocampal Interneuron Firing During Gamma Oscillations in Vivo,Journal of Neuroscience,2007,17670965,4080,gamma,105,Tukker-Klausberger-2007-8184-v27-n31-JNeurosci-Fig3A_1-Cell4080-gamma.jpeg,10301,figure,4080105096510301,"""4080105096510301"""
"John J Tukker, Pablo Fuentealba, Katja Hartwich, Peter Somogyi, Thomas Klausberger",Cell Type-Specific Tuning of Hippocampal Interneuron Firing During Gamma Oscillations in Vivo,Journal of Neuroscience,2007,17670965,4080,gamma,105,Tukker-Klausberger-2007-8184-v27-n31-JNeurosci-Fig3A_2-Cell4080-gamma.jpeg,10306,figure,4080105096510306,"""4080105096510306"""
"John J Tukker, Pablo Fuentealba, Katja Hartwich, Peter Somogyi, Thomas Klausberger",Cell Type-Specific Tuning of Hippocampal Interneuron Firing During Gamma Oscillations in Vivo,Journal of Neuroscience,2007,17670965,4080,gamma,105,Tukker-Klausberger-2007-8184-v27-n31-JNeurosci-Fig3A_3-Cell4080-gamma.jpeg,10307,figure,4080105096510307,"""4080105096510307"""
"John J Tukker, Pablo Fuentealba, Katja Hartwich, Peter Somogyi, Thomas Klausberger",Cell Type-Specific Tuning of Hippocampal Interneuron Firing During Gamma Oscillations in Vivo,Journal of Neuroscience,2007,17670965,4080,gamma,105,Tukker-Klausberger-2007-8184-v27-n31-JNeurosci-Fig3A_4-Cell4080-gamma.jpeg,10308,figure,4080105096510308,"""4080105096510308"""
"John J Tukker, Pablo Fuentealba, Katja Hartwich, Peter Somogyi, Thomas Klausberger",Cell Type-Specific Tuning of Hippocampal Interneuron Firing During Gamma Oscillations in Vivo,Journal of Neuroscience,2007,17670965,4080,gamma,105,Tukker-Klausberger-2007-8184-v27-n31-JNeurosci-Fig3A_5-Cell4080-gamma.jpeg,10309,figure,4080105096510309,"""4080105096510309"""
"John J Tukker, Pablo Fuentealba, Katja Hartwich, Peter Somogyi, Thomas Klausberger",Cell Type-Specific Tuning of Hippocampal Interneuron Firing During Gamma Oscillations in Vivo,Journal of Neuroscience,2007,17670965,4069,gamma,105,Tukker-Klausberger-2007-8184-v27-n31-JNeurosci-Fig3A_1-Cell4069-gamma.jpeg,10301,figure,4069105096510301,"""4069105096510301"""
"John J Tukker, Pablo Fuentealba, Katja Hartwich, Peter Somogyi, Thomas Klausberger",Cell Type-Specific Tuning of Hippocampal Interneuron Firing During Gamma Oscillations in Vivo,Journal of Neuroscience,2007,17670965,4069,gamma,105,Tukker-Klausberger-2007-8184-v27-n31-JNeurosci-Fig3A_2-Cell4069-gamma.jpeg,10306,figure,4069105096510306,"""4069105096510306"""
"Manuel Valero, Elena Cid, Robert G Averkin, Juan Aguilar, Alberto Sanchez-Aguilera, Tim J Viney, Daniel Gomez-Dominguez, Elisa Bellistri, Liset Menendez de la Prida",Determinants of Different Deep and Superficial CA1 Pyramidal Cell Dynamics During Sharp-Wave Ripples,Nature Neuroscience,2015,26214372,4000,SWR ratio,108,Valero-MenendezdelaPrida-2015-1281-v18-n9-NatNeurosci-Fig7e-Cell4000-SWR_ratio.jpeg,10705,figure,4000108437210705,"""4000108437210705"""
"Manuel Valero, Elena Cid, Robert G Averkin, Juan Aguilar, Alberto Sanchez-Aguilera, Tim J Viney, Daniel Gomez-Dominguez, Elisa Bellistri, Liset Menendez de la Prida",Determinants of Different Deep and Superficial CA1 Pyramidal Cell Dynamics During Sharp-Wave Ripples,Nature Neuroscience,2015,26214372,4000,firing rate SWR,116,Valero-MenendezdelaPrida-2015-1281-v18-n9-NatNeurosci-Fig7e-Cell4000-FR_SWR.jpeg,10705,figure,4000116437210705,"""4000116437210705"""
"Manuel Valero, Elena Cid, Robert G Averkin, Juan Aguilar, Alberto Sanchez-Aguilera, Tim J Viney, Daniel Gomez-Dominguez, Elisa Bellistri, Liset Menendez de la Prida",Determinants of Different Deep and Superficial CA1 Pyramidal Cell Dynamics During Sharp-Wave Ripples,Nature Neuroscience,2015,26214372,4000,firing rate baseline,111,Valero-MenendezdelaPrida-2015-1281-v18-n9-NatNeurosci-Fig7e-Cell4000-FR_baseline.jpeg,10705,figure,4000111437210705,"""4000111437210705"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,run/stop ratio,109,Varga-Soltesz-2012-E2726-PNAS-Fig1D_1-Cell4078-run-stop_ratio.jpeg,10104,figure,4078109093310104,"""4078109093310104"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,run/stop ratio,109,Varga-Soltesz-2012-E2726-PNAS-Fig1D_2-Cell4078-run-stop_ratio.jpeg,10107,figure,4078109093310107,"""4078109093310107"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,run/stop ratio,109,Varga-Soltesz-2012-E2726-PNAS-Fig1D_3-Cell4078-run-stop_ratio.jpeg,10108,figure,4078109093310108,"""4078109093310108"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,run/stop ratio,109,Varga-Soltesz-2012-E2726-PNAS-Fig1D_4-Cell4078-run-stop_ratio.jpeg,10109,figure,4078109093310109,"""4078109093310109"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,run/stop ratio,109,Varga-Soltesz-2012-E2726-PNAS-Fig1D_5-Cell4078-run-stop_ratio.jpeg,10110,figure,4078109093310110,"""4078109093310110"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,run/stop ratio,109,Varga-Soltesz-2012-E2726-PNAS-Fig1D_6-Cell4078-run-stop_ratio.jpeg,10111,figure,4078109093310111,"""4078109093310111"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,run/stop ratio,109,Varga-Soltesz-2012-E2726-PNAS-Fig1D_7-Cell4078-run-stop_ratio.jpeg,10112,figure,4078109093310112,"""4078109093310112"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,firing rate run,115,Varga-Soltesz-2012-E2726-PNAS-Fig1D_1-Cell4078-FR_RUN.jpeg,10113,figure,4078115093310113,"""4078115093310113"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,firing rate run,115,Varga-Soltesz-2012-E2726-PNAS-Fig1D_2-Cell4078-FR_RUN.jpeg,10114,figure,4078115093310114,"""4078115093310114"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,firing rate run,115,Varga-Soltesz-2012-E2726-PNAS-Fig1D_3-Cell4078-FR_RUN.jpeg,10115,figure,4078115093310115,"""4078115093310115"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,firing rate run,115,Varga-Soltesz-2012-E2726-PNAS-Fig1D_4-Cell4078-FR_RUN.jpeg,10116,figure,4078115093310116,"""4078115093310116"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,firing rate run,115,Varga-Soltesz-2012-E2726-PNAS-Fig1D_5-Cell4078-FR_RUN.jpeg,10117,figure,4078115093310117,"""4078115093310117"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,firing rate run,115,Varga-Soltesz-2012-E2726-PNAS-Fig1D_6-Cell4078-FR_RUN.jpeg,10118,figure,4078115093310118,"""4078115093310118"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,firing rate run,115,Varga-Soltesz-2012-E2726-PNAS-Fig1D_7-Cell4078-FR_RUN.jpeg,10119,figure,4078115093310119,"""4078115093310119"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,firing rate rest,111,Varga-Soltesz-2012-E2726-PNAS-Fig1D_1-Cell4078-FR_REST.jpeg,10120,figure,4078111093310120,"""4078111093310120"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,firing rate rest,111,Varga-Soltesz-2012-E2726-PNAS-Fig1D_2-Cell4078-FR_REST.jpeg,10121,figure,4078111093310121,"""4078111093310121"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,firing rate rest,111,Varga-Soltesz-2012-E2726-PNAS-Fig1D_3-Cell4078-FR_REST.jpeg,10122,figure,4078111093310122,"""4078111093310122"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,firing rate rest,111,Varga-Soltesz-2012-E2726-PNAS-Fig1D_4-Cell4078-FR_REST.jpeg,10123,figure,4078111093310123,"""4078111093310123"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,firing rate rest,111,Varga-Soltesz-2012-E2726-PNAS-Fig1D_5-Cell4078-FR_REST.jpeg,10124,figure,4078111093310124,"""4078111093310124"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,firing rate rest,111,Varga-Soltesz-2012-E2726-PNAS-Fig1D_6-Cell4078-FR_REST.jpeg,10125,figure,4078111093310125,"""4078111093310125"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4078,firing rate rest,111,Varga-Soltesz-2012-E2726-PNAS-Fig1D_7-Cell4078-FR_REST.jpeg,10126,figure,4078111093310126,"""4078111093310126"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,theta,101,Varga-Soltesz-2012-E2726-PNAS-Fig2B_1-Cell4146-theta.jpeg,10202,figure,4146101093310202,"""4146101093310202"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,theta,101,Varga-Soltesz-2012-E2726-PNAS-Fig2B_2-Cell4146-theta.jpeg,10207,figure,4146101093310207,"""4146101093310207"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,theta,101,Varga-Soltesz-2012-E2726-PNAS-Fig2B_3-Cell4146-theta.jpeg,10208,figure,4146101093310208,"""4146101093310208"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,theta,101,Varga-Soltesz-2012-E2726-PNAS-Fig2B_4-Cell4146-theta.jpeg,10209,figure,4146101093310209,"""4146101093310209"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,theta,101,Varga-Soltesz-2012-E2726-PNAS-Fig2B_5-Cell4146-theta.jpeg,10210,figure,4146101093310210,"""4146101093310210"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,theta,101,Varga-Soltesz-2012-E2726-PNAS-Fig2B_6-Cell4146-theta.jpeg,10211,figure,4146101093310211,"""4146101093310211"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,run/stop ratio,109,Varga-Soltesz-2012-E2726-PNAS-Fig2D_1-Cell4146-run-stop_ratio.jpeg,10204,figure,4146109093310204,"""4146109093310204"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,run/stop ratio,109,Varga-Soltesz-2012-E2726-PNAS-Fig2D_2-Cell4146-run-stop_ratio.jpeg,10207,figure,4146109093310207,"""4146109093310207"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,run/stop ratio,109,Varga-Soltesz-2012-E2726-PNAS-Fig2D_3-Cell4146-run-stop_ratio.jpeg,10208,figure,4146109093310208,"""4146109093310208"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,run/stop ratio,109,Varga-Soltesz-2012-E2726-PNAS-Fig2D_4-Cell4146-run-stop_ratio.jpeg,10209,figure,4146109093310209,"""4146109093310209"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,run/stop ratio,109,Varga-Soltesz-2012-E2726-PNAS-Fig2D_5-Cell4146-run-stop_ratio.jpeg,10210,figure,4146109093310210,"""4146109093310210"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,run/stop ratio,109,Varga-Soltesz-2012-E2726-PNAS-Fig2D_6-Cell4146-run-stop_ratio.jpeg,10211,figure,4146109093310211,"""4146109093310211"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,firing rate run,115,Varga-Soltesz-2012-E2726-PNAS-Fig2D_1-Cell4146-FR_RUN.jpeg,10204,figure,4146115093310204,"""4146115093310204"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,firing rate run,115,Varga-Soltesz-2012-E2726-PNAS-Fig2D_2-Cell4146-FR_RUN.jpeg,10207,figure,4146115093310207,"""4146115093310207"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,firing rate run,115,Varga-Soltesz-2012-E2726-PNAS-Fig2D_3-Cell4146-FR_RUN.jpeg,10208,figure,4146115093310208,"""4146115093310208"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,firing rate run,115,Varga-Soltesz-2012-E2726-PNAS-Fig2D_4-Cell4146-FR_RUN.jpeg,10209,figure,4146115093310209,"""4146115093310209"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,firing rate run,115,Varga-Soltesz-2012-E2726-PNAS-Fig2D_5-Cell4146-FR_RUN.jpeg,10210,figure,4146115093310210,"""4146115093310210"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,firing rate run,115,Varga-Soltesz-2012-E2726-PNAS-Fig2D_6-Cell4146-FR_RUN.jpeg,10211,figure,4146115093310211,"""4146115093310211"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,firing rate rest,111,Varga-Soltesz-2012-E2726-PNAS-Fig2D_1-Cell4146-FR_REST.jpeg,10204,figure,4146111093310204,"""4146111093310204"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,firing rate rest,111,Varga-Soltesz-2012-E2726-PNAS-Fig2D_2-Cell4146-FR_REST.jpeg,10207,figure,4146111093310207,"""4146111093310207"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,firing rate rest,111,Varga-Soltesz-2012-E2726-PNAS-Fig2D_3-Cell4146-FR_REST.jpeg,10208,figure,4146111093310208,"""4146111093310208"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,firing rate rest,111,Varga-Soltesz-2012-E2726-PNAS-Fig2D_4-Cell4146-FR_REST.jpeg,10209,figure,4146111093310209,"""4146111093310209"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,firing rate rest,111,Varga-Soltesz-2012-E2726-PNAS-Fig2D_5-Cell4146-FR_REST.jpeg,10210,figure,4146111093310210,"""4146111093310210"""
"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,4146,firing rate rest,111,Varga-Soltesz-2012-E2726-PNAS-Fig2D_6-Cell4146-FR_REST.jpeg,10211,figure,4146111093310211,"""4146111093310211"""
"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,4036,theta,101,Varga-Soltesz-2014-e04006-v3-eLife-Fig1C_1-Cell4036-theta.jpeg,10103,figure,4036101525310103,"""4036101525310103"""
"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,4036,theta,101,Varga-Soltesz-2014-e04006-v3-eLife-Fig1C_2-Cell4036-theta.jpeg,10107,figure,4036101525310107,"""4036101525310107"""
"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,4036,theta,101,Varga-Soltesz-2014-e04006-v3-eLife-Fig1C_3-Cell4036-theta.jpeg,10108,figure,4036101525310108,"""4036101525310108"""
"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,4036,theta,101,Varga-Soltesz-2014-e04006-v3-eLife-Fig1C_4-Cell4036-theta.jpeg,10109,figure,4036101525310109,"""4036101525310109"""
"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,4036,theta,101,Varga-Soltesz-2014-e04006-v3-eLife-Fig1C_5-Cell4036-theta.jpeg,10110,figure,4036101525310110,"""4036101525310110"""
"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,4036,epsilon,106,Varga-Soltesz-2014-e04006-v3-eLife-Fig2C_1-Cell4036-epsilon.jpeg,10203,figure,4036106525310203,"""4036106525310203"""
"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,4036,epsilon,106,Varga-Soltesz-2014-e04006-v3-eLife-Fig2C_2-Cell4036-epsilon.jpeg,10207,figure,4036106525310207,"""4036106525310207"""
"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,4036,ripple,107,Varga-Soltesz-2014-e04006-v3-eLife-Fig2F_1-Cell4036-ripple.jpeg,10206,figure,4036107525310206,"""4036107525310206"""
"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,4036,ripple,107,Varga-Soltesz-2014-e04006-v3-eLife-Fig2F_2-Cell4036-ripple.jpeg,10207,figure,4036107525310207,"""4036107525310207"""
"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,4036,SWR ratio,108,Varga-Soltesz-2014-e04006-v3-eLife-Fig5G_1-Cell4036-SWR_ratio.jpeg,10507,figure,4036108525310507,"""4036108525310507"""
"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,4036,SWR ratio,108,Varga-Soltesz-2014-e04006-v3-eLife-Fig5G_2-Cell4036-SWR_ratio.jpeg,10509,figure,4036108525310509,"""4036108525310509"""
"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,4036,SWR ratio,108,Varga-Soltesz-2014-e04006-v3-eLife-Fig5G_3-Cell4036-SWR_ratio.jpeg,10510,figure,4036108525310510,"""4036108525310510"""
"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,4036,SWR ratio,108,Varga-Soltesz-2014-e04006-v3-eLife-Fig5G_4-Cell4036-SWR_ratio.jpeg,10511,figure,4036108525310511,"""4036108525310511"""
"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,4036,SWR ratio,108,Varga-Soltesz-2014-e04006-v3-eLife-Fig5G_5-Cell4036-SWR_ratio.jpeg,10512,figure,4036108525310512,"""4036108525310512"""
"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,4036,firing rate SWR,116,Varga-Soltesz-2014-e04006-v3-eLife-FIg5G_1-Cell4036-FR_SWR.jpeg,10514,figure,4036116525310514,"""4036116525310514"""
"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,4036,firing rate SWR,116,Varga-Soltesz-2014-e04006-v3-eLife-FIg5G_2-Cell4036-FR_SWR.jpeg,10515,figure,4036116525310515,"""4036116525310515"""
"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,4036,firing rate SWR,116,Varga-Soltesz-2014-e04006-v3-eLife-FIg5G_3-Cell4036-FR_SWR.jpeg,10516,figure,4036116525310516,"""4036116525310516"""
